CAMPUS,C20GR12N,C20GR12R,C30GR12N,C30GR12R,C40GR12N,C40GR12R,CA0GH12N,CA0GH12R,CA0GM12N,CA0GM12R,CA0GR12N,CA0GR12R,CB0GR12N,CB0GR12R,CH0GR12N,CH0GR12R,CI0GR12N,CI0GR12R,CPEMALLC,CPEMALLP,CPERRA1R,CPERRA2R,CPERRA3R,CPERRA4R,CPERRA5R,CPERRA6R,CPERRA7R,CPERRA8R,CPERRAKR,CPERSA1R,CPERSA2R,CPERSA3R,CPERSA4R,CPERSA5R,CPERSA6R,CPERSA7R,CPERSA8R,CPERSAKR,CPETALLC,CPETASIC,CPETASIP,CPETBILC,CPETBILP,CPETBLAC,CPETBLAP,CPETDISC,CPETDISP,CPETECOC,CPETECOP,CPETG01C,CPETG01P,CPETG02C,CPETG02P,CPETG03C,CPETG03P,CPETG04C,CPETG04P,CPETG05C,CPETG05P,CPETG06C,CPETG06P,CPETG07C,CPETG07P,CPETG08C,CPETG08P,CPETG09C,CPETG09P,CPETG10C,CPETG10P,CPETG11C,CPETG11P,CPETG12C,CPETG12P,CPETGEEC,CPETGEEP,CPETGIFC,CPETGIFP,CPETGKNC,CPETGKNP,CPETGPKC,CPETGPKP,CPETHISC,CPETHISP,CPETINDC,CPETINDP,CPETLEPC,CPETLEPP,CPETNEDC,CPETNEDP,CPETPCIC,CPETPCIP,CPETRSKC,CPETRSKP,CPETSPEC,CPETSPEP,CPETTWOC,CPETTWOP,CPETVOCC,CPETVOCP,CPETWHIC,CPETWHIP,CS0GR12N,CS0GR12R,CW0GR12N,CW0GR12R
"108904109",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,89,17.3,3.5,2.1,2.2,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,629,0,0,325,51.7,0,0,1,0.1,577,91.7,85,13.5,90,14.3,97,15.4,95,15.1,90,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.2,104,16.5,68,10.8,623,99,2,0.3,329,52.3,52,8.3,0,0,388,61.7,21,3.3,2,0.3,0,0,2,0.3,0,.,0,.
"108904110",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,137,25.1,11.4,5.2,3.5,1.3,0,.,.,.,3.5,0,0,0,0,0,.,.,.,0,708,2,0.3,404,57.1,1,0.1,0,0,640,90.4,116,16.4,98,13.8,117,16.5,107,15.1,101,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.4,107,15.1,62,8.8,700,98.9,0,0,407,57.5,68,9.6,0,0,503,71,34,4.8,0,0,0,0,5,0.7,0,.,0,.
"108904111",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,43,12.5,0,3.2,1.8,0,0,.,.,.,0,0,0,0,0,0,.,.,.,14.3,454,0,0,116,25.6,0,0,1,0.2,405,89.2,48,10.6,64,14.1,80,17.6,81,17.8,80,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.5,57,12.6,44,9.7,451,99.3,0,0,119,26.2,49,10.8,0,0,218,48,31,6.8,0,0,0,0,3,0.7,0,.,0,.
"108904112",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,87,18.8,4.3,3.8,2.6,1.2,0,.,.,.,2.7,0,0,0,0,0,.,.,.,0,529,13,2.5,62,11.7,3,0.6,0,0,332,62.8,82,15.5,76,14.4,81,15.3,82,15.5,96,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5.7,78,14.7,34,6.4,487,92.1,1,0.2,76,14.4,197,37.2,0,0,155,29.3,19,3.6,2,0.4,0,0,23,4.3,0,.,0,.
"108904113",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,68,16.1,0,0,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,470,1,0.2,152,32.3,0,0,0,0,414,88.1,69,14.7,71,15.1,81,17.2,71,15.1,87,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.4,60,12.8,31,6.6,464,98.7,0,0,154,32.8,56,11.9,0,0,240,51.1,29,6.2,0,0,0,0,5,1.1,0,.,0,.
"108904114",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,59,11.2,1.2,2.6,1,0,0,.,.,.,3,0,0,0,0,0,.,.,.,0,620,50,8.1,117,18.9,7,1.1,0,0,315,50.8,88,14.2,86,13.9,86,13.9,116,18.7,115,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.8,161,26,79,12.7,39,6.3,534,86.1,0,0,118,19,305,49.2,1,0.2,179,28.9,48,7.7,4,0.6,0,0,24,3.9,0,.,0,.
"108904115",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,123,19.7,8.1,0,1.1,0,0,.,.,.,2.8,0,0,0,0,0,.,.,.,0,729,0,0,469,64.3,1,0.1,0,0,701,96.2,120,16.5,102,14,129,17.7,95,13,117,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.7,99,13.6,67,9.2,728,99.9,0,0,473,64.9,28,3.8,0,0,549,75.3,22,3,0,0,0,0,0,0,0,.,0,.
"108904116",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,71,14.9,7.4,6.7,1.3,0,0,.,.,.,3.6,0,0,0,0,0,.,.,.,0,581,0,0,189,32.5,1,0.2,3,0.5,489,84.2,85,14.6,88,15.1,92,15.8,88,15.1,78,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.2,99,17,51,8.8,573,98.6,0,0,193,33.2,92,15.8,0,0,301,51.8,27,4.6,0,0,0,0,7,1.2,0,.,0,.
"108904117",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,123,22.3,6.8,6.8,0,0,0,.,.,.,6.9,20,0,0,0,0,.,.,.,42.9,614,5,0.8,149,24.3,3,0.5,0,0,535,87.1,102,16.6,88,14.3,81,13.2,94,15.3,81,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9.4,113,18.4,55,9,601,97.9,0,0,151,24.6,79,12.9,0,0,277,45.1,29,4.7,0,0,0,0,5,0.8,0,.,0,.
"108904118",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,138,28.8,7.6,12.7,6.5,1.4,0,.,.,.,7.2,33.3,0,0,0,0,.,.,.,0,483,0,0,263,54.5,0,0,0,0,471,97.5,71,14.7,83,17.2,65,13.5,74,15.3,65,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,73,15.1,52,10.8,482,99.8,0,0,266,55.1,12,2.5,0,0,310,64.2,21,4.3,0,0,0,0,1,0.2,0,.,0,.
"108904119",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,122,21.7,4,6.4,8.6,1.2,0,.,.,.,3.5,33.3,0,0,0,0,.,.,.,10,649,3,0.5,196,30.2,2,0.3,0,0,572,88.1,110,16.9,102,15.7,98,15.1,90,13.9,88,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.8,92,14.2,69,10.6,643,99.1,0,0,202,31.1,77,11.9,0,0,322,49.6,33,5.1,0,0,0,0,1,0.2,0,.,0,.
"108904120",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,70,12.7,3.6,3.6,1.9,0,0,.,.,.,4.6,0,0,0,0,0,.,.,.,25,636,1,0.2,323,50.8,1,0.2,0,0,567,89.2,92,14.5,116,18.2,84,13.2,103,16.2,98,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.5,95,14.9,48,7.5,630,99.1,0,0,330,51.9,69,10.8,0,0,396,62.3,26,4.1,1,0.2,0,0,3,0.5,0,.,0,.
"108904121",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,45,8.5,5.1,7.1,8.8,0,2.3,.,.,.,2.1,0,11.1,0,0,0,.,.,.,11.1,713,0,0,390,54.7,0,0,0,0,669,93.8,118,16.5,108,15.1,100,14,100,14,104,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3,106,14.9,77,10.8,710,99.6,0,0,393,55.1,44,6.2,0,0,482,67.6,42,5.9,0,0,0,0,3,0.4,0,.,0,.
"108904122",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,135,25.6,0,3.5,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,526,1,0.2,217,41.3,1,0.2,0,0,465,88.4,74,14.1,91,17.3,76,14.4,90,17.1,80,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.3,78,14.8,37,7,519,98.7,0,0,218,41.4,61,11.6,0,0,280,53.2,23,4.4,0,0,0,0,5,1,0,.,0,.
"108904123",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,145,29.7,4.2,6.8,6.3,2.6,0,.,.,.,7.1,0,11.1,22.2,0,0,.,.,.,42.9,541,7,1.3,189,34.9,3,0.6,1,0.1,422,78,87,16.1,81,15,71,13.1,72,13.3,84,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.3,89,16.5,57,10.5,517,95.6,0,0,196,36.2,119,22,0,0,278,51.4,39,7.2,0,0,0,0,14,2.6,0,.,0,.
"108904124",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,109,18.8,2.4,6.7,0,2,0,.,.,.,8.2,0,0,.,0,0,.,.,.,0,711,0,0,373,52.5,0,0,2,0.3,644,90.6,95,13.4,104,14.6,104,14.6,117,16.5,101,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,44,6.2,115,16.2,68,9.6,708,99.6,0,0,378,53.2,67,9.4,0,0,453,63.7,20,2.8,0,0,0,0,3,0.4,0,.,0,.
"108904125",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,93,14.9,7.1,2.8,3.9,0,0,.,.,.,0.8,0,0,12.5,0,0,.,.,.,25,701,0,0,482,68.8,0,0,0,0,671,95.7,127,18.1,114,16.3,99,14.1,99,14.1,112,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.1,97,13.8,53,7.6,696,99.3,1,0.1,484,69,30,4.3,0,0,540,77,27,3.9,0,0,0,0,4,0.6,0,.,0,.
"108904126",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,63,13.9,8.6,4.3,0,0,0,.,.,.,1.5,0,0,0,0,0,.,.,.,0,487,0,0,335,68.8,0,0,0,0,458,94,70,14.4,79,16.2,66,13.6,80,16.4,74,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,68,14,50,10.3,484,99.4,0,0,336,69,29,6,0,0,384,78.9,16,3.3,0,0,0,0,3,0.6,0,.,0,.
"108904127",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,56,14.2,1.8,1.5,1.4,0,1.4,.,.,.,10.4,0,0,0,0,0,.,.,.,0,449,0,0,288,64.1,1,0.2,0,0,407,90.6,62,13.8,56,12.5,72,16,67,14.9,72,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.3,80,17.8,40,8.9,448,99.8,0,0,293,65.3,42,9.4,0,0,326,72.6,21,4.7,0,0,0,0,0,0,0,.,0,.
"108904128",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,132,22.2,2.4,4.8,2.9,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,719,0,0,396,55.1,0,0,0,0,664,92.4,116,16.1,102,14.2,107,14.9,98,13.6,109,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.1,104,14.5,83,11.5,719,100,0,0,399,55.5,55,7.6,0,0,438,60.9,23,3.2,0,0,0,0,0,0,0,.,0,.
"108904129",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,80,14.7,2,1,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,530,8,1.5,231,43.6,0,0,0,0,442,83.4,80,15.1,78,14.7,91,17.2,86,16.2,77,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5.3,72,13.6,46,8.7,510,96.2,0,0,231,43.6,88,16.6,0,0,313,59.1,23,4.3,0,0,0,0,12,2.3,0,.,0,.
"108904130",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,169,29.4,3.2,4.5,0,0,0,.,.,.,4,25,0,0,0,0,.,.,.,0,523,0,0,286,54.7,2,0.4,1,0.1,495,94.6,85,16.3,74,14.1,79,15.1,70,13.4,76,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.1,75,14.3,64,12.2,517,98.9,0,0,289,55.3,28,5.4,0,0,338,64.6,23,4.4,0,0,0,0,4,0.8,0,.,0,.
"108904131",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,85,18,6.3,1.3,1.4,0,0,.,.,.,7.1,0,0,0,0,0,.,.,.,0,559,2,0.4,282,50.4,0,0,1,0.2,479,85.7,92,16.5,84,15,88,15.7,84,15,85,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,82,14.7,44,7.9,556,99.5,0,0,284,50.8,80,14.3,0,0,361,64.6,21,3.8,0,0,0,0,1,0.2,0,.,0,.
"108905001",0,0,0,0,0,0,206,95.8,9,4.2,215,100,0,0,214,99.5,0,0,132,12.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,952,0,0,234,24.6,0,0,54,5.2,864,90.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,27.9,265,27.8,198,20.8,223,23.4,0,0,117,12.3,0,0,0,0,949,99.7,0,0,234,24.6,88,9.2,0,0,652,68.5,59,6.2,0,0,827,86.9,3,0.3,9,4.2,1,0.5
"108905002",0,0,0,0,0,0,16,100,0,0,16,100,0,0,16,100,0,0,32,72.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,0,0,8,32,0,0,2,4.4,24,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,16,4,16,15,60,0,0,2,8,0,0,0,0,25,100,0,0,8,32,1,4,0,0,25,100,0,0,0,0,23,92,0,0,0,0,0,0
"108905041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,84,11.4,.,.,.,.,.,0.4,0,0.4,.,.,.,.,.,.,0,0,8.3,.,690,0,0,253,36.7,1,0.1,19,2.6,615,89.1,0,0,0,0,0,0,0,0,0,0,215,31.2,254,36.8,221,32,0,0,0,0,0,0,0,0,0,0,97,14.1,0,0,0,0,689,99.9,0,0,253,36.7,75,10.9,0,0,371,53.8,35,5.1,0,0,0,0,0,0,0,.,0,.
"108905101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,34,10.2,0,3.4,0,0,0,.,.,.,0,0,0,14.3,0,28.6,.,.,.,0,440,2,0.5,279,63.4,1,0.2,0,0,380,86.4,39,8.9,53,12,63,14.3,78,17.7,68,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8.6,54,12.3,85,19.3,436,99.1,0,0,279,63.4,60,13.6,0,0,315,71.6,23,5.2,0,0,0,0,1,0.2,0,.,0,.
"108905102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,44,15.3,0,0,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,376,0,0,278,73.9,0,0,0,0,345,91.8,51,13.6,35,9.3,60,16,55,14.6,47,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.7,38,10.1,90,23.9,376,100,0,0,278,73.9,31,8.2,0,0,308,81.9,10,2.7,0,0,0,0,0,0,0,.,0,.
"108905103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,19,6.8,2,0,0,0,0,.,.,.,3.2,0,0,0,0,0,.,.,.,.,417,0,0,284,68.1,0,0,0,0,325,77.9,62,14.9,48,11.5,51,12.2,56,13.4,65,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7.9,49,11.8,86,20.6,416,99.8,0,0,284,68.1,92,22.1,0,0,319,76.5,12,2.9,0,0,0,0,1,0.2,0,.,0,.
"108905104",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,44,13.9,4.4,0,3.3,0,0,.,.,.,0,0,25,0,0,0,.,.,.,0,406,0,0,302,74.4,0,0,0,0,375,92.4,48,11.8,44,10.8,59,14.5,53,13.1,51,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6.2,48,11.8,103,25.4,406,100,0,0,302,74.4,31,7.6,0,0,339,83.5,14,3.4,0,0,0,0,0,0,0,.,0,.
"108906001",4,0.9,4,0.9,0,0,407,91.1,40,8.9,447,100,3,0.7,386,86.4,4,0.9,457,19.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2100,25,1.2,283,13.5,9,0.4,143,6.1,891,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,30.7,544,25.9,493,23.5,419,20,0,0,288,13.7,0,0,0,0,1923,91.6,4,0.2,286,13.6,1209,57.6,0,0,1192,56.8,156,7.4,8,0.4,1547,73.7,131,6.2,35,7.8,46,10.3
"108906002",2,0.5,12,2.7,0,0,412,92.8,32,7.2,444,100,4,0.9,399,89.9,1,0.2,385,16.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2262,38,1.7,300,13.3,2,0.1,97,4,975,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,32.5,576,25.5,509,22.5,441,19.5,0,0,371,16.4,0,0,0,0,2084,92.1,2,0.1,301,13.3,1287,56.9,3,0.1,1091,48.2,183,8.1,11,0.5,1746,77.2,122,5.4,34,7.7,26,5.9
"108906005",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,259,100,.,.,.,.,.,0,50,50,.,.,.,.,.,.,.,.,0,.,72,0,0,11,15.3,1,1.4,37,14.3,49,68.1,0,0,0,0,0,0,0,0,0,0,1,1.4,11,15.3,8,11.1,33,45.8,12,16.7,5,6.9,2,2.8,0,0,0,0,0,0,0,0,68,94.4,0,0,11,15.3,23,31.9,0,0,58,80.6,11,15.3,0,0,17,23.6,3,4.2,0,.,0,.
"108906006",1,0.3,11,3.1,0,0,326,91.8,29,8.2,355,100,1,0.3,327,92.1,0,0,483,21.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2073,42,2,230,11.1,10,0.5,94,4.1,995,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,33.2,542,26.1,482,23.3,361,17.4,0,0,263,12.7,0,0,0,0,1943,93.7,4,0.2,231,11.1,1078,52,0,0,1221,58.9,140,6.8,12,0.6,1611,77.7,62,3,29,8.2,15,4.2
"108906007",0,0,0,0,0,0,101,96.2,4,3.8,105,100,0,0,98,93.3,0,0,192,80.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,106,1,0.9,8,7.5,0,0,2,0.8,57,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.6,24,22.6,43,40.6,32,30.2,0,0,5,4.7,0,0,0,0,98,92.5,0,0,8,7.5,49,46.2,0,0,90,84.9,2,1.9,1,0.9,75,70.8,6,5.7,0,0,7,6.7
"108906009",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,13,100,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,8,0,0,3,37.5,0,0,0,0,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,2,25,2,25,0,0,0,0,0,0,0,0,0,0,8,100,0,0,3,37.5,2,25,0,0,8,100,0,0,0,0,0,0,0,0,0,.,0,.
"108906011",0,0,0,0,0,0,78,100,0,0,78,100,0,0,78,100,0,0,35,8.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,420,5,1.2,11,2.6,1,0.2,0,0,241,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,27.9,111,26.4,105,25,87,20.7,0,0,78,18.6,0,0,0,0,402,95.7,0,0,11,2.6,179,42.6,0,0,98,23.3,2,0.5,1,0.2,385,91.7,11,2.6,1,1.3,0,0
"108906042",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,168,20,.,.,.,.,.,0.5,0.4,0,.,.,.,.,.,.,0,0,0,.,732,2,0.3,177,24.2,1,0.1,13,1.5,503,68.7,0,0,0,0,0,0,0,0,0,0,248,33.9,221,30.2,263,35.9,0,0,0,0,0,0,0,0,0,0,55,7.5,0,0,0,0,713,97.4,0,0,182,24.9,229,31.3,0,0,414,56.6,60,8.2,0,0,77,10.5,16,2.2,0,.,0,.
"108906043",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,160,21.3,.,.,.,.,.,0,0.9,0,.,.,.,.,.,.,0,0,0,.,658,2,0.3,142,21.6,0,0,8,1.1,455,69.1,0,0,0,0,0,0,0,0,0,0,209,31.8,201,30.5,248,37.7,0,0,0,0,0,0,0,0,0,0,38,5.8,0,0,0,0,646,98.2,0,0,143,21.7,203,30.9,0,0,395,60,66,10,0,0,103,15.7,10,1.5,0,.,0,.
"108906044",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,123,12.8,.,.,.,.,.,0,0,0.4,.,.,.,.,.,.,0,0,0,.,850,1,0.1,230,27.1,2,0.2,8,0.8,552,64.9,0,0,0,0,0,0,0,0,0,0,275,32.4,291,34.2,284,33.4,0,0,0,0,0,0,0,0,0,0,94,11.1,0,0,0,0,838,98.6,0,0,231,27.2,298,35.1,0,0,480,56.5,101,11.9,2,0.2,146,17.2,7,0.8,0,.,0,.
"108906045",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,126,13.6,.,.,.,.,.,0,0,0.8,.,.,.,.,.,.,0,0,0,.,877,23,2.6,83,9.5,4,0.5,7,0.8,377,43,0,0,0,0,0,0,0,0,0,0,291,33.2,328,37.4,258,29.4,0,0,0,0,0,0,0,0,0,0,198,22.6,0,0,0,0,769,87.7,3,0.3,84,9.6,500,57,1,0.1,337,38.4,66,7.5,5,0.6,143,16.3,72,8.2,0,.,0,.
"108906046",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,159,18.5,.,.,.,.,.,0,0.8,0.9,.,.,.,.,.,.,0,0,0,.,708,28,4,77,10.9,3,0.4,12,1.4,340,48,0,0,0,0,0,0,0,0,0,0,233,32.9,235,33.2,240,33.9,0,0,0,0,0,0,0,0,0,0,108,15.3,0,0,0,0,643,90.8,0,0,80,11.3,368,52,0,0,364,51.4,48,6.8,2,0.3,227,32.1,32,4.5,0,.,0,.
"108906047",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,122,10.8,.,.,.,.,.,2.3,1.6,1.2,.,.,.,.,.,.,4.8,0,0,.,996,19,1.9,101,10.1,4,0.4,12,1.1,412,41.4,0,0,0,0,0,0,0,0,0,0,335,33.6,324,32.5,337,33.8,0,0,0,0,0,0,0,0,0,0,275,27.6,0,0,0,0,889,89.3,2,0.2,101,10.1,584,58.6,0,0,352,35.3,64,6.4,5,0.5,137,13.8,77,7.7,0,.,0,.
"108906048",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,115,14,.,.,.,.,.,2.6,0.5,2,.,.,.,.,.,.,0,0,0,.,828,10,1.2,45,5.4,2,0.2,5,0.6,333,40.2,0,0,0,0,0,0,0,0,0,0,311,37.6,258,31.2,259,31.3,0,0,0,0,0,0,0,0,0,0,150,18.1,0,0,0,0,759,91.7,3,0.4,45,5.4,495,59.8,0,0,343,41.4,65,7.9,3,0.4,90,10.9,51,6.2,0,.,0,.
"108906101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,105,21.7,6.5,7.9,3.1,0,0,.,.,.,2.6,0,0,0,0,0,.,.,.,0,502,3,0.6,264,52.6,1,0.2,2,0.3,420,83.7,78,15.5,96,19.1,58,11.6,77,15.3,82,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.8,67,13.3,44,8.8,494,98.4,0,0,264,52.6,82,16.3,0,0,378,75.3,38,7.6,0,0,0,0,4,0.8,0,.,0,.
"108906103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,41,13.1,0,0,2,0,2.1,.,.,.,5.8,0,0,0,0,0,.,.,.,0,367,0,0,238,64.9,0,0,0,0,289,78.7,52,14.2,49,13.4,48,13.1,61,16.6,64,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,55,15,36,9.8,367,100,0,0,240,65.4,78,21.3,0,0,321,87.5,39,10.6,0,0,0,0,0,0,0,.,0,.
"108906106",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,88,16.8,7.1,8.8,1.1,3.3,1.3,.,.,.,2.6,0,25,0,0,0,.,.,.,0,619,0,0,402,64.9,2,0.3,0,0,425,68.7,83,13.4,102,16.5,73,11.8,107,17.3,92,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4.7,87,14.1,75,12.1,606,97.9,0,0,403,65.1,194,31.3,0,0,546,88.2,33,5.3,0,0,0,0,11,1.8,0,.,0,.
"108906107",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,151,21,10.6,4.9,7.1,0.8,0,.,.,.,3.2,40,0,0,0,0,.,.,.,0,856,3,0.4,393,45.9,2,0.2,1,0.1,604,70.6,149,17.4,105,12.3,123,14.4,122,14.3,147,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.7,140,16.4,70,8.2,817,95.4,4,0.5,403,47.1,252,29.4,0,0,710,82.9,46,5.4,2,0.2,0,0,28,3.3,0,.,0,.
"108906108",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,107,25.1,14.8,14.8,5.1,1.9,0,.,.,.,2.9,14.3,12.5,0,0,0,.,.,.,0,469,0,0,260,55.4,0,0,0,0,412,87.8,77,16.4,84,17.9,54,11.5,65,13.9,64,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.1,1,0.2,68,14.5,52,11.1,451,96.2,0,0,264,56.3,57,12.2,0,0,406,86.6,45,9.6,0,0,0,0,18,3.8,0,.,0,.
"108906111",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,115,14.4,12.8,6.6,1.4,5.8,0,.,.,.,3.6,0,0,0,22.2,0,.,.,.,50,930,12,1.3,310,33.3,4,0.4,0,0,516,55.5,158,17,143,15.4,141,15.2,154,16.6,120,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,15.6,148,15.9,66,7.1,803,86.3,2,0.2,313,33.7,414,44.5,0,0,528,56.8,44,4.7,7,0.8,0,0,102,11,0,.,0,.
"108906112",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,129,25.3,11,0,1.3,0,1.3,.,.,.,1.3,0,0,0,0,0,.,.,.,0,540,0,0,274,50.7,3,0.6,0,0,454,84.1,92,17,68,12.6,77,14.3,84,15.6,87,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.1,70,13,62,11.5,508,94.1,0,0,274,50.7,86,15.9,0,0,463,85.7,34,6.3,0,0,0,0,29,5.4,0,.,0,.
