DISTRICT,D20GR15N,D20GR15R,D30GR15N,D30GR15R,D40GR15N,D40GR15R,DA0GA15N,DA0GA15P,DA0GE15N,DA0GE15P,DA0GH15N,DA0GH15P,DA0GM15N,DA0GM15P,DA0GN15N,DA0GN15P,DA0GR15N,DA0GR15R,DB0GR15N,DB0GR15R,DE0GR15N,DE0GR15R,DH0GR15N,DH0GR15R,DI0GR15N,DI0GR15R,DL0GR15N,DL0GR15R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DR0GR15N,DR0GR15R,DS0GR15N,DS0GR15R,DW0GR15N,DW0GR15R
"127903",0,0,0,0,0,0,28,70,2,5,0,0,1,2.5,9,22.5,40,100,2,5,22,55,22,55,0,0,2,5,420,6,1.4,12,2.9,1,0.2,293,69.8,178,42.4,0,0,30,7.1,127,30.2,0,0,228,54.3,23,5.5,201,47.9,26,65,6,15,16,40
"127904",0,0,0,0,0,0,0,0,0,0,36,60,23,38.3,1,1.7,60,100,1,1.7,17,28.3,8,13.3,0,0,0,0,772,0,0,4,0.5,6,0.7,399,51.7,142,18.4,0,0,0,0,373,48.3,0,0,331,42.9,9,1.2,617,79.9,32,53.3,6,10,51,85
"127905",0,0,0,0,0,0,9,81.8,0,0,1,9.1,1,9.1,0,0,11,100,1,9.1,6,54.5,1,9.1,0,0,0,0,126,0,0,6,4.8,0,0,98,77.8,20,15.9,0,0,0,0,28,22.2,0,0,50,39.7,0,0,100,79.4,7,63.6,1,9.1,9,81.8
"127906",1,2.5,0,0,0,0,0,0,0,0,29,72.5,11,27.5,0,0,40,100,4,10,24,60,19,47.5,0,0,0,0,655,4,0.6,60,9.2,5,0.7,448,68.4,303,46.3,2,0.3,21,3.2,207,31.6,0,0,291,44.4,23,3.5,263,40.2,24,60,6,15,16,40
"128901",2,2.7,0,0,0,0,0,0,0,0,70,93.3,5,6.7,0,0,75,100,3,4,32,42.7,43,57.3,0,0,0,0,1038,0,0,28,2.7,28,2.4,686,66.1,748,72.1,1,0.1,43,4.1,352,33.9,1,0.1,439,42.3,4,0.4,256,24.7,18,24,5,6.7,27,36
"128902",0,0,0,0,0,0,0,0,0,0,30,75,10,25,0,0,40,100,0,0,10,25,31,77.5,0,0,0,0,801,0,0,18,2.2,18,2,554,69.2,688,85.9,0,0,46,5.7,247,30.8,0,0,426,53.2,11,1.4,84,10.5,15,37.5,3,7.5,9,22.5
"128903",0,0,0,0,0,0,0,0,0,0,23,92,2,8,0,0,25,100,0,0,10,40,23,92,0,0,0,0,303,0,0,0,0,4,1.1,244,80.5,262,86.5,0,0,3,1,59,19.5,0,0,203,67,0,0,41,13.5,13,52,2,8,2,8
"128904",0,0,0,0,0,0,0,0,0,0,23,88.5,3,11.5,0,0,26,100,0,0,5,19.2,2,7.7,0,0,0,0,358,1,0.3,1,0.3,3,0.8,60,16.8,71,19.8,0,0,7,2,298,83.2,0,0,60,16.8,4,1.1,281,78.5,2,7.7,4,15.4,24,92.3
"129901",4,1.9,5,2.3,0,0,0,0,0,0,199,92.1,17,7.9,0,0,216,100,16,7.4,63,29.2,37,17.1,0,0,0,0,3443,20,0.6,374,10.9,54,1.5,1523,44.2,760,22.1,21,0.6,269,7.8,1920,55.8,2,0.1,1297,37.7,61,1.8,2205,64,74,34.3,7,3.2,154,71.3
"129902",16,2.6,8,1.3,0,0,0,0,0,0,549,89.3,66,10.7,0,0,615,100,67,10.9,120,19.5,138,22.4,2,0.3,3,0.5,9364,158,1.7,1097,11.7,96,1,2199,23.5,2358,25.2,54,0.6,592,6.3,7165,76.5,16,0.2,3080,32.9,245,2.6,5436,58.1,259,42.1,35,5.7,384,62.4
"129903",6,2.6,4,1.8,0,0,0,0,0,0,167,73.6,60,26.4,0,0,227,100,10,4.4,116,51.1,73,32.2,7,3.1,4,1.8,3825,19,0.5,208,5.4,85,2.1,2492,65.2,1656,43.3,23,0.6,611,16,1333,34.8,1,0,1718,44.9,73,1.9,1845,48.2,97,42.7,18,7.9,127,55.9
"129904",2,2.2,0,0,0,0,0,0,0,0,69,75,23,25,0,0,92,100,5,5.4,50,54.3,17,18.5,0,0,2,2.2,1496,1,0.1,24,1.6,41,2.5,1032,69,315,21.1,7,0.5,105,7,464,31,1,0.1,765,51.1,52,3.5,1096,73.3,57,62,16,17.4,68,73.9
"129905",6,2.7,2,0.9,0,0,0,0,0,0,201,90.5,21,9.5,0,0,222,100,2,0.9,115,51.8,36,16.2,2,0.9,1,0.5,3386,34,1,71,2.1,102,2.7,1949,57.6,487,14.4,21,0.6,89,2.6,1437,42.4,1,0,1396,41.2,110,3.2,2662,78.6,72,32.4,14,6.3,174,78.4
"129906",4,1.5,5,1.9,0,0,0,0,0,0,188,70.1,60,22.4,20,7.5,268,100,71,26.5,156,58.2,102,38.1,1,0.4,8,3,4253,27,0.6,996,23.4,156,3.3,3169,74.5,1971,46.3,18,0.4,823,19.4,1084,25.5,3,0.1,2487,58.5,117,2.8,1121,26.4,204,76.1,35,13.1,85,31.7
"129910",0,0,0,0,0,0,0,0,0,0,57,78.1,16,21.9,0,0,73,100,1,1.4,30,41.1,6,8.2,0,0,1,1.4,1010,3,0.3,27,2.7,19,1.8,433,42.9,132,13.1,6,0.6,24,2.4,577,57.1,1,0.1,311,30.8,12,1.2,829,82.1,38,52.1,9,12.3,66,90.4
"130801",1,5.6,0,0,0,0,0,0,0,0,13,72.2,5,27.8,0,0,18,100,0,0,10,55.6,6,33.3,0,0,0,0,101,0,0,8,7.9,0,0,88,87.1,55,54.5,0,0,0,0,13,12.9,0,0,96,95,1,1,37,36.6,12,66.7,2,11.1,11,61.1
"130901",12,2.2,6,1.1,2,0.4,0,0,0,0,456,81.9,98,17.6,3,0.5,557,100,1,0.2,68,12.2,148,26.6,3,0.5,2,0.4,7877,68,0.9,56,0.7,84,1.1,1422,18.1,2311,29.3,28,0.4,330,4.2,6455,81.9,7,0.1,2528,32.1,149,1.9,5258,66.8,208,37.3,34,6.1,385,69.1
"130902",3,3,1,1,0,0,0,0,0,0,81,80.2,8,7.9,12,11.9,101,100,0,0,40,39.6,58,57.4,1,1,4,4,1112,0,0,2,0.2,7,0.6,618,55.6,652,58.6,2,0.2,146,13.1,494,44.4,0,0,402,36.2,15,1.3,441,39.7,52,51.5,10,9.9,38,37.6
"131001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,1,1.3,3,3.9,0,0,50,65.8,63,82.9,0,0,5,6.6,26,34.2,0,0,33,43.4,1,1.3,8,10.5,.,.,.,.,.,.
"132902",0,0,0,0,0,0,8,100,0,0,0,0,0,0,0,0,8,100,0,0,1,12.5,1,12.5,0,0,0,0,127,0,0,0,0,0,0,39,30.7,31,24.4,0,0,0,0,88,69.3,0,0,46,36.2,0,0,96,75.6,1,12.5,0,0,7,87.5
"133901",1,2.3,0,0,0,0,0,0,0,0,33,76.7,7,16.3,3,7,43,100,0,0,22,51.2,16,37.2,0,0,4,9.3,569,2,0.4,9,1.6,4,0.6,404,71,309,54.3,0,0,107,18.8,165,29,1,0.2,276,48.5,5,0.9,243,42.7,27,62.8,3,7,26,60.5
"133902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,157,1,0.6,1,0.6,0,0,65,41.4,51,32.5,1,0.6,29,18.5,92,58.6,1,0.6,52,33.1,2,1.3,100,63.7,.,.,.,.,.,.
"133903",3,0.9,5,1.5,2,0.6,0,0,0,0,256,74.4,88,25.6,0,0,344,100,3,0.9,137,39.8,128,37.2,0,0,6,1.7,5023,56,1.1,95,1.9,84,1.5,2873,57.2,2385,47.5,12,0.2,357,7.1,2150,42.8,10,0.2,2575,51.3,77,1.5,2388,47.5,198,57.6,27,7.8,203,59
"133904",3,4,0,0,0,0,0,0,0,0,65,86.7,2,2.7,8,10.7,75,100,3,4,43,57.3,30,40,1,1.3,5,6.7,1078,5,0.5,7,0.6,45,3.9,738,68.5,492,45.6,2,0.2,144,13.4,340,31.5,2,0.2,565,52.4,23,2.1,547,50.7,29,38.7,3,4,38,50.7
"133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,0,0,0,0,0,0,0,0,6,31.6,0,0,1,5.3,19,100,0,0,1,5.3,0,0,13,68.4,.,.,.,.,.,.
"134901",0,0,0,0,0,0,0,0,0,0,32,74.4,11,25.6,0,0,43,100,0,0,23,53.5,20,46.5,0,0,2,4.7,649,5,0.8,2,0.3,8,1.1,418,64.4,252,38.8,0,0,19,2.9,231,35.6,0,0,268,41.3,8,1.2,382,58.9,18,41.9,3,7,23,53.5
"135001",0,0,0,0,0,0,0,0,0,0,12,100,0,0,0,0,12,100,0,0,0,0,3,25,0,0,1,8.3,115,0,0,0,0,3,2.4,0,0,13,11.3,0,0,1,0.9,115,100,0,0,16,13.9,2,1.7,100,87,2,16.7,2,16.7,9,75
"136901",0,0,0,0,0,0,0,0,0,0,35,72.9,13,27.1,0,0,48,100,1,2.1,20,41.7,33,68.8,0,0,0,0,614,2,0.3,6,1,3,0.4,381,62.1,414,67.4,4,0.7,36,5.9,233,37.9,0,0,252,41,9,1.5,179,29.2,25,52.1,4,8.3,14,29.2
"137901",0,0,4,2.1,0,0,0,0,0,0,157,80.5,36,18.5,2,1,195,100,9,4.6,120,61.5,163,83.6,1,0.5,1,0.5,3440,38,1.1,125,3.6,60,1.6,2492,72.4,2995,87.1,2,0.1,144,4.2,948,27.6,2,0.1,1928,56,6,0.2,272,7.9,114,58.5,21,10.8,18,9.2
"137902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,672,7,1,4,0.6,3,0.4,393,58.5,555,82.6,0,0,27,4,279,41.5,0,0,243,36.2,3,0.4,103,15.3,.,.,.,.,.,.
"137903",1,2.2,0,0,0,0,0,0,0,0,33,73.3,12,26.7,0,0,45,100,0,0,27,60,35,77.8,0,0,1,2.2,420,2,0.5,0,0,6,1.3,269,64,310,73.8,1,0.2,18,4.3,151,36,0,0,187,44.5,2,0.5,105,25,26,57.8,7,15.6,9,20
"137904",0,0,0,0,0,0,0,0,0,0,69,98.6,1,1.4,0,0,70,100,0,0,30,42.9,59,84.3,0,0,0,0,704,10,1.4,7,1,0,0,238,33.8,526,74.7,1,0.1,1,0.1,466,66.2,0,0,147,20.9,8,1.1,152,21.6,22,31.4,2,2.9,11,15.7
"138902",0,0,0,0,0,0,0,0,0,0,9,56.3,7,43.8,0,0,16,100,1,6.3,11,68.8,8,50,0,0,1,6.3,304,0,0,13,4.3,1,0.3,207,68.1,144,47.4,4,1.3,24,7.9,97,31.9,0,0,140,46.1,5,1.6,138,45.4,11,68.8,1,6.3,7,43.8
"138903",0,0,0,0,0,0,0,0,0,0,16,76.2,5,23.8,0,0,21,100,1,4.8,11,52.4,13,61.9,0,0,2,9.5,381,2,0.5,24,6.3,0,0,246,64.6,195,51.2,0,0,21,5.5,135,35.4,0,0,147,38.6,19,5,141,37,6,28.6,3,14.3,7,33.3
"138904",0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0,86,0,0,0,0,2,1.6,61,70.9,36,41.9,0,0,2,2.3,25,29.1,0,0,28,32.6,3,3.5,47,54.7,1,100,0,0,1,100
"139905",2,2.8,0,0,0,0,0,0,0,0,51,71.8,20,28.2,0,0,71,100,4,5.6,23,32.4,4,5.6,1,1.4,0,0,950,0,0,41,4.3,6,0.6,469,49.4,72,7.6,15,1.6,43,4.5,481,50.6,0,0,428,45.1,29,3.1,793,83.5,20,28.2,6,8.5,60,84.5
"139908",1,8.3,0,0,0,0,0,0,0,0,12,100,0,0,0,0,12,100,1,8.3,5,41.7,0,0,0,0,1,8.3,155,0,0,20,12.9,0,0,122,78.7,23,14.8,0,0,6,3.9,33,21.3,0,0,39,25.2,5,3.2,107,69,3,25,4,33.3,10,83.3
"139909",8,4.2,3,1.6,0,0,0,0,0,0,111,58.1,80,41.9,0,0,191,100,84,44,114,59.7,19,9.9,3,1.6,1,0.5,3697,29,0.8,1240,33.5,127,3.2,2886,78.1,831,22.5,32,0.9,401,10.8,811,21.9,2,0.1,1791,48.4,213,5.8,1350,36.5,75,39.3,18,9.4,74,38.7
"139911",4,2.1,2,1,1,0.5,0,0,0,0,92,48.2,70,36.6,29,15.2,191,100,10,5.2,53,27.7,11,5.8,4,2.1,0,0,2715,29,1.1,115,4.2,54,1.8,1277,47,224,8.3,58,2.1,65,2.4,1438,53,7,0.3,1109,40.8,73,2.7,2209,81.4,86,45,19,9.9,159,83.2
"139912",2,2.4,0,0,0,0,0,0,0,0,61,72.6,23,27.4,0,0,84,100,0,0,34,40.5,5,6,3,3.6,0,0,1119,0,0,10,0.9,9,0.7,593,53,87,7.8,8,0.7,15,1.3,526,47,0,0,407,36.4,33,2.9,981,87.7,43,51.2,12,14.3,74,88.1
"140901",0,0,0,0,0,0,0,0,0,0,9,81.8,2,18.2,0,0,11,100,0,0,9,81.8,9,81.8,0,0,1,9.1,154,0,0,8,5.2,3,1.5,130,84.4,132,85.7,0,0,57,37,24,15.6,0,0,116,75.3,1,0.6,13,8.4,3,27.3,3,27.3,2,18.2
"140904",1,1,0,0,0,0,0,0,0,0,85,84.2,16,15.8,0,0,101,100,7,6.9,57,56.4,64,63.4,1,1,2,2,1437,4,0.3,100,7,38,2.4,1075,74.8,1017,70.8,5,0.3,91,6.3,362,25.2,0,0,645,44.9,15,1,296,20.6,42,41.6,10,9.9,28,27.7
"140905",0,0,0,0,0,0,44,83,0,0,0,0,1,1.9,8,15.1,53,100,2,3.8,36,67.9,40,75.5,0,0,4,7.5,624,0,0,6,1,10,1.4,433,69.4,474,76,0,0,96,15.4,191,30.6,0,0,262,42,3,0.5,141,22.6,22,41.5,4,7.5,11,20.8
"140907",0,0,0,0,0,0,2,9.5,1,4.8,12,57.1,5,23.8,1,4.8,21,100,1,4.8,14,66.7,12,57.1,0,0,0,0,382,0,0,7,1.8,4,1,257,67.3,263,68.8,1,0.3,47,12.3,125,32.7,0,0,191,50,0,0,111,29.1,7,33.3,4,19,8,38.1
"140908",0,0,0,0,0,0,0,0,0,0,29,90.6,2,6.3,1,3.1,32,100,2,6.3,13,40.6,14,43.8,0,0,0,0,462,0,0,5,1.1,1,0.2,258,55.8,255,55.2,1,0.2,30,6.5,204,44.2,0,0,227,49.1,9,1.9,192,41.6,13,40.6,2,6.3,16,50
"141901",5,2.2,6,2.6,2,0.9,0,0,0,0,179,78.5,40,17.5,9,3.9,228,100,6,2.6,93,40.8,48,21.1,1,0.4,0,0,3316,33,1,89,2.7,57,1.6,1729,52.1,861,26,22,0.7,98,3,1587,47.9,16,0.5,1373,41.4,119,3.6,2176,65.6,67,29.4,22,9.6,160,70.2
"141902",0,0,0,0,0,0,0,0,0,0,11,57.9,8,42.1,0,0,19,100,0,0,13,68.4,12,63.2,0,0,0,0,309,3,1,0,0,0,0,236,76.4,158,51.1,0,0,43,13.9,73,23.6,0,0,173,56,4,1.3,144,46.6,12,63.2,1,5.3,7,36.8
"142901",0,0,0,0,0,0,0,0,0,0,70,88.6,9,11.4,0,0,79,100,1,1.3,66,83.5,72,91.1,0,0,0,0,1359,6,0.4,1,0.1,30,2,1157,85.1,1275,93.8,1,0.1,102,7.5,202,14.9,0,0,768,56.5,3,0.2,73,5.4,54,68.4,6,7.6,6,7.6
"143901",0,0,1,1.4,0,0,10,14.1,0,0,42,59.2,19,26.8,0,0,71,100,7,9.9,18,25.4,8,11.3,0,0,0,0,1076,4,0.4,109,10.1,9,0.8,434,40.3,220,20.4,3,0.3,19,1.8,642,59.7,0,0,384,35.7,35,3.3,705,65.5,15,21.1,11,15.5,55,77.5
"143902",0,0,0,0,0,0,0,0,0,0,0,0,1,5.9,16,94.1,17,100,0,0,7,41.2,10,58.8,0,0,0,0,319,0,0,3,0.9,0,0,161,50.5,138,43.3,3,0.9,33,10.3,158,49.5,0,0,95,29.8,3,0.9,172,53.9,8,47.1,2,11.8,7,41.2
"143903",2,4.4,0,0,0,0,0,0,0,0,38,84.4,6,13.3,1,2.2,45,100,2,4.4,6,13.3,7,15.6,0,0,1,2.2,602,4,0.7,40,6.6,5,0.8,181,30.1,98,16.3,1,0.2,18,3,421,69.9,0,0,142,23.6,11,1.8,448,74.4,7,15.6,5,11.1,34,75.6
"143904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,106,4,3.8,12,11.3,0,0,46,43.4,9,8.5,0,0,0,0,60,56.6,0,0,6,5.7,3,2.8,78,73.6,.,.,.,.,.,.
"143905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150,0,0,1,0.7,0,0,16,10.7,24,16,0,0,0,0,134,89.3,0,0,22,14.7,3,2,122,81.3,.,.,.,.,.,.
"143906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94,0,0,2,2.1,0,0,39,41.5,6,6.4,0,0,0,0,55,58.5,0,0,22,23.4,4,4.3,82,87.2,.,.,.,.,.,.
"144901",1,0.6,1,0.6,0,0,0,0,0,0,144,85.2,23,13.6,2,1.2,169,100,18,10.7,83,49.1,81,47.9,1,0.6,4,2.4,1895,12,0.6,171,9,31,1.5,1311,69.2,1064,56.1,4,0.2,341,18,584,30.8,0,0,1072,56.6,37,2,607,32,106,62.7,14,8.3,67,39.6
"144902",1,1.7,0,0,0,0,0,0,0,0,47,81,10,17.2,1,1.7,58,100,5,8.6,29,50,9,15.5,0,0,0,0,962,2,0.2,69,7.2,19,1.8,399,41.5,134,13.9,4,0.4,10,1,563,58.5,1,0.1,362,37.6,37,3.8,715,74.3,22,37.9,5,8.6,43,74.1
"144903",0,0,0,0,0,0,0,0,0,0,9,60,1,6.7,5,33.3,15,100,2,13.3,11,73.3,6,40,1,6.7,0,0,184,0,0,61,33.2,10,4.7,137,74.5,66,35.9,1,0.5,19,10.3,47,25.5,0,0,64,34.8,14,7.6,42,22.8,7,46.7,2,13.3,6,40
"145901",3,5.3,1,1.8,0,0,0,0,0,0,52,91.2,3,5.3,2,3.5,57,100,7,12.3,25,43.9,20,35.1,0,0,2,3.5,926,9,1,27,2.9,8,0.8,591,63.8,385,41.6,3,0.3,144,15.6,335,36.2,0,0,564,60.9,22,2.4,480,51.8,25,43.9,5,8.8,26,45.6
"145902",1,1.8,0,0,0,0,0,0,0,0,31,55.4,4,7.1,21,37.5,56,100,5,8.9,9,16.1,5,8.9,0,0,1,1.8,670,3,0.4,59,8.8,3,0.4,280,41.8,75,11.2,4,0.6,20,3,390,58.2,0,0,256,38.2,6,0.9,523,78.1,17,30.4,3,5.4,45,80.4
"145906",2,6.1,0,0,0,0,0,0,0,0,14,42.4,7,21.2,12,36.4,33,100,2,6.1,12,36.4,4,12.1,0,0,0,0,554,8,1.4,41,7.4,0,0,287,51.8,74,13.4,2,0.4,22,4,267,48.2,0,0,196,35.4,11,2,418,75.5,19,57.6,1,3,25,75.8
"145907",0,0,0,0,0,0,0,0,0,0,7,53.8,4,30.8,2,15.4,13,100,7,53.8,10,76.9,0,0,0,0,0,0,188,3,1.6,43,22.9,2,0.9,148,78.7,20,10.6,0,0,0,0,40,21.3,0,0,56,29.8,8,4.3,114,60.6,10,76.9,3,23.1,6,46.2
"145911",0,0,2,3.8,0,0,0,0,0,0,33,63.5,17,32.7,2,3.8,52,100,1,1.9,16,30.8,8,15.4,0,0,1,1.9,794,17,2.1,9,1.1,10,1.2,417,52.5,227,28.6,1,0.1,114,14.4,377,47.5,0,0,290,36.5,13,1.6,527,66.4,13,25,4,7.7,41,78.8
"146901",3,1.5,2,1,0,0,0,0,0,0,145,70.4,55,26.7,6,2.9,206,100,17,8.3,124,60.2,99,48.1,1,0.5,17,8.3,4127,37,0.9,393,9.5,104,2.4,3304,80.1,2256,54.7,25,0.6,1207,29.2,823,19.9,6,0.1,2661,64.5,66,1.6,1344,32.6,132,64.1,20,9.7,84,40.8
"146902",7,2.2,1,0.3,1,0.3,0,0,0,0,261,81.8,58,18.2,0,0,319,100,30,9.4,150,47,106,33.2,0,0,11,3.4,5308,22,0.4,435,8.2,152,2.7,2970,56,2083,39.2,51,1,946,17.8,2338,44,6,0.1,3123,58.8,79,1.5,2632,49.6,146,45.8,29,9.1,174,54.5
"146903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,189,1,0.5,7,3.7,0,0,95,50.3,59,31.2,0,0,26,13.8,94,49.7,1,0.5,40,21.2,2,1.1,119,63,.,.,.,.,.,.
"146904",0,0,0,0,0,0,0,0,0,0,69,97.2,2,2.8,0,0,71,100,6,8.5,25,35.2,6,8.5,0,0,0,0,1398,0,0,50,3.6,11,0.7,709,50.7,187,13.4,4,0.3,41,2.9,689,49.3,1,0.1,631,45.1,29,2.1,1127,80.6,41,57.7,0,0,59,83.1
"146905",4,9.1,0,0,0,0,0,0,0,0,41,93.2,3,6.8,0,0,44,100,6,13.6,25,56.8,1,2.3,0,0,0,0,459,0,0,46,10,8,1.4,320,69.7,41,8.9,1,0.2,6,1.3,139,30.3,0,0,252,54.9,13,2.8,358,78,29,65.9,3,6.8,33,75
"146906",2,2,0,0,0,0,0,0,0,0,81,81,19,19,0,0,100,100,13,13,35,35,33,33,0,0,5,5,2163,21,1,374,17.3,29,1.2,1336,61.8,799,36.9,5,0.2,348,16.1,827,38.2,0,0,1145,52.9,41,1.9,923,42.7,35,35,9,9,52,52
"146907",2,1.8,0,0,0,0,0,0,0,0,85,77.3,14,12.7,11,10,110,100,0,0,38,34.5,9,8.2,1,0.9,0,0,1881,3,0.2,15,0.8,72,3.5,880,46.8,163,8.7,7,0.4,32,1.7,1001,53.2,1,0.1,808,43,20,1.1,1672,88.9,49,44.5,3,2.7,98,89.1
"147901",1,6.7,0,0,0,0,0,0,0,0,15,100,0,0,0,0,15,100,4,26.7,13,86.7,7,46.7,0,0,0,0,336,0,0,69,20.5,3,0.8,274,81.5,178,53,0,0,52,15.5,62,18.5,0,0,176,52.4,8,2.4,81,24.1,9,60,3,20,3,20
"147902",0,0,1,0.8,0,0,0,0,0,0,95,77.2,27,22,1,0.8,123,100,19,15.4,55,44.7,21,17.1,1,0.8,0,0,1826,18,1,243,13.3,21,1,1214,66.5,412,22.6,30,1.6,79,4.3,612,33.5,3,0.2,963,52.7,36,2,1084,59.4,50,40.7,12,9.8,81,65.9
"147903",3,2.5,4,3.3,0,0,0,0,0,0,97,80.8,23,19.2,0,0,120,100,35,29.2,71,59.2,50,41.7,0,0,5,4.2,1927,26,1.3,550,28.5,41,1.9,1573,81.6,856,44.4,5,0.3,328,17,354,18.4,0,0,1176,61,70,3.6,420,21.8,84,70,17,14.2,28,23.3
"148901",1,3.7,0,0,0,0,0,0,0,0,21,77.8,6,22.2,0,0,27,100,0,0,8,29.6,11,40.7,0,0,2,7.4,404,0,0,1,0.2,0,0,240,59.4,288,71.3,1,0.2,106,26.2,164,40.6,0,0,217,53.7,2,0.5,112,27.7,9,33.3,2,7.4,15,55.6
"148902",0,0,0,0,0,0,0,0,0,0,9,69.2,4,30.8,0,0,13,100,0,0,6,46.2,2,15.4,0,0,0,0,174,1,0.6,1,0.6,0,0,87,50,51,29.3,2,1.1,22,12.6,87,50,0,0,68,39.1,4,2.3,115,66.1,1,7.7,2,15.4,11,84.6
"148903",0,0,0,0,0,0,0,0,6,75,2,25,0,0,0,0,8,100,0,0,3,37.5,0,0,0,0,0,0,151,1,0.7,3,2,0,0,105,69.5,28,18.5,0,0,5,3.3,46,30.5,0,0,75,49.7,2,1.3,117,77.5,3,37.5,3,37.5,8,100
"148905",0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,5,100,0,0,2,40,0,0,0,0,0,0,113,0,0,0,0,0,0,78,69,41,36.3,1,0.9,3,2.7,35,31,0,0,14,12.4,9,8,62,54.9,1,20,0,0,5,100
"149901",0,0,0,0,0,0,0,0,0,0,59,90.8,6,9.2,0,0,65,100,1,1.5,19,29.2,30,46.2,1,1.5,0,0,1082,5,0.5,6,0.6,22,1.7,558,51.6,608,56.2,2,0.2,31,2.9,524,48.4,0,0,260,24,10,0.9,451,41.7,20,30.8,7,10.8,33,50.8
"149902",0,0,1,2.3,0,0,0,0,0,0,0,0,3,6.8,41,93.2,44,100,0,0,15,34.1,26,59.1,0,0,0,0,699,3,0.4,3,0.4,2,0.2,439,62.8,390,55.8,0,0,30,4.3,260,37.2,0,0,242,34.6,3,0.4,300,42.9,29,65.9,6,13.6,17,38.6
"150901",1,0.9,1,0.9,0,0,0,0,0,0,89,76.1,28,23.9,0,0,117,100,1,0.9,42,35.9,17,14.5,0,0,0,0,1816,11,0.6,14,0.8,36,1.8,1115,61.4,449,24.7,10,0.6,96,5.3,701,38.6,0,0,797,43.9,44,2.4,1288,70.9,55,47,4,3.4,97,82.9
"152802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,272,0,0,178,65.4,0,0,241,88.6,84,30.9,1,0.4,0,0,31,11.4,1,0.4,50,18.4,6,2.2,2,0.7,.,.,.,.,.,.
"152803",0,0,0,0,0,0,0,0,0,0,72,79.1,19,20.9,0,0,91,100,12,13.2,82,90.1,66,72.5,1,1.1,2,2.2,200,0,0,26,13,0,0,176,88,155,77.5,0,0,2,1,24,12,0,0,178,89,0,0,19,9.5,78,85.7,3,3.3,12,13.2
"152901",32,1.9,43,2.6,4,0.2,1,0.1,3,0.2,1151,68.8,516,30.8,3,0.2,1674,100,209,12.5,678,40.5,809,48.3,9,0.5,26,1.6,28755,529,1.8,3954,13.8,789,2.5,18557,64.5,16880,58.7,84,0.3,1187,4.1,10198,35.5,18,0.1,14087,49,541,1.9,6749,23.5,589,35.2,148,8.8,568,33.9
"152902",2,3.9,0,0,0,0,0,0,0,0,49,96.1,2,3.9,0,0,51,100,3,5.9,27,52.9,24,47.1,0,0,0,0,716,0,0,9,1.3,8,1,374,52.2,337,47.1,0,0,18,2.5,342,47.8,0,0,382,53.4,24,3.4,346,48.3,35,68.6,4,7.8,22,43.1
"152903",1,1.5,0,0,0,0,48,70.6,0,0,12,17.6,8,11.8,0,0,68,100,4,5.9,46,67.6,47,69.1,0,0,2,2.9,1254,2,0.2,63,5,18,1.2,976,77.8,846,67.5,1,0.1,64,5.1,278,22.2,0,0,562,44.8,17,1.4,325,25.9,18,26.5,4,5.9,16,23.5
"152906",6,2.5,2,0.8,1,0.4,3,1.3,0,0,221,93.2,12,5.1,1,0.4,237,100,2,0.8,66,27.8,77,32.5,1,0.4,2,0.8,5811,77,1.3,111,1.9,71,1.2,1966,33.8,1978,34,23,0.4,149,2.6,3845,66.2,5,0.1,1765,30.4,126,2.2,3491,60.1,78,32.9,24,10.1,148,62.4
"152907",11,2.2,13,2.6,2,0.4,133,26.5,0,0,324,64.5,26,5.2,19,3.8,502,100,12,2.4,94,18.7,179,35.7,1,0.2,2,0.4,9150,257,2.8,343,3.7,162,1.7,3960,43.3,3650,39.9,32,0.3,336,3.7,5190,56.7,11,0.1,3060,33.4,268,2.9,4589,50.2,119,23.7,25,5,284,56.6
