CAMPUS,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"057816102","A W BROWN - FELLOWSHIP NORTH CAMPU","Y","DALLAS","057","A W BROWN-FELLOWSHIP LEADERSHIP AC","PK - PK","E"," "," ","10"
"057816101","AW BROWN-FELLOWSHIP CHARTER SCHOOL","Y","DALLAS","057","A W BROWN-FELLOWSHIP LEADERSHIP AC","KG - 06","E"," "," ","10"
"057829001","A+ ACADEMY","Y","DALLAS","057","A+ ACADEMY","PK - 12","B"," "," ","10"
"109901001","ABBOTT SCHOOL","N","HILL","109","ABBOTT ISD","PK - 12","B"," "," ","12"
"095901003","ABERNATHY DAEP","N","HALE","095","ABERNATHY ISD","06 - 12","B"," "," ","17"
"095901101","ABERNATHY EL","N","HALE","095","ABERNATHY ISD","EE - 05","E"," "," ","17"
"095901001","ABERNATHY H S","N","HALE","095","ABERNATHY ISD","09 - 12","S"," "," ","17"
"095901041","ABERNATHY J H","N","HALE","095","ABERNATHY ISD","06 - 08","M"," "," ","17"
"221901001","ABILENE H S","N","TAYLOR","221","ABILENE ISD","09 - 12","S"," "," ","14"
"221901010","ACADEMY FOR TECHNOLOGY ENGINEERING","N","TAYLOR","221","ABILENE ISD","09 - 11","S"," "," ","14"
"221901142","ACADIA ABILENE BEHAVIORAL HEALTH","N","TAYLOR","221","ABILENE ISD","KG - 11","B"," "," ","14"
"221901102","AUSTIN EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901153","BASSETTI EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901103","BONHAM EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901104","BOWIE EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901047","CLACK MIDDLE","N","TAYLOR","221","ABILENE ISD","06 - 08","M"," "," ","14"
"221901106","COLLEGE HEIGHTS EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901002","COOPER H S","N","TAYLOR","221","ABILENE ISD","09 - 12","S"," "," ","14"
"221901048","CRAIG MIDDLE","N","TAYLOR","221","ABILENE ISD","06 - 08","M"," "," ","14"
"221901208","DAY NURSERY OF ABILENE","N","TAYLOR","221","ABILENE ISD","PK - PK","E","221901000","ABILENE ISD","14"
"221901108","DYESS EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901110","FANNIN EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901112","JACKSON EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901006","JEFFERSON OPPORTUNITY CTR","N","TAYLOR","221","ABILENE ISD","07 - 10","S"," "," ","14"
"221901113","JOHNSTON EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901008","JUVENILE DETENTION CENTER","N","TAYLOR","221","ABILENE ISD","06 - 12","B"," "," ","14"
"221901116","LEE EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901117","LOCUST ECC","N","TAYLOR","221","ABILENE ISD","EE - PK","E","221901000","ABILENE ISD","14"
"221901118","LONG EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901044","MADISON MIDDLE","N","TAYLOR","221","ABILENE ISD","06 - 08","M"," "," ","14"
"221901045","MANN MIDDLE","N","TAYLOR","221","ABILENE ISD","06 - 08","M"," "," ","14"
"221901152","ORTIZ EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901154","REAGAN EARLY CHILDHOOD","N","TAYLOR","221","ABILENE ISD","PK - PK","E","221901000","ABILENE ISD","14"
"221901120","REAGAN EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901124","SAM HOUSTON","N","TAYLOR","221","ABILENE ISD","KG - 12","B"," "," ","14"
"221901007","TAYLOR COUNTY LEARNING CENTER","N","TAYLOR","221","ABILENE ISD","06 - 09","M"," "," ","14"
"221901121","TAYLOR EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901151","THOMAS EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901150","WARD EL","N","TAYLOR","221","ABILENE ISD","KG - 05","E"," "," ","14"
"221901003","WOODSON CENTER FOR EXCELLENCE","N","TAYLOR","221","ABILENE ISD","09 - 12","S"," "," ","14"
"221901125","WOODSON ECC","N","TAYLOR","221","ABILENE ISD","EE - PK","E","221901000","ABILENE ISD","14"
"014901101","ACADEMY EL","N","BELL","014","ACADEMY ISD","EE - 04","E"," "," ","12"
"014901001","ACADEMY H S","N","BELL","014","ACADEMY ISD","09 - 12","S"," "," ","12"
"014901041","ACADEMY J H","N","BELL","014","ACADEMY ISD","05 - 08","M"," "," ","12"
"101810002","ACADEMY OF ACCELERATED LEARNING","Y","HARRIS","101","ACADEMY OF ACCELERATED LEARNING IN","PK - 05","E"," "," ","04"
"015816001","ACADEMY OF CAREERS AND TECHNOLOGIE","Y","BEXAR","015","ACADEMY OF CAREERS AND TECHNOLOGIE","09 - 12","S"," "," ","20"
"057810101","ACADEMY OF DALLAS","Y","DALLAS","057","ACADEMY OF DALLAS","PK - 08","E"," "," ","10"
"101849101","ACCELERATED INTERDISCIPLINARY ACAD","Y","HARRIS","101","ACCELERATED INTERMEDIATE ACADEMY","PK - 06","E"," "," ","04"
"180903001","ADRIAN SCHOOL","N","OLDHAM","180","ADRIAN ISD","PK - 12","B"," "," ","16"
"057806101","ADVANTAGE ACADEMY","Y","DALLAS","057","ADVANTAGE ACADEMY","PK - 12","B"," "," ","10"
"178901101","AGUA DULCE ELEMENTARY SCHOOL","N","NUECES","178","AGUA DULCE ISD","PK - 05","E"," "," ","02"
"178901001","AGUA DULCE H S","N","NUECES","178","AGUA DULCE ISD","06 - 12","B"," "," ","02"
"015901001","ALAMO HEIGHTS H S","N","BEXAR","015","ALAMO HEIGHTS ISD","09 - 12","S"," "," ","20"
"015901041","ALAMO HEIGHTS J H","N","BEXAR","015","ALAMO HEIGHTS ISD","06 - 08","M"," "," ","20"
"015901101","CAMBRIDGE EL","N","BEXAR","015","ALAMO HEIGHTS ISD","01 - 05","E"," "," ","20"
"015901102","HOWARD EL","N","BEXAR","015","ALAMO HEIGHTS ISD","EE - KG","E","015901000","ALAMO HEIGHTS ISD","20"
"015901104","WOODRIDGE EL","N","BEXAR","015","ALAMO HEIGHTS ISD","01 - 05","E"," "," ","20"
"250906101","ALBA-GOLDEN EL","N","WOOD","250","ALBA-GOLDEN ISD","PK - 05","E"," "," ","07"
"250906001","ALBA-GOLDEN H S","N","WOOD","250","ALBA-GOLDEN ISD","06 - 12","B"," "," ","07"
"209901001","ALBANY JR-SR H S","N","SHACKELFORD","209","ALBANY ISD","07 - 12","S"," "," ","14"
"209901101","NANCY SMITH EL","N","SHACKELFORD","209","ALBANY ISD","EE - 06","E"," "," ","14"
"101902001","ALDINE H S","N","HARRIS","101","ALDINE ISD","09 - 12","S"," "," ","04"
"101902099","ALDINE J J A E P","N","HARRIS","101","ALDINE ISD","09 - 10","S"," "," ","04"
"101902041","ALDINE MIDDLE","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902081","ALDINE NINTH GRADE SCHOOL","N","HARRIS","101","ALDINE ISD","09 - 09","S"," "," ","04"
"101902101","ANDERSON ACADEMY","N","HARRIS","101","ALDINE ISD","01 - 03","E"," "," ","04"
"101902102","BETHUNE ACADEMY","N","HARRIS","101","ALDINE ISD","03 - 04","E"," "," ","04"
"101902126","BLACK EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902131","BUSSEY EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902128","CALVERT EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902066","CARAWAY INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902122","CARMICHAEL EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902103","CARROLL ACADEMY","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902107","CARTER ACADEMY","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902002","CARVER H S FOR APPLIED TECH/ENGINE","N","HARRIS","101","ALDINE ISD","09 - 12","S"," "," ","04"
"101902090","COMPASS","N","HARRIS","101","ALDINE ISD","03 - 12","B"," "," ","04"
"101902123","CONLEY ELEMENTARY","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902155","DE SANTIAGO EC/PRE-K CENTER","N","HARRIS","101","ALDINE ISD","EE - PK","E","101902132","SPENCE EL","04"
"101902042","DREW ACADEMY","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902124","DUNN EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902061","ECKERT INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902004","EISENHOWER H S","N","HARRIS","101","ALDINE ISD","09 - 12","S"," "," ","04"
"101902084","EISENHOWER NINTH GRADE SCHOOL","N","HARRIS","101","ALDINE ISD","09 - 09","S"," "," ","04"
"101902121","ERMEL EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902063","ESCAMILLA INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902105","FRANCIS EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902163","GARCIA-LEZA EC/PRE-K CENTER","N","HARRIS","101","ALDINE ISD","EE - PK","E","101902111","OLESON EL","04"
"101902106","GOODMAN EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902048","GRANTHAM ACADEMY","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902125","GRAY EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902013","HALL EDUCATION CENTER","N","HARRIS","101","ALDINE ISD","09 - 12","S"," "," ","04"
"101902043","HAMBRICK MIDDLE","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902129","HARRIS ACADEMY","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902098","HIGHPOINT","N","HARRIS","101","ALDINE ISD","06 - 11","B"," "," ","04"
"101902069","HILL INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902153","HINOJOSA EC/PRE-K CENTER","N","HARRIS","101","ALDINE ISD","EE - PK","E","101902119","STEPHENS EL","04"
"101902046","HOFFMAN MIDDLE","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902062","HOUSTON ACADEMY","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902116","JOHNSON EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902165","JONES EC/PRE-K/KG CENTER","N","HARRIS","101","ALDINE ISD","EE - KG","E","101902134","JONES EL","04"
"101902134","JONES EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902151","KEEBLE EC/PRE-K CENTER","N","HARRIS","101","ALDINE ISD","EE - PK","E","101902117","THOMPSON EL","04"
"101902164","KUJAWA EC/PRE-K CENTER","N","HARRIS","101","ALDINE ISD","EE - 04","E","101902130","KUJAWA EL","04"
"101902130","KUJAWA EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902108","LANE SCHOOL","N","HARRIS","101","ALDINE ISD","KG - 12","B"," "," ","04"
"101902052","LEWIS MIDDLE","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902003","MACARTHUR H S","N","HARRIS","101","ALDINE ISD","09 - 12","S"," "," ","04"
"101902083","MACARTHUR NINTH GRADE SCHOOL","N","HARRIS","101","ALDINE ISD","09 - 09","S"," "," ","04"
"101902120","MAGRILL EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902070","MARCELLA INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902109","MENDEL ELEMENTARY","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902005","NIMITZ H S","N","HARRIS","101","ALDINE ISD","09 - 12","S"," "," ","04"
"101902085","NIMITZ NINTH GRADE SCHOOL","N","HARRIS","101","ALDINE ISD","09 - 09","S"," "," ","04"
"101902115","ODOM EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902111","OLESON EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902112","ORANGE GROVE EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902065","PARKER INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902051","PLUMMER MIDDLE SCHOOL","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902072","RAYFORD INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902113","RAYMOND ACADEMY","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902104","REECE ACADEMY","N","HARRIS","101","ALDINE ISD","PK - KG","E","101902101","ANDERSON ACADEMY","04"
"101902068","REED ACADEMY","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902118","SAMMONS EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902047","SHOTWELL MIDDLE","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902114","SMITH ACADEMY","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902132","SPENCE EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902064","STEHLIK INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902119","STEPHENS EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902127","STOVALL ACADEMY","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902044","STOVALL MIDDLE","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902045","TEAGUE MIDDLE","N","HARRIS","101","ALDINE ISD","07 - 08","M"," "," ","04"
"101902117","THOMPSON EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"101902008","VICTORY EARLY COLLEGE H S","N","HARRIS","101","ALDINE ISD","09 - 12","S"," "," ","04"
"101902154","VINES EC/PRE-K CENTER","N","HARRIS","101","ALDINE ISD","EE - PK","E","101902121","ERMEL EL","04"
"101902067","WILSON INT","N","HARRIS","101","ALDINE ISD","05 - 06","M"," "," ","04"
"101902110","WORSHAM EL","N","HARRIS","101","ALDINE ISD","KG - 04","E"," "," ","04"
"184907001","ALEDO H S","N","PARKER","184","ALEDO ISD","09 - 12","S"," "," ","11"
"184907041","ALEDO MIDDLE","N","PARKER","184","ALEDO ISD","07 - 08","M"," "," ","11"
"184907102","CODER EL","N","PARKER","184","ALEDO ISD","EE - 05","E"," "," ","11"
"184907009","DON R DANIEL NINTH GRADE CAMPUS","N","PARKER","184","ALEDO ISD","09 - 09","S"," "," ","11"
"184907110","MCANALLY INT","N","PARKER","184","ALEDO ISD","06 - 06","M"," "," ","11"
"184907104","MCCALL EL","N","PARKER","184","ALEDO ISD","KG - 05","E"," "," ","11"
"184907103","STUARD EL","N","PARKER","184","ALEDO ISD","KG - 05","E"," "," ","11"
"184907101","VANDAGRIFF EL","N","PARKER","184","ALEDO ISD","KG - 05","E"," "," ","11"
"125901043","ADAMS MIDDLE","N","JIM WELLS","125","ALICE ISD","07 - 08","M"," "," ","02"
"125901001","ALICE H S","N","JIM WELLS","125","ALICE ISD","09 - 12","S"," "," ","02"
"125901041","DUBOSE INT","N","JIM WELLS","125","ALICE ISD","05 - 06","M"," "," ","02"
"125901102","GARCIA EL","N","JIM WELLS","125","ALICE ISD","KG - 04","E"," "," ","02"
"125901101","HILLCREST EL","N","JIM WELLS","125","ALICE ISD","PK - 04","E"," "," ","02"
"125901042","MEMORIAL INT","N","JIM WELLS","125","ALICE ISD","05 - 06","M"," "," ","02"
"125901104","NOONAN EL","N","JIM WELLS","125","ALICE ISD","PK - 04","E"," "," ","02"
"125901105","SAENZ EL","N","JIM WELLS","125","ALICE ISD","EE - 04","E"," "," ","02"
"125901106","SALAZAR EL","N","JIM WELLS","125","ALICE ISD","KG - 04","E"," "," ","02"
"125901107","SCHALLERT EL","N","JIM WELLS","125","ALICE ISD","PK - 04","E"," "," ","02"
"101903199","ADMIN SERVICES","N","HARRIS","101","ALIEF ISD","01 - 12","B"," "," ","04"
"101903045","ALBRIGHT MIDDLE","N","HARRIS","101","ALIEF ISD","07 - 08","M"," "," ","04"
"101903114","ALEXANDER EL","N","HARRIS","101","ALIEF ISD","EE - 04","E"," "," ","04"
"101903012","ALIEF EARLY COLLEGE H S","N","HARRIS","101","ALIEF ISD","09 - 12","S"," "," ","04"
"101903047","ALIEF ISD J J A E P","N","HARRIS","101","ALIEF ISD","06 - 10","B"," "," ","04"
"101903005","ALIEF LEARNING CTR (6-12)","N","HARRIS","101","ALIEF ISD","07 - 12","S"," "," ","04"
"101903205","ALIEF LEARNING CTR (K-6)","N","HARRIS","101","ALIEF ISD","01 - 06","E"," "," ","04"
"101903041","ALIEF MIDDLE","N","HARRIS","101","ALIEF ISD","06 - 08","M"," "," ","04"
"101903118","BEST EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903102","BOONE EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903145","BUDEWIG INT","N","HARRIS","101","ALIEF ISD","05 - 06","M"," "," ","04"
"101903121","BUSH EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903104","CHAMBERS EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903108","CHANCELLOR EL","N","HARRIS","101","ALIEF ISD","EE - 05","E"," "," ","04"
"101903122","COLLINS EL","N","HARRIS","101","ALIEF ISD","PK - 05","E"," "," ","04"
"101903011","CROSSROADS","N","HARRIS","101","ALIEF ISD","09 - 12","S"," "," ","04"
"101903112","CUMMINGS EL","N","HARRIS","101","ALIEF ISD","EE - 04","E"," "," ","04"
"101903002","ELSIK H S","N","HARRIS","101","ALIEF ISD","09 - 12","S"," "," ","04"
"101903001","HASTINGS H S","N","HARRIS","101","ALIEF ISD","09 - 12","S"," "," ","04"
"101903115","HEARNE EL","N","HARRIS","101","ALIEF ISD","EE - 04","E"," "," ","04"
"101903111","HEFLIN EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903120","HICKS EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903124","HOLMQUIST EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903044","HOLUB MIDDLE","N","HARRIS","101","ALIEF ISD","07 - 08","M"," "," ","04"
"101903123","HORN EL","N","HARRIS","101","ALIEF ISD","EE - 04","E"," "," ","04"
"101903107","KENNEDY EL","N","HARRIS","101","ALIEF ISD","EE - 04","E"," "," ","04"
"101903006","KERR H S","N","HARRIS","101","ALIEF ISD","09 - 12","S"," "," ","04"
"101903043","KILLOUGH MIDDLE","N","HARRIS","101","ALIEF ISD","07 - 08","M"," "," ","04"
"101903141","KLENTZMAN INT","N","HARRIS","101","ALIEF ISD","05 - 06","M"," "," ","04"
"101903116","LANDIS EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903109","LIESTMAN EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903106","MAHANAY EL","N","HARRIS","101","ALIEF ISD","EE - 04","E"," "," ","04"
"101903103","MARTIN EL","N","HARRIS","101","ALIEF ISD","EE - 04","E"," "," ","04"
"101903143","MATA INT","N","HARRIS","101","ALIEF ISD","05 - 06","M"," "," ","04"
"101903144","MILLER INT","N","HARRIS","101","ALIEF ISD","05 - 06","M"," "," ","04"
"101903046","O'DONNELL MIDDLE","N","HARRIS","101","ALIEF ISD","07 - 08","M"," "," ","04"
"101903042","OLLE MIDDLE","N","HARRIS","101","ALIEF ISD","07 - 08","M"," "," ","04"
"101903119","OUTLEY EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903140","OWENS INT","N","HARRIS","101","ALIEF ISD","05 - 06","M"," "," ","04"
"101903110","PETROSKY EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903113","REES EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903105","SMITH EL","N","HARRIS","101","ALIEF ISD","PK - 04","E"," "," ","04"
"101903117","SNEED EL","N","HARRIS","101","ALIEF ISD","EE - 04","E"," "," ","04"
"101903003","TAYLOR H S","N","HARRIS","101","ALIEF ISD","09 - 12","S"," "," ","04"
"101903101","YOUENS EL","N","HARRIS","101","ALIEF ISD","EE - 05","E"," "," ","04"
"101903142","YOUNGBLOOD INT","N","HARRIS","101","ALIEF ISD","05 - 06","M"," "," ","04"
"101815101","ALIEF MONTESSORI COMMUNITY SCHOOL","Y","HARRIS","101","ALIEF MONTESSORI COMMUNITY SCHOOL","PK - 05","E"," "," ","04"
"043901001","ALLEN H S","N","COLLIN","043","ALLEN ISD","09 - 12","S"," "," ","10"
"043901102","ALTON BOYD EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901105","ALVIS C STORY EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901117","BEVERLY CHEATHAM EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901110","BOLIN EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901114","CARLENA CHANDLER EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901003","COLLIN CO J J A E P","N","COLLIN","043","ALLEN ISD","11 - 12","S"," "," ","10"
"043901101","D L ROUNTREE EL","N","COLLIN","043","ALLEN ISD","EE - 06","E"," "," ","10"
"043901116","DAVID AND LYNDA OLSON EL","N","COLLIN","043","ALLEN ISD","EE - 06","E"," "," ","10"
"043901113","DR E T BOON EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901044","ERECKSON MIDDLE","N","COLLIN","043","ALLEN ISD","07 - 08","M"," "," ","10"
"043901107","FLOSSIE FLOYD GREEN EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901108","FRANCES E NORTON EL","N","COLLIN","043","ALLEN ISD","EE - 06","E"," "," ","10"
"043901104","GENE M REED EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901109","GEORGE J ANDERSON EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901112","JAMES AND MARGIE MARION EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901111","KERR EL","N","COLLIN","043","ALLEN ISD","EE - 06","E"," "," ","10"
"043901002","LOWERY FRESHMAN CENTER","N","COLLIN","043","ALLEN ISD","09 - 09","S"," "," ","10"
"043901115","MARY EVANS EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901106","MAX O VAUGHAN EL","N","COLLIN","043","ALLEN ISD","KG - 06","E"," "," ","10"
"043901042","W E PETE FORD MIDDLE","N","COLLIN","043","ALLEN ISD","07 - 08","M"," "," ","10"
"043901043","WALTER & LOIS CURTIS MIDDLE","N","COLLIN","043","ALLEN ISD","07 - 08","M"," "," ","10"
"057832001","ALPHA CHARTER SCHOOL","Y","DALLAS","057","ALPHA CHARTER SCHOOL","KG - 12","B"," "," ","10"
"022901101","ALPINE EL","N","BREWSTER","022","ALPINE ISD","EE - 04","E"," "," ","18"
"022901001","ALPINE H S","N","BREWSTER","022","ALPINE ISD","09 - 12","S"," "," ","18"
"022901041","ALPINE MIDDLE","N","BREWSTER","022","ALPINE ISD","05 - 08","M"," "," ","18"
"037901101","ALTO EL","N","CHEROKEE","037","ALTO ISD","PK - 04","E"," "," ","07"
"037901001","ALTO H S","N","CHEROKEE","037","ALTO ISD","09 - 12","S"," "," ","07"
"037901041","ALTO MIDDLE","N","CHEROKEE","037","ALTO ISD","05 - 08","M"," "," ","07"
"126901102","ALVARADO EL-NORTH","N","JOHNSON","126","ALVARADO ISD","EE - 03","E"," "," ","11"
"126901101","ALVARADO EL-SOUTH","N","JOHNSON","126","ALVARADO ISD","PK - 03","E"," "," ","11"
"126901001","ALVARADO H S","N","JOHNSON","126","ALVARADO ISD","09 - 12","S"," "," ","11"
"126901104","ALVARADO INT","N","JOHNSON","126","ALVARADO ISD","04 - 07","M"," "," ","11"
"126901041","ALVARADO J H","N","JOHNSON","126","ALVARADO ISD","07 - 08","M"," "," ","11"
"126901003","JUVENILE JUSTICE ALTERNATIVE","N","JOHNSON","126","ALVARADO ISD","09 - 10","S"," "," ","11"
"126901103","LILLIAN EL","N","JOHNSON","126","ALVARADO ISD","PK - 03","E"," "," ","11"
"020901101","ALVIN EL","N","BRAZORIA","020","ALVIN ISD","03 - 05","E"," "," ","04"
"020901001","ALVIN H S","N","BRAZORIA","020","ALVIN ISD","09 - 12","S"," "," ","04"
"020901041","ALVIN J H","N","BRAZORIA","020","ALVIN ISD","06 - 08","M"," "," ","04"
"020901102","ALVIN PRI","N","BRAZORIA","020","ALVIN ISD","EE - 02","E","020901101","ALVIN EL","04"
"020901005","ASSETS","N","BRAZORIA","020","ALVIN ISD","08 - 12","S"," "," ","04"
"020901004","BRAZORIA CO J J A E P","N","BRAZORIA","020","ALVIN ISD","08 - 09","M"," "," ","04"
"020901110","DON JETER EL","N","BRAZORIA","020","ALVIN ISD","EE - 05","E"," "," ","04"
"020901105","E C MASON ELEMENTARY","N","BRAZORIA","020","ALVIN ISD","PK - 05","E"," "," ","04"
"020901046","FAIRVIEW J H","N","BRAZORIA","020","ALVIN ISD","06 - 08","M"," "," ","04"
"020901043","G W HARBY J H","N","BRAZORIA","020","ALVIN ISD","06 - 08","M"," "," ","04"
"020901114","GLENN YORK EL","N","BRAZORIA","020","ALVIN ISD","PK - 05","E"," "," ","04"
"020901109","HOOD-CASE EL","N","BRAZORIA","020","ALVIN ISD","EE - 05","E"," "," ","04"
"020901112","LAURA INGALLS WILDER","N","BRAZORIA","020","ALVIN ISD","EE - 05","E"," "," ","04"
"020901104","LONGFELLOW EL","N","BRAZORIA","020","ALVIN ISD","03 - 05","E"," "," ","04"
"020901002","MANVEL H S","N","BRAZORIA","020","ALVIN ISD","09 - 12","S"," "," ","04"
"020901042","MANVEL J H","N","BRAZORIA","020","ALVIN ISD","06 - 08","M"," "," ","04"
"020901103","MARK TWAIN PRIMARY","N","BRAZORIA","020","ALVIN ISD","EE - 02","E","020901104","LONGFELLOW EL","04"
"020901111","MARY BURKS MAREK EL","N","BRAZORIA","020","ALVIN ISD","PK - 05","E"," "," ","04"
"020901108","MELBA PASSMORE EL","N","BRAZORIA","020","ALVIN ISD","EE - 05","E"," "," ","04"
"020901045","NOLAN RYAN J H","N","BRAZORIA","020","ALVIN ISD","06 - 08","M"," "," ","04"
"020901106","R L STEVENSON PRI","N","BRAZORIA","020","ALVIN ISD","EE - 02","E","020901107","WALT DISNEY EL","04"
"020901113","SAVANNAH LAKES EL","N","BRAZORIA","020","ALVIN ISD","PK - 05","E"," "," ","04"
"020901107","WALT DISNEY EL","N","BRAZORIA","020","ALVIN ISD","03 - 05","E"," "," ","04"
"249901101","ALVORD EL","N","WISE","249","ALVORD ISD","EE - 05","E"," "," ","11"
