CAMPUS,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"073905103","ROSEBUD PRI","N","FALLS","073","ROSEBUD-LOTT ISD","EE - 02","E","073905104","ROSEBUD EL","12"
"073905005","ROSEBUD-LOTT DAEP","N","FALLS","073","ROSEBUD-LOTT ISD","08 - 12","S"," "," ","12"
"073905001","ROSEBUD-LOTT H S","N","FALLS","073","ROSEBUD-LOTT ISD","09 - 12","S"," "," ","12"
"073905004","ROSEBUD-LOTT LEARNING CENTER","N","FALLS","073","ROSEBUD-LOTT ISD","11 - 11","S"," "," ","12"
"073905041","ROSEBUD-LOTT MIDDLE","N","FALLS","073","ROSEBUD-LOTT ISD","06 - 08","M"," "," ","12"
"076904101","ROTAN EL","N","FISHER","076","ROTAN ISD","EE - 05","E"," "," ","14"
"076904001","ROTAN H S","N","FISHER","076","ROTAN ISD","09 - 12","S"," "," ","14"
"076904041","ROTAN J H","N","FISHER","076","ROTAN ISD","06 - 08","M"," "," ","14"
"246909109","ANDERSON MILL EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909130","BLACKLAND PRAIRIE EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909118","BLUEBONNET EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909114","BRUSHY CREEK EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909041","C D FULKES MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909132","CACTUS RANCH EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909127","CALDWELL HEIGHTS EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909125","CANYON CREEK EL","N","WILLIAMSON","246","ROUND ROCK ISD","KG - 05","E"," "," ","13"
"246909044","CANYON VISTA MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909008","CEDAR RIDGE H S","N","WILLIAMSON","246","ROUND ROCK ISD","09 - 11","S"," "," ","13"
"246909047","CEDAR VALLEY MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909135","CHANDLER OAKS EL","N","WILLIAMSON","246","ROUND ROCK ISD","KG - 05","E"," "," ","13"
"246909043","CHISHOLM TRAIL MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909101","CLAUDE BERKMAN EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909107","DEEP WOOD EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909045","DEERPARK MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909119","DOUBLE FILE TRAIL EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909102","EL DAEP","N","WILLIAMSON","246","ROUND ROCK ISD","01 - 05","E"," "," ","13"
"246909123","FERN BLUFF EL","N","WILLIAMSON","246","ROUND ROCK ISD","KG - 05","E"," "," ","13"
"246909126","FOREST CREEK EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909108","FOREST NORTH EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909121","GATTIS EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909128","GREAT OAKS EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909046","HOPEWELL MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909052","JAMES GARLAND WALSH MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909124","JOLLYVILLE EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909110","KATHY CARAWAY EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909116","LAUREL MOUNTAIN EL","N","WILLIAMSON","246","ROUND ROCK ISD","KG - 05","E"," "," ","13"
"246909138","LINDA HERRINGTON EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909120","LIVE OAK EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909004","MCNEIL H S","N","WILLIAMSON","246","ROUND ROCK ISD","09 - 12","S"," "," ","13"
"246909136","NEYSA CALLISON EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909042","NOEL GRISHAM MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909122","OLD TOWN EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909134","PATSY SOMMER EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909053","PFC ROBERT P HERNANDEZ MIDDLE","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909117","POND SPRINGS EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909113","PURPLE SAGE EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909051","RIDGEVIEW MIDDLE SCHOOL","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 08","M"," "," ","13"
"246909001","ROUND ROCK H S","N","WILLIAMSON","246","ROUND ROCK ISD","09 - 12","S"," "," ","13"
"246909002","ROUND ROCK OPPORT CTR DAEP","N","WILLIAMSON","246","ROUND ROCK ISD","06 - 12","B"," "," ","13"
"246909105","SPICEWOOD EL","N","WILLIAMSON","246","ROUND ROCK ISD","KG - 05","E"," "," ","13"
"246909007","STONY POINT H S","N","WILLIAMSON","246","ROUND ROCK ISD","09 - 12","S"," "," ","13"
"246909011","SUCCESS H S","N","WILLIAMSON","246","ROUND ROCK ISD","09 - 12","S"," "," ","13"
"246909131","TERAVISTA EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909137","UNION HILL EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909111","VIC ROBERTSON EL","N","WILLIAMSON","246","ROUND ROCK ISD","PK - 05","E"," "," ","13"
"246909115","WELLS BRANCH EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"246909003","WESTWOOD H S","N","WILLIAMSON","246","ROUND ROCK ISD","09 - 12","S"," "," ","13"
"246909012","WILLIAMSON CO J J A E P","N","WILLIAMSON","246","ROUND ROCK ISD","08 - 11","S"," "," ","13"
"246909016","WM S LOTT JUVENILE CTR","N","WILLIAMSON","246","ROUND ROCK ISD","07 - 11","S"," "," ","13"
"246909106","XENIA VOIGT EL","N","WILLIAMSON","246","ROUND ROCK ISD","EE - 05","E"," "," ","13"
"075908101","ROUND TOP-CARMINE EL","N","FAYETTE","075","ROUND TOP-CARMINE ISD","PK - 06","E"," "," ","13"
"075908001","ROUND TOP-CARMINE H S","N","FAYETTE","075","ROUND TOP-CARMINE ISD","07 - 12","S"," "," ","13"
"139908001","ROXTON H S","N","LAMAR","139","ROXTON ISD","PK - 12","B"," "," ","08"
"237905106","ROYAL EARLY CHILDHOOD CENTER","N","WALLER","237","ROYAL ISD","EE - KG","E","237905105","ROYAL EL","04"
"237905105","ROYAL EL","N","WALLER","237","ROYAL ISD","01 - 05","E"," "," ","04"
"237905002","ROYAL H S","N","WALLER","237","ROYAL ISD","09 - 12","S"," "," ","04"
"237905041","ROYAL J H","N","WALLER","237","ROYAL ISD","06 - 08","M"," "," ","04"
"199902104","ANITA SCOTT EL","N","ROCKWALL","199","ROYSE CITY ISD","PK - 04","E"," "," ","10"
"199902102","DAVIS EL","N","ROCKWALL","199","ROYSE CITY ISD","PK - 04","E"," "," ","10"
"199902043","HARRY H HERNDON","N","ROCKWALL","199","ROYSE CITY ISD","05 - 06","M"," "," ","10"
"199902003","HH BROWNING ALTERNATIVE LEARNING","N","ROCKWALL","199","ROYSE CITY ISD","09 - 12","S"," "," ","10"
"199902106","MISS MAY VERNON EL","N","ROCKWALL","199","ROYSE CITY ISD","EE - 04","E"," "," ","10"
"199902002","ROYSE CITY H S","N","ROCKWALL","199","ROYSE CITY ISD","09 - 12","S"," "," ","10"
"199902041","ROYSE CITY MIDDLE","N","ROCKWALL","199","ROYSE CITY ISD","07 - 08","M"," "," ","10"
"199902042","RUTH CHERRY INT","N","ROCKWALL","199","ROYSE CITY ISD","05 - 06","M"," "," ","10"
"199902105","W R (BILL) FORT EL","N","ROCKWALL","199","ROYSE CITY ISD","EE - 04","E"," "," ","10"
"104903001","RULE SCHOOL","N","HASKELL","104","RULE ISD","EE - 12","B"," "," ","14"
"128903003","DAEP KENNEDY ACADEMY","N","KARNES","128","RUNGE ISD","03 - 03","E"," "," ","03"
"128903101","RUNGE EL","N","KARNES","128","RUNGE ISD","PK - 06","E"," "," ","03"
"128903001","RUNGE H S","N","KARNES","128","RUNGE ISD","07 - 12","S"," "," ","03"
"128903002","RUNGE J J A E P","N","KARNES","128","RUNGE ISD","09 - 09","S"," "," ","03"
"037907102","RUSK ELEMENTARY","N","CHEROKEE","037","RUSK ISD","02 - 03","E"," "," ","07"
"037907002","RUSK H S","N","CHEROKEE","037","RUSK ISD","09 - 12","S"," "," ","07"
"037907100","RUSK INTERMEDIATE","N","CHEROKEE","037","RUSK ISD","04 - 05","E"," "," ","07"
"037907041","RUSK J H","N","CHEROKEE","037","RUSK ISD","06 - 08","M"," "," ","07"
"037907103","RUSK PRIMARY","N","CHEROKEE","037","RUSK ISD","EE - 01","E","037907102","RUSK ELEMENTARY","07"
"091914101","S AND S CONS EL","N","GRAYSON","091","S AND S CISD","EE - 05","E"," "," ","10"
"091914001","S AND S CONS H S","N","GRAYSON","091","S AND S CISD","09 - 12","S"," "," ","10"
"091914041","S AND S CONS MIDDLE","N","GRAYSON","091","S AND S CISD","06 - 08","M"," "," ","10"
"232902101","SABINAL EL","N","UVALDE","232","SABINAL ISD","PK - 05","E"," "," ","20"
"232902001","SABINAL H S","N","UVALDE","232","SABINAL ISD","09 - 12","S"," "," ","20"
"232902041","SABINAL MIDDLE","N","UVALDE","232","SABINAL ISD","06 - 08","M"," "," ","20"
"092906004","ELDER-COOP ALTER SCHOOL","N","GREGG","092","SABINE ISD","09 - 10","S"," "," ","07"
"092906102","SABINE EL","N","GREGG","092","SABINE ISD","PK - 05","E"," "," ","07"
"092906002","SABINE H S","N","GREGG","092","SABINE ISD","09 - 12","S"," "," ","07"
"092906041","SABINE MIDDLE","N","GREGG","092","SABINE ISD","06 - 08","M"," "," ","07"
"123913001","SABINE PASS SCHOOL","N","JEFFERSON","123","SABINE PASS ISD","PK - 12","B"," "," ","05"
"169911101","SAINT JO EL","N","MONTAGUE","169","SAINT JO ISD","PK - 06","E"," "," ","09"
"169911001","SAINT JO H S","N","MONTAGUE","169","SAINT JO ISD","07 - 12","S"," "," ","09"
"014908001","SALADO H S","N","BELL","014","SALADO ISD","09 - 12","S"," "," ","12"
"014908041","SALADO INT","N","BELL","014","SALADO ISD","03 - 06","E"," "," ","12"
"014908042","SALADO J H","N","BELL","014","SALADO ISD","07 - 08","M"," "," ","12"
"014908101","THOMAS ARNOLD EL","N","BELL","014","SALADO ISD","PK - 02","E","014908041","SALADO INT","12"
"112909001","SALTILLO SCHOOL","N","HOPKINS","112","SALTILLO ISD","PK - 12","B"," "," ","08"
"074917001","RAYBURN H S","N","FANNIN","074","SAM RAYBURN ISD","07 - 12","S"," "," ","10"
"074917101","SAM RAYBURN EL","N","FANNIN","074","SAM RAYBURN ISD","PK - 06","E"," "," ","10"
"044904001","SAMNORWOOD SCHOOL","N","COLLINGSWORTH","044","SAMNORWOOD ISD","PK - 12","B"," "," ","16"
"226903101","ALTA LOMA EL","N","TOM GREEN","226","SAN ANGELO ISD","PK - 05","E"," "," ","15"
"226903102","AUSTIN EL","N","TOM GREEN","226","SAN ANGELO ISD","EE - 05","E"," "," ","15"
"226903103","BELAIRE EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903122","BONHAM EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903105","BOWIE EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903106","BRADFORD EL","N","TOM GREEN","226","SAN ANGELO ISD","PK - 05","E"," "," ","15"
"226903038","CARVER ALTER LRN CTR","N","TOM GREEN","226","SAN ANGELO ISD","05 - 12","B"," "," ","15"
"226903041","CENTRAL FRESHMAN CAMPUS","N","TOM GREEN","226","SAN ANGELO ISD","09 - 09","S"," "," ","15"
"226903001","CENTRAL H S","N","TOM GREEN","226","SAN ANGELO ISD","09 - 12","S"," "," ","15"
"226903108","CROCKETT EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903109","DAY HEAD START","N","TOM GREEN","226","SAN ANGELO ISD","09 - 09","S"," "," ","15"
"226903110","FANNIN EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903111","FT CONCHO EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903112","GLENMORE EL","N","TOM GREEN","226","SAN ANGELO ISD","PK - 05","E"," "," ","15"
"226903042","GLENN MIDDLE","N","TOM GREEN","226","SAN ANGELO ISD","06 - 08","M"," "," ","15"
"226903113","GOLIAD EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903114","HOLIMAN EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903002","LAKE VIEW H S","N","TOM GREEN","226","SAN ANGELO ISD","09 - 12","S"," "," ","15"
"226903123","LAMAR EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"226903043","LEE MIDDLE","N","TOM GREEN","226","SAN ANGELO ISD","06 - 08","M"," "," ","15"
"226903045","LINCOLN MIDDLE","N","TOM GREEN","226","SAN ANGELO ISD","06 - 08","M"," "," ","15"
"226903115","MCGILL EL","N","TOM GREEN","226","SAN ANGELO ISD","EE - 05","E"," "," ","15"
"226903116","REAGAN EL","N","TOM GREEN","226","SAN ANGELO ISD","EE - 05","E"," "," ","15"
"226903119","SAN JACINTO EL","N","TOM GREEN","226","SAN ANGELO ISD","PK - 05","E"," "," ","15"
"226903120","SANTA RITA EL","N","TOM GREEN","226","SAN ANGELO ISD","KG - 05","E"," "," ","15"
"015817001","SAN ANTONIO CAN H S","Y","BEXAR","015","SAN ANTONIO CAN HIGH SCHOOL","09 - 12","S"," "," ","20"
"015907117","AGNES COTTON EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907101","ARNOLD EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907102","AUSTIN ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","KG - 08","E"," "," ","20"
"015907105","BASKIN EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907106","BEACON HILL EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907107","BONHAM ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","PK - 08","E"," "," ","20"
"015907147","BOWDEN EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907001","BRACKENRIDGE H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907111","BREWER EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907112","BRISCOE EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907002","BURBANK H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907114","CAMERON EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907240","CARROLL EARLY CHILDHOOD CAMPUS","N","BEXAR","015","SAN ANTONIO ISD","PK - PK","E","015907142","M L KING ACADEMY","20"
"015907241","CARVAJAL EARLY CHILDHOOD CAMPUS","N","BEXAR","015","SAN ANTONIO ISD","PK - PK","E","015907140","RODRIGUEZ EL","20"
"015907103","CHARLES C BALL EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907129","CHARLES GRAEBNER EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907201","CHILDREN'S SHELTER OF SA","N","BEXAR","015","SAN ANTONIO ISD","KG - 05","E","015907148","MADISON EL","20"
"015907184","CHRISTUS SANTA ROSA","N","BEXAR","015","SAN ANTONIO ISD","KG - 11","B"," "," ","20"
"015907116","COLLINS GARDEN EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907041","CONNELL MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907024","COOPER ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907162","DAVID BARKLEY/FRANCISCO RUIZ EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907118","DAVID CROCKETT EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907043","DAVIS MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907121","DE ZAVALA EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907153","DORIE MILLER EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907119","DOUGLASS EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907003","EDISON H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907141","ELOISE JAPHET EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907123","FENWICK EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907125","FOSTER EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907004","FOX TECHNICAL H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907126","FRANKLIN EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907127","GATES EL","N","BEXAR","015","SAN ANTONIO ISD","KG - 05","E"," "," ","20"
"015907143","GEORGE E KELLY EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907047","HARRIS MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907179","HAWTHORNE PK-8 ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","PK - 08","E"," "," ","20"
"015907202","HEALY MURPHY PK","N","BEXAR","015","SAN ANTONIO ISD","PK - PK","E","015907179","HAWTHORNE PK-8 ACADEMY","20"
"015907182","HEALY-MURPHY","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907132","HERFF EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907134","HIGHLAND HILLS EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907135","HIGHLAND PARK EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907005","HIGHLANDS H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907136","HILLCREST EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907137","HIRSCH EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907006","HOUSTON H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907139","HUPPERTZ EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907049","IRVING MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907110","J T BRACKENRIDGE EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907007","JEFFERSON H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907020","JJA","N","BEXAR","015","SAN ANTONIO ISD","06 - 12","B"," "," ","20"
"015907180","JT BRACKENRIDGE DAEP","N","BEXAR","015","SAN ANTONIO ISD","02 - 06","E"," "," ","20"
"015907195","JUVENILE DETENT CTR","N","BEXAR","015","SAN ANTONIO ISD","06 - 11","B"," "," ","20"
"015907242","KNOX EARLY CHILDHOOD CAMPUS","N","BEXAR","015","SAN ANTONIO ISD","PK - PK","E","015907112","BRISCOE EL","20"
"015907146","LAMAR EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907008","LANIER H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907050","LONGFELLOW MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907051","LOWELL MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907142","M L KING ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","KG - 08","E"," "," ","20"
"015907148","MADISON EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907149","MARGIL EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907150","MAVERICK EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907210","MISSION ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","EE - 08","E"," "," ","20"
"015907124","MURIEL FORBES EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907014","NAVARRO ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907155","NEAL EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907156","NELSON EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907157","OGDEN EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907168","P F STEWART EL","N","BEXAR","015","SAN ANTONIO ISD","KG - 05","E"," "," ","20"
"015907053","PAGE MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907158","PERSHING EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907064","PICKETT ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","06 - 12","B"," "," ","20"
"015907054","POE MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907055","RHODES MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907160","RIVERSIDE PARK EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907131","ROBERT B GREEN EL","N","BEXAR","015","SAN ANTONIO ISD","KG - 05","E"," "," ","20"
"015907140","RODRIGUEZ EL","N","BEXAR","015","SAN ANTONIO ISD","KG - 05","E"," "," ","20"
"015907161","ROGERS EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907057","ROGERS MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907194","ROY MAAS YOUTH ALTERNATIVES/THE BR","N","BEXAR","015","SAN ANTONIO ISD","07 - 11","S"," "," ","20"
"015907144","SARAH S KING EL","N","BEXAR","015","SAN ANTONIO ISD","KG - 05","E"," "," ","20"
"015907164","SCHENCK EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907186","SEIDEL LEARNING CENTER","N","BEXAR","015","SAN ANTONIO ISD","06 - 11","B"," "," ","20"
"015907165","SMITH EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907167","STEELE EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907169","STORM EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907061","TAFOLLA MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907022","TRAVIS EARLY COLLEGE H S","N","BEXAR","015","SAN ANTONIO ISD","09 - 12","S"," "," ","20"
"015907058","TWAIN MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907244","TYNAN EARLY CHILDHOOD CAMPUS","N","BEXAR","015","SAN ANTONIO ISD","PK - PK","E","015907158","PERSHING EL","20"
"015907173","W W WHITE EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907172","WASHINGTON EL","N","BEXAR","015","SAN ANTONIO ISD","KG - 05","E"," "," ","20"
"015907046","WHEATLEY MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907059","WHITTIER MIDDLE","N","BEXAR","015","SAN ANTONIO ISD","06 - 08","M"," "," ","20"
"015907174","WILSON EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907175","WOODLAWN EL","N","BEXAR","015","SAN ANTONIO ISD","EE - 05","E"," "," ","20"
"015907176","WOODLAWN HILLS EL","N","BEXAR","015","SAN ANTONIO ISD","PK - 05","E"," "," ","20"
"015907023","YOUNG WOMEN'S LEADERSHIP ACADEMY","N","BEXAR","015","SAN ANTONIO ISD","06 - 10","B"," "," ","20"
"015820002","MONTICELLO","Y","BEXAR","015","SAN ANTONIO SCHOOL FOR INQUIRY & C","KG - 02","E"," "," ","20"
"015820001","SAN ANTONIO SCHOOL FOR INQUIRY","Y","BEXAR","015","SAN ANTONIO SCHOOL FOR INQUIRY & C","03 - 12","B"," "," ","20"
"015823001","SAN ANTONIO TECHNOLOGY ACADEMY","Y","BEXAR","015","SAN ANTONIO TECHNOLOGY ACADEMY","09 - 12","S"," "," ","20"
"203901102","SAN AUGUSTINE EL","N","SAN AUGUSTINE","203","SAN AUGUSTINE ISD","PK - 05","E"," "," ","07"
"203901002","SAN AUGUSTINE H S","N","SAN AUGUSTINE","203","SAN AUGUSTINE ISD","09 - 12","S"," "," ","07"
"203901101","SAN AUGUSTINE INT","N","SAN AUGUSTINE","203","SAN AUGUSTINE ISD","06 - 08","M"," "," ","07"
"031912005","AMADOR R RODRIGUEZ JUVENILE BOOT","N","CAMERON","031","SAN BENITO CISD","08 - 11","S"," "," ","01"
"031912117","ANGELA GERUSA LEAL EL","N","CAMERON","031","SAN BENITO CISD","PK - 05","E"," "," ","01"
"031912041","BERTA CABAZA MIDDLE","N","CAMERON","031","SAN BENITO CISD","06 - 08","M"," "," ","01"
"031912003","CAMERON CO J J A E P","N","CAMERON","031","SAN BENITO CISD","07 - 11","S"," "," ","01"
"031912103","CASH EL","N","CAMERON","031","SAN BENITO CISD","EE - 05","E"," "," ","01"
"031912104","DOWNS EL","N","CAMERON","031","SAN BENITO CISD","EE - 05","E"," "," ","01"
"031912101","FRED BOOTH","N","CAMERON","031","SAN BENITO CISD","PK - 05","E"," "," ","01"
"031912009","GATEWAY TO GRADUATION ACADEMY","N","CAMERON","031","SAN BENITO CISD","09 - 12","S"," "," ","01"
