CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"105904102","NY","WALNUT SPRINGS EL","N","HAYS","105","E","DRIPPING SPRINGS ISD","EE - 05","E"," "," ","13"
"178905101","N","DRISCOLL EL","N","NUECES","178","E","DRISCOLL ISD","PK - 05","E"," "," ","02"
"178905041","W","DRISCOLL MIDDLE SCHOOL","N","NUECES","178","E","DRISCOLL ISD","06 - 08","M"," "," ","02"
"072902101"," ","DUBLIN EL","N","ERATH","072","A","DUBLIN ISD","EE - 02","E","072902102","DUBLIN INTERMEDIATE","11"
"072902001","AJ","DUBLIN H S","N","ERATH","072","A","DUBLIN ISD","09 - 12","S"," "," ","11"
"072902102"," ","DUBLIN INTERMEDIATE","N","ERATH","072","A","DUBLIN ISD","03 - 05","E"," "," ","11"
"072902041","AW","DUBLIN MIDDLE","N","ERATH","072","A","DUBLIN ISD","06 - 08","M"," "," ","11"
"171901002"," ","C H A M P S","N","MOORE","171","1","DUMAS ISD","09 - 12","S"," "," ","16"
"171901101","Z","CACTUS EL","N","MOORE","171","A","DUMAS ISD","PK - 06","E"," "," ","16"
"171901001","JS","DUMAS H S","N","MOORE","171","R","DUMAS ISD","09 - 12","S"," "," ","16"
"171901041","W","DUMAS J H","N","MOORE","171","R","DUMAS ISD","07 - 08","M"," "," ","16"
"171901105","EWMY","GREEN ACRES EL","N","MOORE","171","E","DUMAS ISD","PK - 06","E"," "," ","16"
"171901103","EMN","HILLCREST EL","N","MOORE","171","E","DUMAS ISD","KG - 06","E"," "," ","16"
"171901102","NY","MORNINGSIDE EL","N","MOORE","171","R","DUMAS ISD","EE - 06","E"," "," ","16"
"171901104"," ","SUNSET EL","N","MOORE","171","R","DUMAS ISD","PK - 06","E"," "," ","16"
"057907101","EWM","CENTRAL EL","N","DALLAS","057","E","DUNCANVILLE ISD","PK - 04","E"," "," ","10"
"057907107","E","CHARLES ACTON ELEMENTARY","N","DALLAS","057","E","DUNCANVILLE ISD","PK - 04","E"," "," ","10"
"057907111","AX","CJ & ANNE HYMAN EL","N","DALLAS","057","E","DUNCANVILLE ISD","PK - 04","E"," "," ","10"
"057907106","E","CLINT Q SMITH ELEMENTARY","N","DALLAS","057","R","DUNCANVILLE ISD","KG - 04","E"," "," ","10"
"057907001"," ","DUNCANVILLE H S","N","DALLAS","057","A","DUNCANVILLE ISD","09 - 12","S"," "," ","10"
"057907102","EWM","FAIRMEADOWS EL","N","DALLAS","057","E","DUNCANVILLE ISD","PK - 04","E"," "," ","10"
"057907043","EWSZ","G W KENNEMER MIDDLE","N","DALLAS","057","E","DUNCANVILLE ISD","07 - 08","M"," "," ","10"
"057907109","A","GLENN C HARDIN INTERMEDIATE","N","DALLAS","057","A","DUNCANVILLE ISD","05 - 06","M"," "," ","10"
"057907110","AEY","GRACE R BRANDENBURG INT","N","DALLAS","057","R","DUNCANVILLE ISD","05 - 06","M"," "," ","10"
"057907108","AEZ","H BOB DANIEL SR INT","N","DALLAS","057","R","DUNCANVILLE ISD","05 - 06","M"," "," ","10"
"057907041"," ","J HERMAN REED MIDDLE","N","DALLAS","057","A","DUNCANVILLE ISD","07 - 08","M"," "," ","10"
"057907112","AEX","JAMES R BILHARTZ JR EL","N","DALLAS","057","E","DUNCANVILLE ISD","EE - 04","E"," "," ","10"
"057907004"," ","MARY E SMITHEY PACE LEARNING CENTE","N","DALLAS","057","1","DUNCANVILLE ISD","10 - 12","S"," "," ","10"
"057907103","E","MERRIFIELD ELEMENTARY","N","DALLAS","057","R","DUNCANVILLE ISD","PK - 04","E"," "," ","10"
"057907007"," ","P A S S LEARNING CTR","N","DALLAS","057","X","DUNCANVILLE ISD","06 - 11","B"," "," ","10"
"057907105","E","S GUS ALEXANDER JR ELEMENTARY","N","DALLAS","057","E","DUNCANVILLE ISD","KG - 04","E"," "," ","10"
"057907042","E","WILLIAM H BYRD MIDDLE SCHOOL","N","DALLAS","057","R","DUNCANVILLE ISD","07 - 08","M"," "," ","10"
"057907104"," ","WILLIAM LEE HASTINGS EL","N","DALLAS","057","R","DUNCANVILLE ISD","PK - 04","E"," "," ","10"
"220918003"," ","ALTER DISCIPLINE CAMPUS","N","TARRANT","220","X","EAGLE MT-SAGINAW ISD","05 - 12","B"," "," ","11"
"220918001","RUVJS","BOSWELL H S","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","09 - 12","S"," "," ","11"
"220918104","NY","BRYSON EL","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918108","EMN","CHISHOLM RIDGE","N","TARRANT","220","E","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918110","EMN","COMANCHE SPRINGS EL","N","TARRANT","220","E","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918043","ESZ","CREEKVIEW MIDDLE","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","06 - 08","M"," "," ","11"
"220918102","EWMN","EAGLE MOUNTAIN EL","N","TARRANT","220","E","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918045","ES","ED WILLKIE MIDDLE","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","06 - 08","M"," "," ","11"
"220918105","WMZ","ELKINS EL","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918109","EMN","GREENFIELD EL","N","TARRANT","220","E","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918106","EMN","HIGH COUNTRY ELEMENTARY","N","TARRANT","220","E","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918042","AEWNSY","HIGHLAND MIDDLE","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","06 - 08","M"," "," ","11"
"220918101","MNX","L A GILILLAND EL","N","TARRANT","220","A","EAGLE MT-SAGINAW ISD","PK - 05","E"," "," ","11"
"220918112","EWMN","LAKE POINTE EL","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918111","N","NORTHBROOK EL","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918113"," ","PARKVIEW EL","N","TARRANT","220","A","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918044","SX","PRAIRIE VISTA","N","TARRANT","220","A","EAGLE MT-SAGINAW ISD","06 - 08","M"," "," ","11"
"220918107","MNZ","REMINGTON POINT ELEMENTARY","N","TARRANT","220","E","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918103","EMN","SAGINAW EL","N","TARRANT","220","E","EAGLE MT-SAGINAW ISD","KG - 05","E"," "," ","11"
"220918004","S","SAGINAW H S","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","09 - 12","S"," "," ","11"
"220918007"," ","TARRANT CO J J A E P","N","TARRANT","220","X","EAGLE MT-SAGINAW ISD","08 - 09","M"," "," ","11"
"220918002"," ","WATSON LEARNING CENTER","N","TARRANT","220","1","EAGLE MT-SAGINAW ISD","09 - 12","S"," "," ","11"
"220918041","SX","WAYSIDE MIDDLE","N","TARRANT","220","R","EAGLE MT-SAGINAW ISD","06 - 09","M"," "," ","11"
"220918005"," ","WELDON HAFLEY DEVELOPMENT CTR","N","TARRANT","220","X","EAGLE MT-SAGINAW ISD","EE - PK","E"," "," ","11"
"159901111","AWMNZ","BENAVIDES HEIGHTS ELEMENTARY","N","MAVERICK","159","E","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901004","RJS","C C WINN HIGH SCHOOL","N","MAVERICK","159","R","EAGLE PASS ISD","09 - 12","S"," "," ","20"
"159901003"," ","DAEP","N","MAVERICK","159","X","EAGLE PASS ISD","07 - 12","S"," "," ","20"
"159901104","AEWMN","DENA KELSO GRAVES ELEMENTARY","N","MAVERICK","159","E","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901001","PRVS","EAGLE PASS HIGH SCHOOL","N","MAVERICK","159","E","EAGLE PASS ISD","09 - 12","S"," "," ","20"
"159901041","EWNS","EAGLE PASS J H","N","MAVERICK","159","E","EAGLE PASS ISD","07 - 08","M"," "," ","20"
"159901112"," ","EARLY CHILDHOOD CENTER","N","MAVERICK","159","X","EAGLE PASS ISD","EE - KG","E"," "," ","20"
"159901118","N","HENRY B GONZALEZ ELEMENTARY","N","MAVERICK","159","R","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901119"," ","KENNEDY ELEMENTARY","N","MAVERICK","159","X","EAGLE PASS ISD","EE - KG","E"," "," ","20"
"159901103"," ","LANGUAGE DEVELOPMENT CENTER","N","MAVERICK","159","X","EAGLE PASS ISD","EE - KG","E"," "," ","20"
"159901120","AEWMN","LIBERTY ELEMENTARY","N","MAVERICK","159","E","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901107","EMN","MAUDE MAE KIRCHNER ELEMENTARY","N","MAVERICK","159","E","EAGLE PASS ISD","PK - 06","E"," "," ","20"
"159901042","X","MEMORIAL J H","N","MAVERICK","159","R","EAGLE PASS ISD","07 - 08","M"," "," ","20"
"159901105","AEWMN","NELLIE MAE GLASS ELEMENTARY","N","MAVERICK","159","E","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901117","AMN","PETE GALLEGO ELEMENTARY","N","MAVERICK","159","E","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901102","AMN","RAY H DARR ELEMENTARY","N","MAVERICK","159","E","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901106","AN","ROBERT E LEE ELEMENTARY","N","MAVERICK","159","R","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901110","Y","ROSITA VALLEY ELEMENTARY","N","MAVERICK","159","R","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901116"," ","ROSITA VALLEY LITERACY ACADEMY","N","MAVERICK","159","R","EAGLE PASS ISD","EE - 01","E","159901115","SAM HOUSTON ELEMENTARY","20"
"159901115","N","SAM HOUSTON ELEMENTARY","N","MAVERICK","159","R","EAGLE PASS ISD","02 - 06","E"," "," ","20"
"159901109","AWZ","SAN LUIS ELEMENTARY","N","MAVERICK","159","R","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901113","AMN","SECO MINES ELEMENTARY","N","MAVERICK","159","E","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"159901101","WMNY","STEPHEN F AUSTIN ELEMENTARY","N","MAVERICK","159","R","EAGLE PASS ISD","01 - 06","E"," "," ","20"
"227909105","AEWMNY","BARTON CREEK EL","N","TRAVIS","227","E","EANES ISD","EE - 05","E"," "," ","13"
"227909106","EWMN","BRIDGE POINT EL","N","TRAVIS","227","E","EANES ISD","KG - 05","E"," "," ","13"
"227909102","AEWMN","CEDAR CREEK EL","N","TRAVIS","227","E","EANES ISD","KG - 05","E"," "," ","13"
"227909101","AEWMN","EANES EL","N","TRAVIS","227","E","EANES ISD","EE - 05","E"," "," ","13"
"227909104","EWMN","FOREST TRAIL EL","N","TRAVIS","227","E","EANES ISD","KG - 05","E"," "," ","13"
"227909041","AEWMNS","HILL COUNTRY MIDDLE","N","TRAVIS","227","E","EANES ISD","06 - 08","M"," "," ","13"
"227909103","EWMNX","VALLEY VIEW EL","N","TRAVIS","227","E","EANES ISD","KG - 05","E"," "," ","13"
"227909042","AEWMNS","WEST RIDGE MIDDLE","N","TRAVIS","227","E","EANES ISD","06 - 08","M"," "," ","13"
"227909001","ADPCRUVJEMS","WESTLAKE H S","N","TRAVIS","227","E","EANES ISD","09 - 12","S"," "," ","13"
"025909101","AENY","EARLY EL","N","BROWN","025","E","EARLY ISD","03 - 05","E"," "," ","15"
"025909001","PUVJS","EARLY H S","N","BROWN","025","R","EARLY ISD","09 - 12","S"," "," ","15"
"025909041","AEWNSX","EARLY MIDDLE","N","BROWN","025","E","EARLY ISD","06 - 08","M"," "," ","15"
"025909102","A","EARLY PRI","N","BROWN","025","E","EARLY ISD","EE - 02","E","025909101","EARLY EL","15"
"241902101","X","EAST BERNARD EL","N","WHARTON","241","R","EAST BERNARD ISD","PK - 04","E"," "," ","03"
"241902001","AUVJ","EAST BERNARD H S","N","WHARTON","241","A","EAST BERNARD ISD","09 - 12","S"," "," ","03"
"241902041","AWS","EAST BERNARD J H","N","WHARTON","241","R","EAST BERNARD ISD","05 - 08","M"," "," ","03"
"015911004"," ","BEXAR CO J J A E P","N","BEXAR","015","X","EAST CENTRAL ISD","09 - 10","S"," "," ","20"
"015911005","A","BEXAR COUNTY LRN CTR","N","BEXAR","015","1","EAST CENTRAL ISD","07 - 11","S"," "," ","20"
"015911003"," ","EAST CENTRAL CHOICE PROGRAM","N","BEXAR","015","X","EAST CENTRAL ISD","07 - 12","S"," "," ","20"
"015911105"," ","EAST CENTRAL DEV CTR","N","BEXAR","015","X","EAST CENTRAL ISD","EE - PK","E"," "," ","20"
"015911001"," ","EAST CENTRAL H S","N","BEXAR","015","A","EAST CENTRAL ISD","09 - 12","S"," "," ","20"
"015911043"," ","EAST CENTRAL HERITAGE MIDDLE","N","BEXAR","015","R","EAST CENTRAL ISD","06 - 09","M"," "," ","20"
"015911102"," ","HARMONY EL","N","BEXAR","015","A","EAST CENTRAL ISD","KG - 03","E"," "," ","20"
"015911106"," ","HIGHLAND FOREST ELEMENTARY","N","BEXAR","015","R","EAST CENTRAL ISD","KG - 03","E"," "," ","20"
"015911101","E","JOHN GLENN EL","N","BEXAR","015","E","EAST CENTRAL ISD","KG - 03","E"," "," ","20"
"015911044"," ","LEGACY MIDDLE SCHOOL","N","BEXAR","015","A","EAST CENTRAL ISD","06 - 08","M"," "," ","20"
"015911041","MNX","OAK CREST INT","N","BEXAR","015","R","EAST CENTRAL ISD","04 - 05","E"," "," ","20"
"015911103","E","PECAN VALLEY EL","N","BEXAR","015","R","EAST CENTRAL ISD","EE - 03","E"," "," ","20"
"015911042"," ","SALADO INT","N","BEXAR","015","R","EAST CENTRAL ISD","04 - 05","E"," "," ","20"
"015911104","E","SINCLAIR EL","N","BEXAR","015","R","EAST CENTRAL ISD","KG - 03","E"," "," ","20"
"015911006"," ","WILSON COUNTY BOOT CAMP","N","BEXAR","015","X","EAST CENTRAL ISD","08 - 08","M"," "," ","20"
"036903101","X","EAST CHAMBERS ELEMENTARY","N","CHAMBERS","036","R","EAST CHAMBERS ISD","EE - 04","E"," "," ","04"
"036903001","AVJS","EAST CHAMBERS H S","N","CHAMBERS","036","R","EAST CHAMBERS ISD","09 - 12","S"," "," ","04"
"036903102","ANX","EAST CHAMBERS INTERMEDIATE","N","CHAMBERS","036","R","EAST CHAMBERS ISD","05 - 06","M"," "," ","04"
"036903041","ANY","EAST CHAMBERS J H","N","CHAMBERS","036","R","EAST CHAMBERS ISD","07 - 08","M"," "," ","04"
"036903003"," ","HARDIN/CHAMBERS CTR","N","CHAMBERS","036","X","EAST CHAMBERS ISD","10 - 10","S"," "," ","04"
"220811101","AWN","EAST FORT WORTH MONTESSORI ACADEMY","Y","TARRANT","220","E","EAST FORT WORTH MONTESSORI ACADEMY","PK - 05","E"," "," ","11"
"092801001","JS","DAN CHADWICK CAMPUS","Y","GREGG","092","1","EAST TEXAS CHARTER SCHOOLS","09 - 12","S"," "," ","07"
"067903003"," ","EASTLAND CARE CAMPUS","N","EASTLAND","067","1","EASTLAND ISD","09 - 12","S"," "," ","14"
"067903001","JS","EASTLAND H S","N","EASTLAND","067","R","EASTLAND ISD","09 - 12","S"," "," ","14"
"067903041","AW","EASTLAND MIDDLE","N","EASTLAND","067","R","EASTLAND ISD","06 - 08","M"," "," ","14"
"067903101","NY","SIEBERT EL","N","EASTLAND","067","R","EASTLAND ISD","EE - 05","E"," "," ","14"
"068901004"," ","ALTER ED CTR","N","ECTOR","068","X","ECTOR COUNTY ISD","07 - 12","S"," "," ","18"
"068901102","N","AUSTIN MONTESSORI MAGNET","N","ECTOR","068","R","ECTOR COUNTY ISD","PK - 06","E"," "," ","18"
"068901129"," ","BARBARA JORDAN EL","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901125","N","BLANTON EL","N","ECTOR","068","R","ECTOR COUNTY ISD","PK - 06","E"," "," ","18"
"068901042"," ","BONHAM J H","N","ECTOR","068","R","ECTOR COUNTY ISD","07 - 09","M"," "," ","18"
"068901043","W","BOWIE J H","N","ECTOR","068","R","ECTOR COUNTY ISD","07 - 09","M"," "," ","18"
"068901103"," ","BURLESON EL","N","ECTOR","068","A","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901104"," ","BURNET EL","N","ECTOR","068","A","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901105","Y","CAMERON DUAL LANGUAGE MAGNET","N","ECTOR","068","A","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901106"," ","CARVER EARLY EE-KG","N","ECTOR","068","X","ECTOR COUNTY ISD","EE - PK","E"," "," ","18"
"068901044"," ","CROCKETT J H","N","ECTOR","068","R","ECTOR COUNTY ISD","07 - 09","M"," "," ","18"
"068901107","W","DOWLING EL","N","ECTOR","068","A","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901005","AR","ECTOR CO YOUTH CTR","N","ECTOR","068","1","ECTOR COUNTY ISD","07 - 11","S"," "," ","18"
"068901047"," ","ECTOR J H","N","ECTOR","068","R","ECTOR COUNTY ISD","07 - 09","M"," "," ","18"
"068901127","WMN","EL MAGNET AT BLACKSHEAR","N","ECTOR","068","E","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901112","W","EL MAGNET AT HAYS","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901114"," ","EL MAGNET AT IRELAND","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901116","N","EL MAGNET AT MILAM EL","N","ECTOR","068","R","ECTOR COUNTY ISD","PK - 06","E"," "," ","18"
"068901124","N","EL MAGNET AT NOEL EL","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901118","AEWMN","EL MAGNET AT REAGAN EL","N","ECTOR","068","E","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901122"," ","EL MAGNET AT TRAVIS","N","ECTOR","068","A","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901123"," ","EL MAGNET AT ZAVALA","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901101","NY","GALE POND ALAMO EL","N","ECTOR","068","R","ECTOR COUNTY ISD","EE - 06","E"," "," ","18"
"068901110"," ","GOLIAD EL","N","ECTOR","068","A","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901111","W","GONZALES EL","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901045"," ","HOOD J H","N","ECTOR","068","A","ECTOR COUNTY ISD","07 - 09","M"," "," ","18"
"068901128","X","L B JOHNSON EL","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901115"," ","LAMAR EARLY EE-KG","N","ECTOR","068","X","ECTOR COUNTY ISD","EE - PK","E"," "," ","18"
"068901130","MN","LAURO CAVAZOS EL","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901126"," ","MURRY FLY EL","N","ECTOR","068","A","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901046","Y","NIMITZ J H","N","ECTOR","068","A","ECTOR COUNTY ISD","07 - 09","M"," "," ","18"
"068901002"," ","ODESSA H S","N","ECTOR","068","A","ECTOR COUNTY ISD","09 - 12","S"," "," ","18"
"068901117","W","PEASE EL","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901003"," ","PERMIAN H S","N","ECTOR","068","A","ECTOR COUNTY ISD","09 - 12","S"," "," ","18"
"068901119","WN","ROSS EL","N","ECTOR","068","E","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901113","MNX","SAM HOUSTON EL","N","ECTOR","068","E","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"068901121","W","SAN JACINTO EL","N","ECTOR","068","R","ECTOR COUNTY ISD","KG - 06","E"," "," ","18"
"074905101","ENY","ECTOR ELEMENTARY SCHOOL","N","FANNIN","074","R","ECTOR ISD","KG - 06","E"," "," ","10"
"074905001","AUVWS","ECTOR HIGH SCHOOL","N","FANNIN","074","E","ECTOR ISD","07 - 12","S"," "," ","10"
"108903041"," ","CARLOS TRUAN JR HIGH","N","HIDALGO","108","R","EDCOUCH-ELSA ISD","07 - 08","M"," "," ","01"
"108903042","AY","DAVID YBARRA MIDDLE SCHOOL","N","HIDALGO","108","A","EDCOUCH-ELSA ISD","05 - 06","M"," "," ","01"
"108903001"," ","EDCOUCH-ELSA H S","N","HIDALGO","108","L","EDCOUCH-ELSA ISD","09 - 12","S"," "," ","01"
"108903106"," ","JORGE R GUTIERREZ EARLY CHILDHOOD","N","HIDALGO","108","X","EDCOUCH-ELSA ISD","PK - KG","E"," "," ","01"
"108903103","AM","KENNEDY EL","N","HIDALGO","108","E","EDCOUCH-ELSA ISD","01 - 04","E"," "," ","01"
"108903105","AEWM","L B J EL","N","HIDALGO","108","R","EDCOUCH-ELSA ISD","01 - 04","E"," "," ","01"
"108903104","AX","RUBEN C RODRIGUEZ ELEMENTARY","N","HIDALGO","108","R","EDCOUCH-ELSA ISD","01 - 04","E"," "," ","01"
"108903102","AMZ","SANTIAGO GARCIA ELEMENTARY","N","HIDALGO","108","R","EDCOUCH-ELSA ISD","01 - 04","E"," "," ","01"
"048901101","WN","EDEN EL","N","CONCHO","048","A","EDEN CISD","KG - 06","E"," "," ","15"
"048901001","RUVJES","EDEN H S","N","CONCHO","048","R","EDEN CISD","07 - 12","S"," "," ","15"
"048901003"," ","FAIRVIEW ACCELERATED","N","CONCHO","048","1","EDEN CISD","10 - 10","S"," "," ","15"
"048901005"," ","FAIRVIEW DAEP","N","CONCHO","048","X","EDEN CISD","12 - 12","S"," "," ","15"
"048901150"," ","FAIRVIEW VOC TRAINING","N","CONCHO","048","X","EDEN CISD","10 - 10","S"," "," ","15"
"048901102"," ","VERIBEST PPCD","N","CONCHO","048","X","EDEN CISD","EE - EE","E"," "," ","15"
"227803101","MNS","EDEN PARK ACADEMY","Y","TRAVIS","227","E","EDEN PARK ACADEMY","KG - 08","E"," "," ","13"
"015905106","N","ALONSO S PERALES ELEMENTARY SCHOOL","N","BEXAR","015","R","EDGEWOOD ISD","PK - 05","E"," "," ","20"
"015905042"," ","ALTERNATIVE CENTER","N","BEXAR","015","X","EDGEWOOD ISD","06 - 12","B"," "," ","20"
"015905010"," ","BEXAR CO J J A E P","N","BEXAR","015","X","EDGEWOOD ISD","07 - 08","M"," "," ","20"
"015905041","S","BRENTWOOD MIDDLE SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","06 - 08","M"," "," ","20"
"015905124"," ","BURLESON CENTER","N","BEXAR","015","X","EDGEWOOD ISD","PK - PK","E"," "," ","20"
"015905118"," ","CARDENAS CENTER","N","BEXAR","015","X","EDGEWOOD ISD","PK - PK","E"," "," ","20"
"015905105"," ","CORONADO/ESCOBAR ELEMENTARY SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","PK - 05","E"," "," ","20"
"015905044","S","E T WRENN MIDDLE SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","06 - 08","M"," "," ","20"
"234903101"," ","EDGEWOOD EL","N","VAN ZANDT","234","R","EDGEWOOD ISD","EE - 02","E","234903042","EDGEWOOD INT","07"
"234903001","UV","EDGEWOOD H S","N","VAN ZANDT","234","R","EDGEWOOD ISD","09 - 12","S"," "," ","07"
"234903042","EWNZ","EDGEWOOD INT","N","VAN ZANDT","234","R","EDGEWOOD ISD","03 - 05","E"," "," ","07"
"234903041","WS","EDGEWOOD MIDDLE","N","VAN ZANDT","234","R","EDGEWOOD ISD","06 - 08","M"," "," ","07"
"015905108","N","GARDENDALE ELEMENTARY SCHOOL","N","BEXAR","015","R","EDGEWOOD ISD","EE - 05","E"," "," ","20"
"015905046"," ","GUS GARCIA MIDDLE SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","06 - 08","M"," "," ","20"
"015905117"," ","H B GONZALEZ ELEMENTARY SCHOOL","N","BEXAR","015","R","EDGEWOOD ISD","PK - 05","E"," "," ","20"
"015905002","RS","JOHN F KENNEDY HIGH SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","09 - 12","S"," "," ","20"
"015905109","MNY","L B JOHNSON ELEMENTARY SCHOOL","N","BEXAR","015","R","EDGEWOOD ISD","PK - 05","E"," "," ","20"
"015905110"," ","LAS PALMAS ELEMENTARY SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","EE - 05","E"," "," ","20"
"015905112","NY","LOMA PARK ELEMENTARY SCHOOL","N","BEXAR","015","R","EDGEWOOD ISD","PK - 05","E"," "," ","20"
"015905003"," ","MEMORIAL HIGH SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","09 - 12","S"," "," ","20"
"015905113","E","ROOSEVELT ELEMENTARY SCHOOL","N","BEXAR","015","E","EDGEWOOD ISD","PK - 05","E"," "," ","20"
"015905104"," ","ROY CISNEROS EL","N","BEXAR","015","R","EDGEWOOD ISD","EE - 05","E"," "," ","20"
"015905125"," ","STAFFORD CENTER","N","BEXAR","015","X","EDGEWOOD ISD","PK - PK","E"," "," ","20"
"015905114","WY","STAFFORD EL","N","BEXAR","015","A","EDGEWOOD ISD","PK - 05","E"," "," ","20"
"015905045","X","TRUMAN MIDDLE SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","07 - 08","M"," "," ","20"
"015905116"," ","WINSTON ELEMENTARY SCHOOL","N","BEXAR","015","A","EDGEWOOD ISD","PK - 05","E"," "," ","20"
"108904126","AMN","ANNE L MAGEE ELEMENTARY","N","HIDALGO","108","E","EDINBURG CISD","PK - 05","E"," "," ","01"
"108904101","AEMNZ","AUSTIN ELEM","N","HIDALGO","108","E","EDINBURG CISD","EE - 05","E"," "," ","01"
"108904043","AEWS","B L GARZA MIDDLE SCHOOL","N","HIDALGO","108","R","EDINBURG CISD","06 - 08","M"," "," ","01"
"108904104","AEWMN","BETTS ELEM","N","HIDALGO","108","E","EDINBURG CISD","PK - 05","E"," "," ","01"
"108904102","W","BREWSTER ELEM","N","HIDALGO","108","R","EDINBURG CISD","PK - 08","E"," "," ","01"
"108904122","WN","CANO-GONZALEZ ELEM","N","HIDALGO","108","E","EDINBURG CISD","PK - 05","E"," "," ","01"
"108904114","AEWMN","CANTERBURY ELEM","N","HIDALGO","108","E","EDINBURG CISD","EE - 05","E"," "," ","01"
"108904125","AEWMNZ","CARMEN V AVILA ELEMENTARY","N","HIDALGO","108","E","EDINBURG CISD","PK - 05","E"," "," ","01"
"108904123","WN","CAVAZOS ELEM","N","HIDALGO","108","E","EDINBURG CISD","PK - 05","E"," "," ","01"
"108904117","EWMN","DE LA VINA ELEM","N","HIDALGO","108","E","EDINBURG CISD","PK - 05","E"," "," ","01"
"108904127","AEWMN","DR THOMAS ESPARZA ELEMENTARY","N","HIDALGO","108","E","EDINBURG CISD","PK - 05","E"," "," ","01"
"108904002","R","ECONOMEDES H S","N","HIDALGO","108","R","EDINBURG CISD","09 - 12","S"," "," ","01"
"108904001","RS","EDINBURG H S","N","HIDALGO","108","R","EDINBURG CISD","09 - 12","S"," "," ","01"
"108904003","PRS","EDINBURG NORTH H S","N","HIDALGO","108","R","EDINBURG CISD","09 - 12","S"," "," ","01"
"108904120","AWMN","EISENHOWER ELEM","N","HIDALGO","108","E","EDINBURG CISD","PK - 05","E"," "," ","01"
