CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"101902045","X","TEAGUE MIDDLE","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902117","AEWMX","THOMPSON EL","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902008","ADVEMS","VICTORY EARLY COLLEGE H S","N","HARRIS","101","E","ALDINE ISD","09 - 11","S"," "," ","04"
"101902154"," ","VINES EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E"," "," ","04"
"101902067","Y","WILSON INT","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902110","AEWM","WORSHAM EL","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"184907001","PCRUVJS","ALEDO HIGH SCHOOL","N","PARKER","184","R","ALEDO ISD","09 - 12","S"," "," ","11"
"184907041","AENS","ALEDO MIDDLE SCHOOL","N","PARKER","184","E","ALEDO ISD","07 - 08","M"," "," ","11"
"184907102","EWMN","CODER ELEMENTARY","N","PARKER","184","E","ALEDO ISD","EE - 05","E"," "," ","11"
"184907110","AX","MCANALLY INTERMEDIATE","N","PARKER","184","R","ALEDO ISD","06 - 06","M"," "," ","11"
"184907104","WNZ","MCCALL ELEMENTARY","N","PARKER","184","R","ALEDO ISD","KG - 05","E"," "," ","11"
"184907103","EWMN","STUARD ELEMENTARY","N","PARKER","184","E","ALEDO ISD","KG - 05","E"," "," ","11"
"184907101","WN","VANDAGRIFF ELEMENTARY","N","PARKER","184","E","ALEDO ISD","KG - 05","E"," "," ","11"
"125901043","Z","ADAMS MIDDLE","N","JIM WELLS","125","A","ALICE ISD","07 - 08","M"," "," ","02"
"125901001","RUJS","ALICE H S","N","JIM WELLS","125","A","ALICE ISD","09 - 12","S"," "," ","02"
"125901041","X","DUBOSE INT","N","JIM WELLS","125","A","ALICE ISD","05 - 06","M"," "," ","02"
"125901102","X","GARCIA EL","N","JIM WELLS","125","E","ALICE ISD","EE - 04","E"," "," ","02"
"125901101","W","HILLCREST EL","N","JIM WELLS","125","R","ALICE ISD","KG - 04","E"," "," ","02"
"125901042","X","MEMORIAL INT","N","JIM WELLS","125","A","ALICE ISD","05 - 06","M"," "," ","02"
"125901104","MX","NOONAN EL","N","JIM WELLS","125","E","ALICE ISD","EE - 04","E"," "," ","02"
"125901105"," ","SAENZ EL","N","JIM WELLS","125","R","ALICE ISD","EE - 04","E"," "," ","02"
"125901106","X","SALAZAR EL","N","JIM WELLS","125","R","ALICE ISD","KG - 04","E"," "," ","02"
"125901107","Y","SCHALLERT EL","N","JIM WELLS","125","R","ALICE ISD","PK - 04","E"," "," ","02"
"101903199"," ","ADMIN SERVICES","N","HARRIS","101","X","ALIEF ISD","03 - 12","B"," "," ","04"
"101903045","SY","ALBRIGHT MIDDLE","N","HARRIS","101","R","ALIEF ISD","07 - 08","M"," "," ","04"
"101903114"," ","ALEXANDER EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903012","E","ALIEF EARLY COLLEGE H S","N","HARRIS","101","E","ALIEF ISD","09 - 09","S"," "," ","04"
"101903047"," ","ALIEF ISD J J A E P","N","HARRIS","101","X","ALIEF ISD","07 - 10","S"," "," ","04"
"101903041","S","ALIEF MIDDLE","N","HARRIS","101","R","ALIEF ISD","06 - 08","M"," "," ","04"
"101903118","Z","BEST EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903102"," ","BOONE EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903145","Z","BUDEWIG INTERMEDIATE","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101903121","Z","BUSH EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903104","X","CHAMBERS EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903108","EMN","CHANCELLOR EL","N","HARRIS","101","E","ALIEF ISD","EE - 05","E"," "," ","04"
"101903122","N","COLLINS EL","N","HARRIS","101","R","ALIEF ISD","PK - 05","E"," "," ","04"
"101903112"," ","CUMMINGS EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903002","DS","ELSIK H S","N","HARRIS","101","R","ALIEF ISD","09 - 12","S"," "," ","04"
"101903001","DS","HASTINGS H S","N","HARRIS","101","R","ALIEF ISD","09 - 12","S"," "," ","04"
"101903115","X","HEARNE EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903111","X","HEFLIN EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903120"," ","HICKS EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903124"," ","HOLMQUIST EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903044","SY","HOLUB MIDDLE","N","HARRIS","101","R","ALIEF ISD","07 - 08","M"," "," ","04"
"101903123","Z","HORN EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903107"," ","KENNEDY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903006","ADPRUVJEMS","KERR H S","N","HARRIS","101","E","ALIEF ISD","09 - 12","S"," "," ","04"
"101903043"," ","KILLOUGH MIDDLE","N","HARRIS","101","R","ALIEF ISD","07 - 08","M"," "," ","04"
"101903141","NZ","KLENTZMAN INT","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101903116"," ","LANDIS EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903109","Y","LIESTMAN EL","N","HARRIS","101","E","ALIEF ISD","PK - 04","E"," "," ","04"
"101903106","EZ","MAHANAY EL","N","HARRIS","101","E","ALIEF ISD","EE - 04","E"," "," ","04"
"101903103"," ","MARTIN EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903143","Z","MATA INTERMEDIATE","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101903144","EMZ","MILLER INTERMEDIATE","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101903046","SY","O'DONNELL MIDDLE","N","HARRIS","101","R","ALIEF ISD","07 - 08","M"," "," ","04"
"101903042"," ","OLLE MIDDLE","N","HARRIS","101","R","ALIEF ISD","07 - 08","M"," "," ","04"
"101903119","EW","OUTLEY EL","N","HARRIS","101","E","ALIEF ISD","PK - 04","E"," "," ","04"
"101903140","Z","OWENS INT","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101903110"," ","PETROSKY EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903113","AEMX","REES EL","N","HARRIS","101","E","ALIEF ISD","PK - 04","E"," "," ","04"
"101903105","X","SMITH EL","N","HARRIS","101","E","ALIEF ISD","PK - 04","E"," "," ","04"
"101903117","E","SNEED EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903003","DS","TAYLOR HIGH SCHOOL","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903101","Z","YOUENS EL","N","HARRIS","101","R","ALIEF ISD","EE - 05","E"," "," ","04"
"101903142","Z","YOUNGBLOOD INT","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101815101","EWMNX","ALIEF MONTESSORI COMMUNITY SCHOOL","Y","HARRIS","101","E","ALIEF MONTESSORI COMMUNITY SCHOOL","PK - 05","E"," "," ","04"
"043901001","PUJS","ALLEN H S","N","COLLIN","043","E","ALLEN ISD","09 - 12","S"," "," ","10"
"043901102","AN","ALTON BOYD EL","N","COLLIN","043","R","ALLEN ISD","KG - 06","E"," "," ","10"
"043901105","AEWMN","ALVIS C STORY EL","N","COLLIN","043","E","ALLEN ISD","PK - 06","E"," "," ","10"
"043901110","AEWMN","BOLIN EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901114","AEWMNY","CARLENA CHANDLER EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901003"," ","COLLIN CO J J A E P","N","COLLIN","043","X","ALLEN ISD","09 - 12","S"," "," ","10"
"043901101","AN","D L ROUNTREE EL","N","COLLIN","043","E","ALLEN ISD","PK - 06","E"," "," ","10"
"043901116","EWMNY","DAVID AND LYNDA OLSON EL","N","COLLIN","043","E","ALLEN ISD","PK - 06","E"," "," ","10"
"043901113","AEWMN","DR E T BOON EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901044","AEWNS","ERECKSON MS","N","COLLIN","043","E","ALLEN ISD","07 - 08","M"," "," ","10"
"043901107","EWMN","FLOSSIE FLOYD GREEN EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901108","AEWMN","FRANCES E NORTON EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901104","EWN","GENE M REED EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901109","AEMN","GEORGE J ANDERSON EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901112","AEWMN","JAMES AND MARGIE MARION EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901111","AEWMN","KERR EL","N","COLLIN","043","E","ALLEN ISD","PK - 06","E"," "," ","10"
"043901002","A","LOWERY FRESHMAN CENTER","N","COLLIN","043","R","ALLEN ISD","09 - 09","S"," "," ","10"
"043901115","AEWMN","MARY EVANS EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901106","WMN","MAX O VAUGHAN EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901042","AEWNSY","W E PETE FORD MIDDLE","N","COLLIN","043","E","ALLEN ISD","07 - 08","M"," "," ","10"
"043901043","AEWMNS","WALTER & LOIS CURTIS MIDDLE","N","COLLIN","043","E","ALLEN ISD","07 - 08","M"," "," ","10"
"057832001"," ","ALPHA CHARTER SCHOOL","Y","DALLAS","057","2","ALPHA CHARTER SCHOOL","KG - 12","B"," "," ","10"
"022901101"," ","ALPINE EL","N","BREWSTER","022","R","ALPINE ISD","EE - 04","E"," "," ","18"
"022901001","RJS","ALPINE H S","N","BREWSTER","022","E","ALPINE ISD","09 - 12","S"," "," ","18"
"022901041","EW","ALPINE MIDDLE","N","BREWSTER","022","R","ALPINE ISD","05 - 08","M"," "," ","18"
"037901101"," ","ALTO EL","N","CHEROKEE","037","E","ALTO ISD","PK - 04","E"," "," ","07"
"037901001","VJ","ALTO H S","N","CHEROKEE","037","A","ALTO ISD","09 - 12","S"," "," ","07"
"037901041","AWSZ","ALTO MIDDLE","N","CHEROKEE","037","R","ALTO ISD","05 - 08","M"," "," ","07"
"126901102","EM","ALVARADO EL-NORTH","N","JOHNSON","126","E","ALVARADO ISD","EE - 03","E"," "," ","11"
"126901101","EM","ALVARADO EL-SOUTH","N","JOHNSON","126","E","ALVARADO ISD","PK - 03","E"," "," ","11"
"126901001"," ","ALVARADO H S","N","JOHNSON","126","R","ALVARADO ISD","09 - 12","S"," "," ","11"
"126901104","X","ALVARADO INT","N","JOHNSON","126","A","ALVARADO ISD","04 - 07","M"," "," ","11"
"126901041","SY","ALVARADO J H","N","JOHNSON","126","R","ALVARADO ISD","07 - 08","M"," "," ","11"
"126901103","E","LILLIAN EL","N","JOHNSON","126","E","ALVARADO ISD","EE - 03","E"," "," ","11"
"020901101","NZ","ALVIN ELEMENTARY","N","BRAZORIA","020","E","ALVIN ISD","03 - 05","E"," "," ","04"
"020901001","VJS","ALVIN HIGH SCHOOL","N","BRAZORIA","020","R","ALVIN ISD","09 - 12","S"," "," ","04"
"020901041","S","ALVIN J H","N","BRAZORIA","020","E","ALVIN ISD","06 - 08","M"," "," ","04"
"020901102"," ","ALVIN PRI","N","BRAZORIA","020","E","ALVIN ISD","EE - 02","E","020901101","ALVIN ELEMENTARY","04"
"020901005"," ","ASSETS","N","BRAZORIA","020","1","ALVIN ISD","07 - 12","S"," "," ","04"
"020901004"," ","BRAZORIA CO J J A E P","N","BRAZORIA","020","X","ALVIN ISD","07 - 11","S"," "," ","04"
"020901110","WMNY","DON JETER EL","N","BRAZORIA","020","E","ALVIN ISD","EE - 05","E"," "," ","04"
"020901105","MNZ","E C MASON ELEMENTARY","N","BRAZORIA","020","E","ALVIN ISD","PK - 05","E"," "," ","04"
