CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"250906001","VEW","ALBA-GOLDEN H S","N","WOOD","250","A","ALBA-GOLDEN ISD","06 - 12","B"," "," ","07"
"209901001","ARUVEW","ALBANY JR-SR H S","N","SHACKELFORD","209","A","ALBANY ISD","07 - 12","S"," "," ","14"
"209901101","EWMN","NANCY SMITH EL","N","SHACKELFORD","209","E","ALBANY ISD","EE - 06","E"," "," ","14"
"101902130"," ","ALDINE ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902001"," ","ALDINE HIGH SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 12","S"," "," ","04"
"101902099"," ","ALDINE J J A E P","N","HARRIS","101","X","ALDINE ISD","08 - 12","S"," "," ","04"
"101902041","SZ","ALDINE MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902081","Y","ALDINE NINTH GRADE SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 09","S"," "," ","04"
"101902101","E","ANDERSON ACADEMY","N","HARRIS","101","E","ALDINE ISD","01 - 03","E"," "," ","04"
"101902102","AMX","BETHUNE ACADEMY","N","HARRIS","101","R","ALDINE ISD","03 - 04","E"," "," ","04"
"101902126","EWMZ","BLACK ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902131","MY","BUSSEY ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902128"," ","CALVERT ELEMENTARY","N","HARRIS","101","A","ALDINE ISD","EE - 04","E"," "," ","04"
"101902066","MX","CARAWAY INTERMEDIATE","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902122","A","CARMICHAEL ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902103","EMY","CARROLL ACADEMY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902107","AM","CARTER ACADEMY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902002","RUVS","CARVER H S  FOR APPLIED TECH/ENGI","N","HARRIS","101","R","ALDINE ISD","09 - 12","S"," "," ","04"
"101902123"," ","CONLEY ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902155"," ","DE SANTIAGO EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E"," "," ","04"
"101902042","AE","DREW ACADEMY","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902124","MX","DUNN ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902061","EM","ECKERT INTERMEDIATE","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902004","X","EISENHOWER HIGH SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 12","S"," "," ","04"
"101902084","Y","EISENHOWER NINTH GRADE SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 09","S"," "," ","04"
"101902121","X","ERMEL ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902063","EM","ESCAMILLA INTERMEDIATE","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902105","X","FRANCIS ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902106","Z","GOODMAN ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902048","ESX","GRANTHAM ACADEMY","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902125","WM","GRAY ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902007"," ","HALL ACADEMY","N","HARRIS","101","1","ALDINE ISD","09 - 12","S"," "," ","04"
"101902006"," ","HALL HIGH SCHOOL","N","HARRIS","101","1","ALDINE ISD","09 - 12","S"," "," ","04"
"101902043","ES","HAMBRICK MIDDLE","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902129","M","HARRIS ACADEMY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902069"," ","HILL INTERMEDIATE","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902153"," ","HINOJOSA EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E"," "," ","04"
"101902046"," ","HOFFMAN MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902062","AEMZ","HOUSTON ACADEMY","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902116","AM","JOHNSON ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902151"," ","KEEBLE EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E"," "," ","04"
"101902108"," ","LANE SCHOOL","N","HARRIS","101","X","ALDINE ISD","EE - 12","B"," "," ","04"
"101902003","UVSX","MACARTHUR HIGH SCHOOL","N","HARRIS","101","R","ALDINE ISD","09 - 12","S"," "," ","04"
"101902083","AEY","MACARTHUR NINTH GRADE SCHOOL","N","HARRIS","101","R","ALDINE ISD","09 - 09","S"," "," ","04"
"101902120"," ","MAGRILL ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902070","EY","MARCELLA INTER","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902109","AEM","MENDEL ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902005","USX","NIMITZ HIGH SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 12","S"," "," ","04"
"101902085","Y","NIMITZ NINTH GRADE SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 09","S"," "," ","04"
"101902115","AM","ODOM ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902111","AEWM","OLESON ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902112","EM","ORANGE GROVE ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902065","E","PARKER INTERMEDIATE","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902051","AESZ","PLUMMER MIDDLE SCHOOL","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902113","WM","RAYMOND ACADEMY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902104"," ","REECE ACADEMY","N","HARRIS","101","X","ALDINE ISD","PK - KG","E"," "," ","04"
"101902068","AEM","REED ACADEMY","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902118","A","SAMMONS ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902047","ESX","SHOTWELL MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902114"," ","SMITH ACADEMY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902132","M","SPENCE EL","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902064","EMNZ","STEHLIK INTERMEDIATE","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902119","WMX","STEPHENS ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902127"," ","STOVALL ACADEMY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902044","S","STOVALL MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902045","EWX","TEAGUE MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902117","EWMX","THOMPSON ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902008","EMY","VICTORY EARLY COLLEGE H S","N","HARRIS","101","E","ALDINE ISD","09 - 09","S"," "," ","04"
"101902154"," ","VINES EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E"," "," ","04"
"101902067","AEMY","WILSON INTERMEDIATE","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902110","AEMX","WORSHAM ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"184907001","PRUVSY","ALEDO HIGH SCHOOL","N","PARKER","184","A","ALEDO ISD","09 - 12","S"," "," ","11"
"184907041","EWMNS","ALEDO MIDDLE SCHOOL","N","PARKER","184","R","ALEDO ISD","07 - 08","M"," "," ","11"
"184907102","WN","CODER ELEMENTARY","N","PARKER","184","R","ALEDO ISD","EE - 05","E"," "," ","11"
"184907110","AEMZ","MCANALLY INTERMEDIATE","N","PARKER","184","E","ALEDO ISD","06 - 06","M"," "," ","11"
"184907103","EWMN","STUARD ELEMENTARY","N","PARKER","184","E","ALEDO ISD","KG - 05","E"," "," ","11"
"184907101","EWMN","VANDAGRIFF ELEMENTARY","N","PARKER","184","E","ALEDO ISD","KG - 05","E"," "," ","11"
"125901043","X","ADAMS MIDDLE","N","JIM WELLS","125","A","ALICE ISD","07 - 08","M"," "," ","02"
"125901001","RY","ALICE H S","N","JIM WELLS","125","A","ALICE ISD","09 - 12","S"," "," ","02"
"125901041"," ","DUBOSE INTERMEDIATE","N","JIM WELLS","125","A","ALICE ISD","05 - 06","M"," "," ","02"
"125901102"," ","GARCIA EL","N","JIM WELLS","125","A","ALICE ISD","KG - 04","E"," "," ","02"
"125901101","EWM","HILLCREST EL","N","JIM WELLS","125","R","ALICE ISD","KG - 04","E"," "," ","02"
"125901042"," ","MEMORIAL INTERMEDIATE","N","JIM WELLS","125","L","ALICE ISD","05 - 06","M"," "," ","02"
"125901104","W","NOONAN EL","N","JIM WELLS","125","R","ALICE ISD","EE - 04","E"," "," ","02"
"125901105"," ","SAENZ EL","N","JIM WELLS","125","A","ALICE ISD","EE - 04","E"," "," ","02"
"125901106","EWZ","SALAZAR EL","N","JIM WELLS","125","R","ALICE ISD","KG - 04","E"," "," ","02"
"125901107"," ","SCHALLERT EL","N","JIM WELLS","125","R","ALICE ISD","PK - 04","E"," "," ","02"
"101903199"," ","ADMIN SERVICES","N","HARRIS","101","X","ALIEF ISD","EE - 12","B"," "," ","04"
"101903045","ES","ALBRIGHT MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 09","M"," "," ","04"
"101903114","Z","ALEXANDER EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903047"," ","ALIEF ISD J J A E P","N","HARRIS","101","X","ALIEF ISD","07 - 09","M"," "," ","04"
"101903041","ES","ALIEF MIDDLE","N","HARRIS","101","A","ALIEF ISD","06 - 08","M"," "," ","04"
"101903118","Y","BEST EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903102","Y","BOONE EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903145","EY","BUDEWIG INTERMEDIATE","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903121","W","BUSH EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903104"," ","CHAMBERS EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903108","MNX","CHANCELLOR EL","N","HARRIS","101","R","ALIEF ISD","EE - 05","E"," "," ","04"
"101903122","NY","COLLINS ELEMENTARY","N","HARRIS","101","R","ALIEF ISD","PK - 05","E"," "," ","04"
"101903112"," ","CUMMINGS EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903002","DRSX","ELSIK H S","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903001","DSZ","HASTINGS H S","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903115"," ","HEARNE EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903111","X","HEFLIN EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903120","W","HICKS EL","N","HARRIS","101","R","ALIEF ISD","PK - 05","E"," "," ","04"
"101903124"," ","HOLMQUIST EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903044","EWS","HOLUB MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 09","M"," "," ","04"
"101903123","MZ","HORN EL","N","HARRIS","101","R","ALIEF ISD","PK - 05","E"," "," ","04"
"101903107"," ","KENNEDY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903006","ADPCRUVEMSY","KERR H S","N","HARRIS","101","R","ALIEF ISD","09 - 12","S"," "," ","04"
"101903043","ES","KILLOUGH MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 08","M"," "," ","04"
"101903141","Z","KLENTZMAN INT","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903116"," ","LANDIS EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903109","WY","LIESTMAN EL","N","HARRIS","101","R","ALIEF ISD","EE - 05","E"," "," ","04"
"101903106","X","MAHANAY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903103","Y","MARTIN EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903143","EMZ","MATA INTERMEDIATE","N","HARRIS","101","A","ALIEF ISD","05 - 07","M"," "," ","04"
"101903144","AEMZ","MILLER INTERMEDIATE","N","HARRIS","101","R","ALIEF ISD","05 - 07","M"," "," ","04"
"101903046","EWS","O'DONNELL MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 09","M"," "," ","04"
"101903042","ES","OLLE MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 09","M"," "," ","04"
"101903119","EWM","OUTLEY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903140","MZ","OWENS INT","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903110","X","PETROSKY EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903113","MZ","REES EL","N","HARRIS","101","E","ALIEF ISD","PK - 05","E"," "," ","04"
"101903105","W","SMITH EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903117"," ","SNEED EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903003","DRSZ","TAYLOR HIGH SCHOOL","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903101","Y","YOUENS EL","N","HARRIS","101","R","ALIEF ISD","EE - 05","E"," "," ","04"
"101903142","EMY","YOUNGBLOOD INT","N","HARRIS","101","A","ALIEF ISD","04 - 06","E"," "," ","04"
"101815101","EM","ALIEF MONTESSORI COMMUNITY SCHOOL","Y","HARRIS","101","E","ALIEF MONTESSORI COMMUNITY SCHOOL","PK - 03","E"," "," ","04"
"043901001","PUSX","ALLEN H S","N","COLLIN","043","R","ALLEN ISD","09 - 12","S"," "," ","10"
"043901102","Y","ALTON BOYD EL","N","COLLIN","043","A","ALLEN ISD","KG - 06","E"," "," ","10"
"043901105","EWMN","ALVIS C STORY EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901110","AEWMNZ","BOLIN ELEMENTARY SCHOOL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901114","AWMN","CARLENA CHANDLER EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901003"," ","COLLIN CO J J A E P","N","COLLIN","043","X","ALLEN ISD","09 - 12","S"," "," ","10"
"043901101","EWMNZ","D L ROUNTREE EL","N","COLLIN","043","R","ALLEN ISD","PK - 06","E"," "," ","10"
"043901113","EWMNY","DR E T BOON EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901044","AEWS","ERECKSON MS","N","COLLIN","043","R","ALLEN ISD","07 - 08","M"," "," ","10"
"043901107","AEWMN","FLOSSIE FLOYD GREEN EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901108","AEWMN","FRANCES E NORTON EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901104","EWN","GENE M REED EL","N","COLLIN","043","R","ALLEN ISD","KG - 06","E"," "," ","10"
"043901109","AEWMN","GEORGE J ANDERSON EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901112","AEWMNY","JAMES AND MARGIE MARION ELEMENTAR","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901111","EWMNY","KERR ELEMENTARY SCHOOL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901002","AEY","LOWERY FRESHMAN CENTER","N","COLLIN","043","R","ALLEN ISD","09 - 09","S"," "," ","10"
"043901106","EWMN","MAX O VAUGHAN EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901042","AEWS","W E PETE FORD MIDDLE","N","COLLIN","043","R","ALLEN ISD","07 - 08","M"," "," ","10"
"043901043","AEWS","WALTER & LOIS CURTIS MIDDLE","N","COLLIN","043","R","ALLEN ISD","07 - 08","M"," "," ","10"
"057832001"," ","ALPHA CHARTER SCHOOL","Y","DALLAS","057","1","ALPHA CHARTER SCHOOL","KG - 12","B"," "," ","10"
"101817001"," ","ALPHONSO CRUTCH'S-LIFE SUPPORT CE","Y","HARRIS","101","2","ALPHONSO CRUTCH'S-LIFE SUPPORT CEN","06 - 12","B"," "," ","04"
"022901101"," ","ALPINE EL","N","BREWSTER","022","A","ALPINE ISD","EE - 04","E"," "," ","18"
"022901001","UX","ALPINE H S","N","BREWSTER","022","A","ALPINE ISD","09 - 12","S"," "," ","18"
"022901041","EWSX","ALPINE MIDDLE","N","BREWSTER","022","A","ALPINE ISD","05 - 08","M"," "," ","18"
"037901101","X","ALTO EL","N","CHEROKEE","037","R","ALTO ISD","PK - 04","E"," "," ","07"
"037901001","AS","ALTO H S","N","CHEROKEE","037","A","ALTO ISD","09 - 12","S"," "," ","07"
"037901041","AWZ","ALTO MIDDLE","N","CHEROKEE","037","A","ALTO ISD","05 - 08","M"," "," ","07"
"126901102","W","ALVARADO EL-NORTH","N","JOHNSON","126","A","ALVARADO ISD","EE - 04","E"," "," ","11"
"126901101","WZ","ALVARADO EL-SOUTH","N","JOHNSON","126","R","ALVARADO ISD","PK - 04","E"," "," ","11"
"126901001"," ","ALVARADO H S","N","JOHNSON","126","A","ALVARADO ISD","09 - 12","S"," "," ","11"
"126901104","E","ALVARADO INT","N","JOHNSON","126","A","ALVARADO ISD","05 - 07","M"," "," ","11"
"126901041","S","ALVARADO J H","N","JOHNSON","126","A","ALVARADO ISD","07 - 08","M"," "," ","11"
"126901003"," ","JUVENILE JUSTICE ALTERNATIVE","N","JOHNSON","126","X","ALVARADO ISD","09 - 11","S"," "," ","11"
"126901103","M","LILLIAN EL","N","JOHNSON","126","R","ALVARADO ISD","PK - 04","E"," "," ","11"
"020901101","EWMNY","ALVIN ELEMENTARY","N","BRAZORIA","020","E","ALVIN ISD","04 - 06","E"," "," ","04"
"020901001","S","ALVIN HIGH SCHOOL","N","BRAZORIA","020","A","ALVIN ISD","09 - 12","S"," "," ","04"
"020901041","ES","ALVIN J H","N","BRAZORIA","020","A","ALVIN ISD","07 - 08","M"," "," ","04"
"020901102","EM","ALVIN PRI","N","BRAZORIA","020","R","ALVIN ISD","EE - 03","E"," "," ","04"
"020901200"," ","ALVIN REACH SCHOOL","N","BRAZORIA","020","X","ALVIN ISD","01 - 12","B"," "," ","04"
"020901005","WS","ASSETS","N","BRAZORIA","020","1","ALVIN ISD","07 - 12","S"," "," ","04"
"020901004"," ","BRAZORIA CO J J A E P","N","BRAZORIA","020","X","ALVIN ISD","07 - 10","S"," "," ","04"
"020901110","MN","DON JETER ELEMENTARY","N","BRAZORIA","020","R","ALVIN ISD","EE - 06","E"," "," ","04"
"020901105","EWMNZ","E C MASON ELEMENTARY","N","BRAZORIA","020","E","ALVIN ISD","PK - 06","E"," "," ","04"
