DISTRICT,DA0GR07N,DA0GR07P,DB0GR07N,DB0GR07P,DH0GR07N,DH0GR07P,DI0GR07N,DI0GR07P,DP0GR07N,DP0GR07P,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETWHIC,DPETWHIP,DS0GR07N,DS0GR07P,DW0GR07N,DW0GR07P
"101917",1984,100,135,6.8,1166,58.8,8,0.4,133,6.7,50603,12383,24.5,3776,7.5,3102,5.7,34935,69,38748,76.6,100,0.2,14074,27.8,1608,3.2,27351,54.1,6371,12.6,119,6,542,27.3
"101919",1612,100,600,37.2,379,23.5,6,0.4,115,7.1,33121,4855,14.7,12895,38.9,618,1.7,21586,65.2,12456,37.6,60,0.2,5104,15.4,1534,4.6,13667,41.3,6176,18.6,152,9.4,512,31.8
"101920",1809,100,101,5.6,653,36.1,3,0.2,146,8.1,31955,10130,31.7,2155,6.7,524,1.5,17539,54.9,17414,54.5,63,0.2,10316,32.3,1986,6.2,16361,51.2,10337,32.3,139,7.7,906,50.1
"101921",544,100,22,4,70,12.9,1,0.2,14,2.6,9336,860,9.2,637,6.8,179,1.8,1891,20.3,1889,20.2,38,0.4,921,9.9,368,3.9,3268,35,6404,68.6,25,4.6,437,80.3
"101924",221,100,56,25.3,95,43,1,0.5,3,1.4,5774,1474,25.5,1460,25.3,95,1.5,4457,77.2,3370,58.4,14,0.2,1530,26.5,28,0.5,3704,64.1,902,15.6,20,9,66,29.9
"101925",242,100,6,2.5,24,9.9,1,0.4,0,0,3083,120,3.9,71,2.3,137,4,772,25,376,12.2,13,0.4,129,4.2,23,0.7,1105,35.8,2600,84.3,30,12.4,211,87.2
"102901",11,100,9,81.8,0,0,0,0,0,0,204,4,2,143,70.1,1,0.4,185,90.7,8,3.9,0,0,4,2,0,0,134,65.7,53,26,5,45.5,2,18.2
"102902",349,100,132,37.8,43,12.3,1,0.3,2,0.6,5743,625,10.9,2343,40.8,168,2.7,3617,63,1247,21.7,9,0.2,639,11.1,47,0.8,2751,47.9,2097,36.5,64,18.3,171,49
"102903",48,100,14,29.2,2,4.2,0,0,0,0,719,58,8.1,163,22.7,26,3,378,52.6,129,17.9,0,0,66,9.2,1,0.1,313,43.5,426,59.2,10,20.8,32,66.7
"102904",256,100,22,8.6,7,2.7,2,0.8,0,0,4019,71,1.8,297,7.4,34,0.8,1431,35.6,292,7.3,25,0.6,71,1.8,30,0.7,1216,30.3,3375,84,27,10.5,225,87.9
"102905",52,100,3,5.8,0,0,0,0,0,0,686,10,1.5,25,3.6,9,1.2,234,34.1,20,2.9,8,1.2,10,1.5,0,0,160,23.3,633,92.3,7,13.5,49,94.2
"102906",82,100,18,22,4,4.9,0,0,0,0,975,8,0.8,150,15.4,14,1.3,410,42.1,29,3,2,0.2,8,0.8,0,0,307,31.5,794,81.4,12,14.6,60,73.2
"103901",8,100,0,0,0,0,0,0,0,0,128,2,1.6,0,0,0,0,47,36.7,13,10.2,0,0,2,1.6,0,0,25,19.5,115,89.8,2,25,8,100
"103902",9,100,0,0,3,33.3,0,0,0,0,202,52,25.7,0,0,0,0,120,59.4,94,46.5,0,0,53,26.2,0,0,111,55,108,53.5,0,0,6,66.7
"104901",48,100,3,6.3,20,41.7,0,0,0,0,602,14,2.3,32,5.3,8,1.1,435,72.3,225,37.4,0,0,14,2.3,1,0.2,248,41.2,344,57.1,7,14.6,25,52.1
"104903",20,100,0,0,5,25,0,0,0,0,146,6,4.1,3,2.1,2,1.1,91,62.3,48,32.9,0,0,7,4.8,0,0,68,46.6,95,65.1,3,15,15,75
"104907",8,100,0,0,1,12.5,0,0,0,0,147,5,3.4,4,2.7,0,0,88,59.9,31,21.1,0,0,5,3.4,0,0,35,23.8,112,76.2,1,12.5,7,87.5
"105801",19,100,0,0,4,21.1,1,5.3,0,0,122,0,0,0,0,2,1.2,31,25.4,10,8.2,0,0,0,0,0,0,74,60.7,112,91.8,3,15.8,14,73.7
"105802",0,.,0,.,0,.,0,.,0,.,77,0,0,6,7.8,0,0,24,31.2,60,77.9,0,0,0,0,2,2.6,3,3.9,9,11.7,0,.,0,.
"105902",430,100,14,3.3,269,62.6,0,0,4,0.9,7333,580,7.9,360,4.9,183,2.3,4641,63.3,5118,69.8,15,0.2,610,8.3,56,0.8,3179,43.4,1784,24.3,27,6.3,143,33.3
"105904",259,100,2,0.8,26,10,1,0.4,2,0.8,4010,140,3.5,30,0.7,69,1.7,403,10,560,14,15,0.4,147,3.7,62,1.5,788,19.7,3343,83.4,19,7.3,228,88
"105905",154,100,3,1.9,13,8.4,0,0,0,0,1930,74,3.8,17,0.9,48,2.3,428,22.2,267,13.8,19,1,77,4,10,0.5,573,29.7,1617,83.8,11,7.1,138,89.6
"105906",613,100,30,4.9,290,47.3,2,0.3,4,0.7,12981,1495,11.5,634,4.9,379,2.9,5393,41.5,7304,56.3,41,0.3,1614,12.4,109,0.8,5868,45.2,4893,37.7,88,14.4,287,46.8
"106901",45,100,0,0,10,22.2,0,0,1,2.2,718,118,16.4,4,0.6,1,0.1,265,36.9,280,39,0,0,119,16.6,0,0,268,37.3,434,60.4,10,22.2,34,75.6
"107901",194,100,30,15.5,43,22.2,0,0,0,0,3471,778,22.4,528,15.2,51,1.4,2173,62.6,1216,35,3,0.1,749,21.6,17,0.5,2048,59,1707,49.2,34,17.5,121,62.4
"107902",191,100,9,4.7,17,8.9,1,0.5,1,0.5,2718,75,2.8,225,8.3,64,2.1,1252,46.1,246,9.1,15,0.6,76,2.8,13,0.5,1213,44.6,2219,81.6,25,13.1,163,85.3
"107904",45,100,0,0,1,2.2,0,0,0,0,608,12,2,7,1.2,18,2.7,319,52.5,31,5.1,1,0.2,12,2,0,0,207,34,569,93.6,6,13.3,44,97.8
"107905",92,100,1,1.1,8,8.7,0,0,1,1.1,1558,15,1,25,1.6,25,1.4,972,62.4,114,7.3,12,0.8,16,1,2,0.1,774,49.7,1405,90.2,12,13,82,89.1
"107906",73,100,11,15.1,8,11,1,1.4,0,0,1143,50,4.4,141,12.3,47,3.5,672,58.8,146,12.8,11,1,52,4.5,12,1,428,37.4,833,72.9,13,17.8,53,72.6
"107907",14,100,3,21.4,1,7.1,0,0,0,0,226,0,0,51,22.6,13,4.1,129,57.1,20,8.8,0,0,0,0,1,0.4,125,55.3,154,68.1,5,35.7,10,71.4
"107908",0,.,0,.,0,.,0,.,0,.,147,13,8.8,3,2,0,0,83,56.5,29,19.7,0,0,13,8.8,0,0,63,42.9,115,78.2,0,.,0,.
"107910",39,100,4,10.3,2,5.1,0,0,0,0,470,4,0.9,66,14,2,0.4,248,52.8,22,4.7,0,0,4,0.9,0,0,175,37.2,382,81.3,7,17.9,33,84.6
"108801",141,100,0,0,135,95.7,0,0,0,0,968,407,42,7,0.7,0,0,935,96.6,947,97.8,0,0,421,43.5,2,0.2,905,93.5,12,1.2,4,2.8,6,4.3
"108802",6,100,0,0,6,100,0,0,0,0,517,119,23,7,1.4,0,0,319,61.7,431,83.4,2,0.4,119,23,16,3.1,211,40.8,61,11.8,0,0,0,0
"108804",58,100,0,0,55,94.8,0,0,0,0,302,55,18.2,0,0,0,0,256,84.8,288,95.4,0,0,55,18.2,0,0,298,98.7,14,4.6,2,3.4,3,5.2
"108807",25,100,0,0,23,92,0,0,0,0,2714,612,22.5,19,0.7,0,0,1949,71.8,2524,93,4,0.1,660,24.3,52,1.9,1199,44.2,115,4.2,3,12,2,8
"108808",0,.,0,.,0,.,0,.,0,.,423,102,24.1,0,0,0,0,331,78.3,406,96,0,0,103,24.3,1,0.2,180,42.6,16,3.8,0,.,0,.
"108902",375,100,1,0.3,369,98.4,0,0,0,0,13936,7312,52.5,10,0.1,489,3.2,13359,95.9,13796,99,7,0.1,7597,54.5,7,0.1,11269,80.9,116,0.8,39,10.4,5,1.3
"108903",246,100,0,0,245,99.6,0,0,1,0.4,5651,2214,39.2,6,0.1,42,0.7,5401,95.6,5624,99.5,1,0,2242,39.7,0,0,3914,69.3,20,0.4,28,11.4,0,0
"108904",1311,100,3,0.2,1261,96.2,0,0,10,0.8,29762,9390,31.6,109,0.4,411,1.3,25434,85.5,28849,96.9,20,0.1,9758,32.8,222,0.7,17955,60.3,562,1.9,157,12,37,2.8
"108905",155,100,0,0,155,100,0,0,0,0,3395,1893,55.8,4,0.1,29,0.8,3050,89.8,3383,99.6,0,0,1903,56.1,2,0.1,2445,72,6,0.2,13,8.4,0,0
"108906",1214,100,9,0.7,1024,84.3,0,0,32,2.6,24902,7671,30.8,132,0.5,661,2.4,17206,69.1,22773,91.5,22,0.1,7724,31,465,1.9,15359,61.7,1510,6.1,106,8.7,149,12.3
"108907",228,100,1,0.4,222,97.4,0,0,0,0,5483,1464,26.7,11,0.2,114,1.9,5058,92.2,5435,99.1,0,0,1653,30.1,4,0.1,3648,66.5,33,0.6,20,8.8,5,2.2
"108908",640,100,1,0.2,624,97.5,0,0,0,0,15501,5257,33.9,24,0.2,410,2.4,13067,84.3,15226,98.2,1,0,5465,35.3,23,0.1,9985,64.4,227,1.5,30,4.7,15,2.3
"108909",966,100,0,0,947,98,0,0,3,0.3,29966,11985,40,70,0.2,835,2.6,26753,89.3,29578,98.7,8,0,12573,42,45,0.2,23319,77.8,265,0.9,82,8.5,16,1.7
"108910",66,100,0,0,66,100,0,0,0,0,2041,952,46.6,0,0,20,0.9,1819,89.1,2038,99.9,0,0,979,48,1,0,1345,65.9,2,0.1,7,10.6,0,0
"108911",439,100,4,0.9,366,83.4,0,0,7,1.6,8868,2428,27.4,62,0.7,118,1.3,4976,56.1,7803,88,10,0.1,2478,27.9,203,2.3,4826,54.4,790,8.9,19,4.3,62,14.1
"108912",899,100,0,0,894,99.4,0,0,0,0,26048,11262,43.2,6,0,533,1.9,25279,97,25981,99.7,3,0,11786,45.2,2,0,18987,72.9,56,0.2,83,9.2,5,0.6
"108913",765,100,2,0.3,740,96.7,0,0,0,0,16156,3677,22.8,26,0.2,348,2,13979,86.5,15780,97.7,2,0,3836,23.7,60,0.4,10544,65.3,288,1.8,57,7.5,23,3
"108914",40,100,0,0,40,100,0,0,0,0,592,182,30.7,0,0,17,2.4,503,85,587,99.2,0,0,214,36.1,0,0,404,68.2,5,0.8,5,12.5,0,0
"108915",0,.,0,.,0,.,0,.,0,.,657,251,38.2,2,0.3,0,0,603,91.8,641,97.6,0,0,267,40.6,3,0.5,337,51.3,11,1.7,0,.,0,.
"108916",172,100,0,0,172,100,0,0,0,0,4353,2537,58.3,0,0,64,1.4,4095,94.1,4343,99.8,0,0,2563,58.9,2,0,3250,74.7,8,0.2,15,8.7,0,0
"109901",16,100,1,6.3,3,18.8,0,0,0,0,304,4,1.3,8,2.6,2,0.6,117,38.5,26,8.6,2,0.7,4,1.3,0,0,67,22,268,88.2,4,25,12,75
"109902",13,100,0,0,3,23.1,0,0,0,0,248,6,2.4,10,4,1,0.4,130,52.4,37,14.9,3,1.2,6,2.4,1,0.4,96,38.7,197,79.4,1,7.7,10,76.9
"109903",24,100,0,0,1,4.2,0,0,0,0,276,8,2.9,3,1.1,2,0.6,115,41.7,28,10.1,2,0.7,8,2.9,3,1.1,146,52.9,240,87,5,20.8,23,95.8
"109904",103,100,22,21.4,43,41.7,0,0,1,1,1858,282,15.2,341,18.4,31,1.5,1335,71.9,914,49.2,5,0.3,294,15.8,12,0.6,826,44.5,586,31.5,26,25.2,37,35.9
"109905",37,100,4,10.8,3,8.1,0,0,0,0,455,3,0.7,100,22,10,2,271,59.6,31,6.8,2,0.4,3,0.7,3,0.7,93,20.4,319,70.1,7,18.9,30,81.1
"109907",42,100,6,14.3,13,31,1,2.4,0,0,693,32,4.6,111,16,33,4.4,406,58.6,216,31.2,4,0.6,32,4.6,1,0.1,317,45.7,361,52.1,8,19,22,52.4
"109908",0,.,0,.,0,.,0,.,0,.,71,6,8.5,12,16.9,0,0,60,84.5,23,32.4,4,5.6,8,11.3,0,0,48,67.6,32,45.1,0,.,0,.
"109910",0,.,0,.,0,.,0,.,0,.,123,4,3.3,10,8.1,0,0,74,60.2,28,22.8,0,0,5,4.1,0,0,46,37.4,85,69.1,0,.,0,.
"109911",86,100,3,3.5,4,4.7,0,0,1,1.2,1625,59,3.6,45,2.8,27,1.5,824,50.7,183,11.3,2,0.1,59,3.6,4,0.2,638,39.3,1391,85.6,3,3.5,78,90.7
"109912",15,100,0,0,0,0,0,0,0,0,218,0,0,2,0.9,0,0,103,47.2,24,11,1,0.5,0,0,0,0,76,34.9,191,87.6,4,26.7,15,100
"109913",20,100,2,10,3,15,0,0,0,0,342,19,5.6,7,2,5,1.2,200,58.5,42,12.3,2,0.6,19,5.6,0,0,160,46.8,291,85.1,3,15,15,75
"109914",18,100,0,0,5,27.8,0,0,0,0,172,17,9.9,9,5.2,1,0.5,134,77.9,39,22.7,3,1.7,18,10.5,0,0,67,39,121,70.3,2,11.1,13,72.2
"110901",34,100,1,2.9,18,52.9,0,0,0,0,331,5,1.5,15,4.5,2,0.5,215,65,167,50.5,2,0.6,5,1.5,0,0,119,36,147,44.4,5,14.7,15,44.1
"110902",167,100,10,6,86,51.5,0,0,0,0,2985,126,4.2,165,5.5,71,2.1,1933,64.8,1805,60.5,26,0.9,137,4.6,10,0.3,1234,41.3,979,32.8,24,14.4,71,42.5
"110905",15,100,0,0,8,53.3,0,0,0,0,343,13,3.8,2,0.6,3,0.8,157,45.8,146,42.6,10,2.9,13,3.8,2,0.6,149,43.4,183,53.4,3,20,7,46.7
"110906",27,100,1,3.7,7,25.9,0,0,0,0,342,12,3.5,12,3.5,13,3.2,170,49.7,111,32.5,5,1.5,12,3.5,0,0,88,25.7,214,62.6,4,14.8,19,70.4
"110907",39,100,0,0,18,46.2,0,0,0,0,630,6,1,11,1.7,8,1.2,238,37.8,324,51.4,3,0.5,6,1,0,0,182,28.9,292,46.3,5,12.8,21,53.8
"110908",11,100,1,9.1,4,36.4,0,0,0,0,186,5,2.7,2,1.1,0,0,82,44.1,70,37.6,2,1.1,5,2.7,0,0,44,23.7,112,60.2,0,0,6,54.5
"111901",460,100,7,1.5,35,7.6,3,0.7,4,0.9,6814,422,6.2,61,0.9,118,1.6,2570,37.7,1073,15.7,42,0.6,443,6.5,46,0.7,2469,36.2,5592,82.1,59,12.8,411,89.3
"111902",23,100,0,0,1,4.3,0,0,0,0,313,3,1,6,1.9,1,0.3,123,39.3,17,5.4,0,0,0,0,0,0,76,24.3,290,92.7,4,17.4,22,95.7
"111903",54,100,0,0,1,1.9,0,0,0,0,613,10,1.6,5,0.8,0,0,163,26.6,31,5.1,3,0.5,10,1.6,1,0.2,110,17.9,573,93.5,7,13,53,98.1
"112901",238,100,40,16.8,31,13,0,0,0,0,4039,335,8.3,579,14.3,102,2.3,2177,53.9,798,19.8,9,0.2,364,9,29,0.7,1780,44.1,2624,65,29,12.2,167,70.2
"112905",24,100,0,0,1,4.2,1,4.2,0,0,426,12,2.8,6,1.4,0,0,205,48.1,43,10.1,4,0.9,14,3.3,0,0,144,33.8,373,87.6,6,25,22,91.7
"112906",34,100,1,2.9,7,20.6,0,0,0,0,483,43,8.9,19,3.9,0,0,273,56.5,90,18.6,5,1,46,9.5,1,0.2,115,23.8,368,76.2,8,23.5,26,76.5
"112907",20,100,0,0,1,5,0,0,0,0,243,24,9.9,4,1.6,5,2,105,43.2,41,16.9,2,0.8,27,11.1,0,0,105,43.2,196,80.7,5,25,19,95
"112908",61,100,1,1.6,15,24.6,0,0,0,0,850,121,14.2,31,3.6,2,0.2,527,62,283,33.3,9,1.1,127,14.9,4,0.5,357,42,523,61.5,7,11.5,45,73.8
"112909",15,100,1,6.7,1,6.7,0,0,0,0,255,23,9,5,2,1,0.4,130,51,49,19.2,3,1.2,27,10.6,0,0,81,31.8,198,77.6,3,20,13,86.7
"112910",9,100,0,0,3,33.3,0,0,0,0,254,14,5.5,6,2.4,1,0.4,118,46.5,19,7.5,2,0.8,14,5.5,4,1.6,92,36.2,223,87.8,5,55.6,6,66.7
"113901",81,100,51,63,6,7.4,0,0,0,0,1481,96,6.5,785,53,63,3.8,1119,75.6,299,20.2,8,0.5,101,6.8,11,0.7,696,47,378,25.5,20,24.7,24,29.6
"113902",41,100,14,34.1,1,2.4,1,2.4,1,2.4,518,4,0.8,146,28.2,18,3.4,263,50.8,33,6.4,0,0,4,0.8,3,0.6,227,43.8,336,64.9,8,19.5,24,58.5
"113903",33,100,1,3,2,6.1,0,0,0,0,578,2,0.3,46,8,2,0.3,208,36,41,7.1,0,0,2,0.3,1,0.2,137,23.7,490,84.8,4,12.1,30,90.9
"113905",29,100,1,3.4,4,13.8,0,0,0,0,465,20,4.3,18,3.9,4,0.8,213,45.8,56,12,2,0.4,23,4.9,1,0.2,191,41.1,388,83.4,3,10.3,24,82.8
"113906",14,100,6,42.9,0,0,0,0,0,0,338,0,0,81,24,22,5.8,238,70.4,5,1.5,0,0,0,0,1,0.3,153,45.3,251,74.3,2,14.3,8,57.1
"114901",199,100,11,5.5,91,45.7,1,0.5,3,1.5,3839,58,1.5,298,7.8,116,2.7,2342,61,2108,54.9,20,0.5,70,1.8,20,0.5,1909,49.7,1393,36.3,21,10.6,93,46.7
"114902",64,100,0,0,17,26.6,0,0,0,0,794,10,1.3,8,1,17,1.9,331,41.7,247,31.1,2,0.3,10,1.3,1,0.1,343,43.2,536,67.5,12,18.8,47,73.4
"114904",41,100,0,0,10,24.4,0,0,0,0,682,1,0.1,17,2.5,10,1.3,212,31.1,117,17.2,8,1.2,1,0.1,3,0.4,222,32.6,537,78.7,11,26.8,31,75.6
"115901",25,100,0,0,24,96,0,0,0,0,488,225,46.1,0,0,0,0,441,90.4,466,95.5,2,0.4,239,49,0,0,359,73.6,20,4.1,5,20,1,4
"115902",0,.,0,.,0,.,0,.,0,.,148,1,0.7,2,1.4,0,0,95,64.2,118,79.7,0,0,1,0.7,2,1.4,51,34.5,26,17.6,0,.,0,.
"115903",10,100,0,0,6,60,1,10,0,0,94,15,16,2,2.1,0,0,73,77.7,61,64.9,1,1.1,17,18.1,0,0,78,83,30,31.9,1,10,3,30
"116801",1,100,1,100,0,0,0,0,0,0,444,35,7.9,77,17.3,0,0,257,57.9,96,21.6,4,0.9,36,8.1,2,0.5,251,56.5,265,59.7,0,0,0,0
"116901",81,100,2,2.5,11,13.6,0,0,0,0,1402,39,2.8,42,3,48,3.3,424,30.2,146,10.4,14,1,41,2.9,6,0.4,345,24.6,1194,85.2,10,12.3,68,84
"116902",33,100,0,0,1,3,1,3,0,0,524,5,1,26,5,13,2.2,215,41,27,5.2,3,0.6,5,1,8,1.5,90,17.2,460,87.8,3,9.1,31,93.9
"116903",108,100,39,36.1,12,11.1,0,0,3,2.8,1645,109,6.6,357,21.7,68,3.6,1060,64.4,258,15.7,17,1,110,6.7,44,2.7,766,46.6,969,58.9,29,26.9,54,50
"116905",302,100,60,19.9,51,16.9,3,1,4,1.3,4860,645,13.3,1110,22.8,208,3.3,2919,60.1,1480,30.5,24,0.5,679,14,50,1,2454,50.5,2196,45.2,29,9.6,184,60.9
"116906",58,100,0,0,2,3.4,1,1.7,0,0,922,9,1,24,2.6,4,0.4,338,36.7,39,4.2,6,0.7,4,0.4,0,0,257,27.9,853,92.5,14,24.1,55,94.8
"116908",153,100,2,1.3,8,5.2,0,0,1,0.7,2671,88,3.3,26,1,101,3.3,1416,53,294,11,30,1.1,92,3.4,17,0.6,1145,42.9,2304,86.3,27,17.6,142,92.8
"116909",38,100,4,10.5,2,5.3,0,0,0,0,596,27,4.5,52,8.7,5,0.7,306,51.3,48,8.1,8,1.3,27,4.5,5,0.8,157,26.3,483,81,5,13.2,32,84.2
"116910",30,100,0,0,3,10,0,0,0,0,311,1,0.3,3,1,0,0,135,43.4,34,10.9,1,0.3,11,3.5,0,0,63,20.3,273,87.8,6,20,27,90
"116915",30,100,0,0,4,13.3,0,0,0,0,573,37,6.5,14,2.4,7,1.1,253,44.2,141,24.6,4,0.7,61,10.6,2,0.3,173,30.2,412,71.9,30,100,26,86.7
"116916",41,100,0,0,1,2.4,1,2.4,0,0,526,0,0,14,2.7,5,0.9,231,43.9,30,5.7,13,2.5,0,0,7,1.3,170,32.3,462,87.8,7,17.1,39,95.1
"117901",182,100,12,6.6,47,25.8,1,0.5,1,0.5,2752,174,6.3,140,5.1,83,2.7,1181,42.9,900,32.7,21,0.8,229,8.3,8,0.3,1275,46.3,1683,61.2,28,15.4,121,66.5
"117903",67,100,0,0,5,7.5,2,3,0,0,880,1,0.1,11,1.3,4,0.4,285,32.4,56,6.4,9,1,1,0.1,3,0.3,319,36.3,801,91,11,16.4,60,89.6
"117904",56,100,0,0,6,10.7,0,0,0,0,592,4,0.7,7,1.2,0,0,309,52.2,78,13.2,26,4.4,5,0.8,1,0.2,152,25.7,480,81.1,8,14.3,50,89.3
"117907",0,.,0,.,0,.,0,.,0,.,85,3,3.5,4,4.7,0,0,41,48.2,12,14.1,0,0,3,3.5,0,0,40,47.1,69,81.2,0,.,0,.
"118902",22,100,0,0,9,40.9,0,0,0,0,351,1,0.3,11,3.1,8,2,147,41.9,105,29.9,3,0.9,1,0.3,0,0,107,30.5,232,66.1,1,4.5,13,59.1
"119901",15,100,0,0,2,13.3,0,0,0,0,230,5,2.2,2,0.9,0,0,106,46.1,29,12.6,0,0,5,2.2,0,0,67,29.1,199,86.5,0,0,13,86.7
"119902",68,100,0,0,8,11.8,0,0,1,1.5,994,81,8.1,23,2.3,37,3.4,430,43.3,187,18.8,1,0.1,82,8.2,6,0.6,359,36.1,777,78.2,2,2.9,59,86.8
"119903",24,100,0,0,0,0,0,0,0,0,377,5,1.3,0,0,1,0.2,140,37.1,42,11.1,0,0,12,3.2,1,0.3,138,36.6,334,88.6,1,4.2,24,100
"120901",80,100,5,6.3,26,32.5,0,0,0,0,1464,103,7,243,16.6,47,2.9,742,50.7,508,34.7,1,0.1,108,7.4,0,0,538,36.7,712,48.6,14,17.5,49,61.3
"120902",48,100,2,4.2,15,31.3,0,0,0,0,640,57,8.9,32,5,7,1,352,55,299,46.7,0,0,57,8.9,2,0.3,260,40.6,307,48,4,8.3,31,64.6
"120905",76,100,1,1.3,13,17.1,0,0,0,0,1037,34,3.3,20,1.9,25,2.3,273,26.3,217,20.9,2,0.2,34,3.3,4,0.4,267,25.7,794,76.6,4,5.3,62,81.6
"121902",17,100,3,17.6,0,0,0,0,0,0,349,0,0,26,7.4,1,0.2,187,53.6,16,4.6,1,0.3,0,0,3,0.9,26,7.4,303,86.8,7,41.2,14,82.4
"121903",88,100,1,1.1,1,1.1,2,2.3,0,0,1477,3,0.2,48,3.2,21,1.3,496,33.6,32,2.2,21,1.4,3,0.2,4,0.3,625,42.3,1372,92.9,8,9.1,84,95.5
"121904",155,100,62,40,3,1.9,0,0,2,1.3,2892,134,4.6,1220,42.2,156,4.8,1889,65.3,277,9.6,8,0.3,135,4.7,21,0.7,1818,62.9,1366,47.2,20,12.9,88,56.8
"121905",85,100,14,16.5,4,4.7,1,1.2,0,0,1484,28,1.9,213,14.4,39,2.4,778,52.4,66,4.4,2,0.1,28,1.9,3,0.2,647,43.6,1200,80.9,9,10.6,66,77.6
"121906",27,100,0,0,1,3.7,0,0,0,0,449,0,0,5,1.1,1,0.2,114,25.4,7,1.6,0,0,0,0,0,0,164,36.5,437,97.3,2,7.4,26,96.3
"122901",48,100,0,0,6,12.5,0,0,4,8.3,344,21,6.1,4,1.2,5,1.2,195,56.7,111,32.3,0,0,21,6.1,2,0.6,182,52.9,227,66,22,45.8,38,79.2
"122902",4,100,0,0,3,75,0,0,0,0,48,4,8.3,0,0,0,0,25,52.1,24,50,0,0,4,8.3,0,0,12,25,24,50,0,0,1,25
"123801",0,.,0,.,0,.,0,.,0,.,321,0,0,299,93.1,0,0,302,94.1,12,3.7,0,0,0,0,1,0.3,145,45.2,9,2.8,0,.,0,.
"123803",0,.,0,.,0,.,0,.,0,.,411,0,0,370,90,0,0,378,92,16,3.9,1,0.2,0,0,9,2.2,146,35.5,15,3.6,0,.,0,.
"123804",72,100,66,91.7,1,1.4,1,1.4,2,2.8,201,0,0,186,92.5,0,0,191,95,5,2.5,0,0,0,0,3,1.5,192,95.5,7,3.5,8,11.1,2,2.8
"123805",0,.,0,.,0,.,0,.,0,.,186,0,0,109,58.6,0,0,156,83.9,22,11.8,0,0,0,0,1,0.5,52,28,54,29,0,.,0,.
"123806",0,.,0,.,0,.,0,.,0,.,227,0,0,80,35.2,0,.,75,33,34,15,0,0,0,0,4,1.8,0,0,109,48,0,.,0,.
"123905",340,100,10,2.9,20,5.9,0,0,22,6.5,5073,171,3.4,311,6.1,158,2.9,1292,25.5,545,10.7,8,0.2,176,3.5,281,5.5,1420,28,3928,77.4,33,9.7,288,84.7
"123907",359,100,209,58.2,94,26.2,0,0,42,11.7,9097,914,10,4511,49.6,338,3.3,7632,83.9,3627,39.9,9,0.1,1764,19.4,586,6.4,4691,51.6,364,4,36,10,14,3.9
"123908",319,100,5,1.6,25,7.8,2,0.6,13,4.1,4625,97,2.1,118,2.6,106,2.1,1151,24.9,522,11.3,29,0.6,115,2.5,221,4.8,1712,37,3735,80.8,43,13.5,274,85.9
"123910",930,100,568,61.1,92,9.9,2,0.2,30,3.2,19277,1300,6.7,12447,64.6,775,3.7,13315,69.1,2863,14.9,32,0.2,1355,7,614,3.2,6387,33.1,3321,17.2,127,13.7,238,25.6
"123913",21,100,2,9.5,4,19,0,0,1,4.8,278,5,1.8,50,18,2,0.8,88,31.7,34,12.2,1,0.4,5,1.8,12,4.3,62,22.3,181,65.1,1,4.8,14,66.7
"123914",114,100,9,7.9,7,6.1,1,0.9,0,0,1744,47,2.7,74,4.2,52,2.7,395,22.6,187,10.7,3,0.2,52,3,10,0.6,620,35.6,1470,84.3,15,13.2,97,85.1
"124901",66,100,0,0,65,98.5,0,0,0,0,1100,204,18.5,4,0.4,60,5.2,871,79.2,1056,96,4,0.4,204,18.5,0,0,727,66.1,36,3.3,11,16.7,1,1.5
"125901",263,100,2,0.8,226,85.9,0,0,3,1.1,5453,289,5.3,29,0.5,113,1.9,3536,64.8,4965,91.1,6,0.1,320,5.9,29,0.5,2609,47.8,424,7.8,37,14.1,32,12.2
"125902",39,100,0,0,38,97.4,0,0,0,0,618,61,9.9,1,0.2,7,1.1,437,70.7,551,89.2,2,0.3,63,10.2,0,0,281,45.5,64,10.4,2,5.1,1,2.6
"125903",94,100,0,0,54,57.4,0,0,0,0,1754,41,2.3,4,0.2,28,1.5,1026,58.5,979,55.8,5,0.3,42,2.4,7,0.4,715,40.8,759,43.3,14,14.9,40,42.6
"125905",46,100,0,0,42,91.3,0,0,0,0,712,69,9.7,3,0.4,36,4.2,518,72.8,644,90.4,0,0,74,10.4,2,0.3,367,51.5,63,8.8,5,10.9,4,8.7
"125906",0,.,0,.,0,.,0,.,0,.,103,5,4.9,0,0,0,0,50,48.5,89,86.4,0,0,5,4.9,2,1.9,32,31.1,12,11.7,0,.,0,.
"126901",201,100,4,2,43,21.4,1,0.5,1,0.5,3296,267,8.1,124,3.8,66,1.8,1648,50,795,24.1,8,0.2,282,8.6,11,0.3,1715,52,2358,71.5,24,11.9,152,75.6
"126902",482,100,9,1.9,34,7.1,5,1,5,1,9023,215,2.4,369,4.1,178,1.9,2426,26.9,1200,13.3,53,0.6,217,2.4,66,0.7,3051,33.8,7335,81.3,31,6.4,429,89
"126903",312,100,16,5.1,59,18.9,2,0.6,2,0.6,6644,1133,17.1,362,5.4,245,3.4,3818,57.5,2376,35.8,20,0.3,1138,17.1,74,1.1,3206,48.3,3812,57.4,25,8,233,74.7
