CAMPUS,CPETECOP,CPETECOC,CPETBILC,CPETALLC,CPETINDC,CPETPACC,CPETBLAC,CPETHISC,CPETWHIC,CPETWHIP,CPETBLAP,CPETHISP,CPETINDP,CPETPACP,CPETBILP
43907111,17.9,79,0,441,0,6,39,45,351,79.6,8.8,10.2,0,1.4,0
43908101,19.8,18,0,91,0,0,0,8,83,91.2,0,8.8,0,0,0
43908102,22.1,48,0,217,2,1,0,15,199,91.7,0,6.9,0.9,0.5,0
43910001,1.8,50,47,2780,6,250,99,114,2311,83.1,3.6,4.1,0.2,9,1.7
43910003,20.7,235,87,1138,1,55,105,185,792,69.6,9.2,16.3,0.1,4.8,7.6
43910004,7,98,70,1407,5,141,75,74,1112,79,5.3,5.3,0.4,10,5
43910005,5.2,68,16,1310,3,105,96,63,1043,79.6,7.3,4.8,0.2,8,1.2
43910006,7.5,140,50,1872,2,112,157,164,1437,76.8,8.4,8.8,0.1,6,2.7
43910007,1.5,26,0,1771,2,199,67,37,1466,82.8,3.8,2.1,0.1,11.2,0
43910042,31.7,315,100,993,2,65,97,226,603,60.7,9.8,22.8,0.2,6.5,10.1
43910043,12.4,129,43,1044,1,80,65,80,818,78.4,6.2,7.7,0.1,7.7,4.1
43910044,4.3,39,40,902,2,100,23,40,737,81.7,2.5,4.4,0.2,11.1,4.4
43910045,20.1,155,21,773,0,23,54,96,600,77.6,7,12.4,0,3,2.7
43910046,7.4,82,0,1101,5,78,73,59,886,80.5,6.6,5.4,0.5,7.1,0
43910047,2.4,20,0,848,2,72,24,12,738,87,2.8,1.4,0.2,8.5,0
43910048,2.5,26,0,1051,4,99,67,41,840,79.9,6.4,3.9,0.4,9.4,0
43910049,2.9,41,20,1401,0,186,50,40,1125,80.3,3.6,2.9,0,13.3,1.4
43910050,1,10,7,974,5,168,41,18,742,76.2,4.2,1.8,0.5,17.2,0.7
43910101,3.2,18,15,554,2,61,15,3,473,85.4,2.7,0.5,0.4,11,2.7
43910102,60.1,363,105,604,3,9,82,224,286,47.4,13.6,37.1,0.5,1.5,17.4
43910103,32.2,246,132,765,0,60,51,164,490,64.1,6.7,21.4,0,7.8,17.3
43910104,21,101,80,482,1,103,61,31,286,59.3,12.7,6.4,0.2,21.4,16.6
43910105,21.6,117,14,542,2,15,48,70,407,75.1,8.9,12.9,0.4,2.8,2.6
43910106,22.3,169,300,757,0,133,12,191,421,55.6,1.6,25.2,0,17.6,39.6
43910108,3.4,20,11,596,0,37,19,13,527,88.4,3.2,2.2,0,6.2,1.8
43910109,21.4,113,20,529,2,12,53,58,404,76.4,10,11,0.4,2.3,3.8
43910110,49.5,282,140,570,1,7,76,192,294,51.6,13.3,33.7,0.2,1.2,24.6
43910111,19.8,104,88,525,0,9,16,102,398,75.8,3,19.4,0,1.7,16.8
43910112,11.8,110,12,936,2,57,64,63,750,80.1,6.8,6.7,0.2,6.1,1.3
43910113,7.7,40,15,517,1,58,38,28,392,75.8,7.4,5.4,0.2,11.2,2.9
43910114,1.7,11,30,635,4,52,13,18,548,86.3,2,2.8,0.6,8.2,4.7
43910115,3.7,22,15,597,0,49,37,11,500,83.8,6.2,1.8,0,8.2,2.5
43910116,1.8,10,11,568,0,69,10,6,483,85,1.8,1.1,0,12.1,1.9
43910117,7.8,77,24,983,4,79,70,68,762,77.5,7.1,6.9,0.4,8,2.4
43910118,3.3,19,14,568,2,57,31,16,462,81.3,5.5,2.8,0.4,10,2.5
43910119,2.9,14,6,487,1,21,22,14,429,88.1,4.5,2.9,0.2,4.3,1.2
43910120,1.8,11,7,598,0,46,13,10,529,88.5,2.2,1.7,0,7.7,1.2
43910121,2.9,21,7,725,1,92,13,9,610,84.1,1.8,1.2,0.1,12.7,1
43910122,0.9,7,16,789,6,71,26,17,669,84.8,3.3,2.2,0.8,9,2
43910123,2.3,20,10,852,2,50,25,11,764,89.7,2.9,1.3,0.2,5.9,1.2
43910124,1.3,9,19,677,0,103,13,11,550,81.2,1.9,1.6,0,15.2,2.8
43910125,1.5,11,6,744,0,50,32,7,655,88,4.3,0.9,0,6.7,0.8
43910126,3.1,19,23,608,0,57,20,6,525,86.3,3.3,1,0,9.4,3.8
43910127,6.8,39,13,573,4,48,41,26,454,79.2,7.2,4.5,0.7,8.4,2.3
43910128,0.4,3,13,675,4,51,28,22,570,84.4,4.1,3.3,0.6,7.6,1.9
43910129,1.3,8,15,633,0,93,25,11,504,79.6,3.9,1.7,0,14.7,2.4
43910130,1.8,11,30,609,2,66,25,5,511,83.9,4.1,0.8,0.3,10.8,4.9
43910131,13.4,42,10,314,0,13,16,24,261,83.1,5.1,7.6,0,4.1,3.2
43910200,0,0,0,52,0,0,3,5,44,84.6,5.8,9.6,0,0,0
43911001,16.6,84,0,506,6,2,7,30,461,91.1,1.4,5.9,1.2,0.4,0
43911041,30.1,87,0,289,2,0,7,20,260,90,2.4,6.9,0.7,0,0
43911101,39.3,323,21,822,4,0,15,76,727,88.4,1.8,9.2,0.5,0,2.6
43911102,33.1,85,2,257,2,0,4,18,233,90.7,1.6,7,0.8,0,0.8
43912001,14.8,27,3,182,0,1,0,27,154,84.6,0,14.8,0,0.5,1.6
43912041,17.9,33,14,184,0,0,1,33,150,81.5,0.5,17.9,0,0,7.6
43912101,24.2,88,41,363,1,3,1,63,295,81.3,0.3,17.4,0.3,0.8,11.3
43914001,7.2,60,7,829,8,6,13,52,750,90.5,1.6,6.3,1,0.7,0.8
43914041,14.6,112,4,766,1,2,8,53,702,91.6,1,6.9,0.1,0.3,0.5
43914101,25.3,121,34,478,4,1,3,53,417,87.2,0.6,11.1,0.8,0.2,7.1
43914102,16.4,119,9,724,9,3,11,54,647,89.4,1.5,7.5,1.2,0.4,1.2
43914103,18.2,111,14,610,2,4,5,39,560,91.8,0.8,6.4,0.3,0.7,2.3
43917001,15.9,17,0,107,1,0,0,3,103,96.3,0,2.8,0.9,0,0
43917041,26.2,27,0,103,0,0,0,8,95,92.2,0,7.8,0,0,0
43917101,22.1,49,0,222,0,0,2,11,209,94.1,0.9,5,0,0,0
43918001,26.7,69,1,258,2,2,10,19,225,87.2,3.9,7.4,0.8,0.8,0.4
43918041,35.5,103,6,290,1,0,7,25,257,88.6,2.4,8.6,0.3,0,2.1
43918101,35.1,131,18,373,0,0,6,22,345,92.5,1.6,5.9,0,0,4.8
43919101,2.2,12,0,551,3,2,9,5,532,96.6,1.6,0.9,0.5,0.4,0
44902001,38.5,82,29,213,2,1,18,65,127,59.6,8.5,30.5,0.9,0.5,13.6
44902041,62.2,102,27,164,1,1,10,63,89,54.3,6.1,38.4,0.6,0.6,16.5
44902101,69.8,233,43,334,2,0,37,118,177,53,11.1,35.3,0.6,0,12.9
44904001,36.3,41,0,113,0,0,4,26,83,73.5,3.5,23,0,0,0
45902001,25.7,127,9,495,0,0,83,61,351,70.9,16.8,12.3,0,0,1.8
45902041,32.4,92,8,284,0,0,55,42,187,65.8,19.4,14.8,0,0,2.8
45902042,57.7,15,0,26,0,1,10,2,13,50,38.5,7.7,0,3.8,0
45902101,42.7,379,53,888,0,3,122,170,593,66.8,13.7,19.1,0,0.3,6
45903001,32.8,141,14,430,1,0,104,116,209,48.6,24.2,27,0.2,0,3.3
45903041,70.7,270,31,382,0,0,114,200,68,17.8,29.8,52.4,0,0,8.1
45903101,80.4,246,71,306,0,0,94,175,37,12.1,30.7,57.2,0,0,23.2
45903102,46.8,74,2,158,0,0,16,22,120,75.9,10.1,13.9,0,0,1.3
45903103,57.6,87,3,151,0,0,38,41,72,47.7,25.2,27.2,0,0,2
45905002,15.8,37,0,234,0,0,52,19,163,69.7,22.2,8.1,0,0,0
45905041,52.7,58,2,110,0,0,23,29,58,52.7,20.9,26.4,0,0,1.8
45905102,58.6,150,34,256,0,0,68,62,126,49.2,26.6,24.2,0,0,13.3
46901001,29.2,494,68,1694,0,13,32,662,987,58.3,1.9,39.1,0,0.8,4
46901041,32.1,276,41,859,4,3,11,380,461,53.7,1.3,44.2,0.5,0.3,4.8
46901042,35.6,164,22,461,0,0,5,193,263,57,1.1,41.9,0,0,4.8
46901102,37.3,135,33,362,0,1,3,191,167,46.1,0.8,52.8,0,0.3,9.1
46901103,43.9,206,41,469,0,1,9,224,235,50.1,1.9,47.8,0,0.2,8.7
46901104,44.3,266,66,601,0,1,4,277,319,53.1,0.7,46.1,0,0.2,11
46901105,64.1,143,22,223,2,2,3,119,97,43.5,1.3,53.4,0.9,0.9,9.9
46901106,55.1,312,32,566,2,0,5,269,290,51.2,0.9,47.5,0.4,0,5.7
46901107,51.4,238,42,463,0,1,7,208,247,53.3,1.5,44.9,0,0.2,9.1
46902001,22.2,225,10,1013,0,4,16,251,742,73.2,1.6,24.8,0,0.4,1
46902002,16.3,218,7,1338,1,4,10,144,1179,88.1,0.7,10.8,0.1,0.3,0.5
46902041,25.1,197,2,785,0,3,5,116,661,84.2,0.6,14.8,0,0.4,0.3
46902042,27.4,208,10,758,1,4,9,188,556,73.4,1.2,24.8,0.1,0.5,1.3
46902043,3.8,1,0,26,0,0,7,7,12,46.2,26.9,26.9,0,0,0
46902101,14,74,2,527,0,0,2,65,460,87.3,0.4,12.3,0,0,0.4
46902102,33,198,36,600,3,3,16,144,434,72.3,2.7,24,0.5,0.5,6
46902103,47,204,13,434,0,3,8,144,279,64.3,1.8,33.2,0,0.7,3
46902104,36.5,250,15,685,0,4,12,221,448,65.4,1.8,32.3,0,0.6,2.2
46902105,40.3,345,12,856,3,1,3,85,764,89.3,0.4,9.9,0.4,0.1,1.4
46902106,16.9,103,6,611,1,3,1,80,526,86.1,0.2,13.1,0.2,0.5,1
46902107,40.7,370,13,908,1,2,6,126,773,85.1,0.7,13.9,0.1,0.2,1.4
46902201,44.4,20,1,45,0,0,0,22,23,51.1,0,48.9,0,0,2.2
47901001,35.2,125,6,355,1,1,1,102,250,70.4,0.3,28.7,0.3,0.3,1.7
47901041,50.5,145,18,287,0,1,1,107,178,62,0.3,37.3,0,0.3,6.3
47901101,54.9,185,47,337,2,0,0,129,206,61.1,0,38.3,0.6,0,13.9
47901102,55.1,166,38,301,0,1,2,92,206,68.4,0.7,30.6,0,0.3,12.6
47902001,31.6,54,0,171,0,0,0,39,132,77.2,0,22.8,0,0,0
47902002,25,1,0,4,0,0,0,4,0,0,0,100,0,0,0
47902041,58.2,107,0,184,0,0,0,54,130,70.7,0,29.3,0,0,0
47902101,59.8,238,17,398,1,0,0,139,258,64.8,0,34.9,0.3,0,4.3
47903001,64.6,133,32,206,1,0,0,60,145,70.4,0,29.1,0.5,0,15.5
47905001,48.8,78,9,160,2,0,0,26,132,82.5,0,16.3,1.3,0,5.6
48901001,38,73,6,192,0,0,0,88,104,54.2,0,45.8,0,0,3.1
48901101,59.9,118,8,197,1,0,0,101,95,48.2,0,51.3,0.5,0,4.1
48901150,100,1,0,1,0,0,0,1,0,0,0,100,0,0,0
48901195,0,0,0,2,0,0,0,0,2,100,0,0,0,0,0
48901199,0,0,0,1,0,0,0,1,0,0,0,100,0,0,0
48901200,0,0,0,1,0,0,0,1,0,0,0,100,0,0,0
48901201,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0
48903001,55.4,97,0,175,0,1,0,69,105,60,0,39.4,0,0.6,0
48903195,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0
49901001,9,62,17,686,3,9,72,76,526,76.7,10.5,11.1,0.4,1.3,2.5
49901002,53.8,7,0,13,0,0,0,4,9,69.2,0,30.8,0,0,0
49901041,47,281,23,598,3,2,64,104,425,71.1,10.7,17.4,0.5,0.3,3.8
49901101,39.7,89,9,224,0,2,15,23,184,82.1,6.7,10.3,0,0.9,4
49901102,82.6,190,59,230,3,0,42,86,99,43,18.3,37.4,1.3,0,25.7
49901103,62.4,151,26,242,3,5,10,53,171,70.7,4.1,21.9,1.2,2.1,10.7
49901104,50.2,110,0,219,0,2,33,13,171,78.1,15.1,5.9,0,0.9,0
49901105,55.9,104,0,186,1,0,12,26,147,79,6.5,14,0.5,0,0
49901106,85.6,279,56,326,4,0,39,78,205,62.9,12,23.9,1.2,0,17.2
49902001,21,46,0,219,0,1,0,2,216,98.6,0,0.9,0,0.5,0
49902101,32.7,67,0,205,1,1,2,2,199,97.1,1,1,0.5,0.5,0
49903001,27.6,166,6,602,4,2,0,42,554,92,0,7,0.7,0.3,1
49905001,19,52,0,274,2,0,1,5,266,97.1,0.4,1.8,0.7,0,0
49905101,26.5,62,0,234,0,1,0,2,231,98.7,0,0.9,0,0.4,0
49905102,34.8,162,3,465,8,3,1,17,436,93.8,0.2,3.7,1.7,0.6,0.6
49906001,29.6,120,1,406,0,2,0,15,389,95.8,0,3.7,0,0.5,0.2
49907001,4.6,7,0,153,0,7,0,2,144,94.1,0,1.3,0,4.6,0
49907101,9.3,34,1,365,3,7,1,3,351,96.2,0.3,0.8,0.8,1.9,0.3
49908101,70,35,0,50,0,0,1,1,48,96,2,2,0,0,0
49909101,57.1,44,3,77,0,0,0,4,73,94.8,0,5.2,0,0,3.9
50901001,52.1,76,9,146,0,0,0,23,123,84.2,0,15.8,0,0,6.2
50901101,54.8,80,14,146,0,0,0,27,119,81.5,0,18.5,0,0,9.6
50902001,15.3,102,4,665,2,1,36,61,565,85,5.4,9.2,0.3,0.2,0.6
50902041,26.7,155,1,580,1,1,30,58,490,84.5,5.2,10,0.2,0.2,0.2
50902101,35.9,212,0,591,1,0,34,60,496,83.9,5.8,10.2,0.2,0,0
50902102,42.4,249,0,587,4,3,26,64,490,83.5,4.4,10.9,0.7,0.5,0
50904001,43.4,62,0,143,2,0,0,30,111,77.6,0,21,1.4,0,0
50909001,32.3,72,2,223,1,0,0,6,216,96.9,0,2.7,0.4,0,0.9
50910001,18.5,381,9,2054,17,89,476,220,1252,61,23.2,10.7,0.8,4.3,0.4
50910041,27,304,3,1128,5,54,260,125,684,60.6,23,11.1,0.4,4.8,0.3
50910101,58.3,208,41,357,0,10,75,52,220,61.6,21,14.6,0,2.8,11.5
50910102,40.5,167,13,412,0,10,162,33,207,50.2,39.3,8,0,2.4,3.2
50910103,64.7,262,0,405,6,12,113,37,237,58.5,27.9,9.1,1.5,3,0
50910104,36.6,234,6,640,4,26,174,54,382,59.7,27.2,8.4,0.6,4.1,0.9
50910105,46.5,212,0,456,7,21,112,35,281,61.6,24.6,7.7,1.5,4.6,0
50910106,38.8,214,0,552,3,27,121,42,359,65,21.9,7.6,0.5,4.9,0
50910107,37.9,220,0,581,3,25,135,65,353,60.8,23.2,11.2,0.5,4.3,0
50910108,45,220,0,489,5,9,113,58,304,62.2,23.1,11.9,1,1.8,0
50910109,50.8,260,0,512,6,19,107,51,329,64.3,20.9,10,1.2,3.7,0
51901001,51.2,64,0,125,0,0,13,26,86,68.8,10.4,20.8,0,0,0
51901102,66.3,183,7,276,0,0,46,79,151,54.7,16.7,28.6,0,0,2.5
52901001,24.3,83,9,341,2,0,19,146,174,51,5.6,42.8,0.6,0,2.6
52901041,34.9,107,7,307,1,0,14,145,147,47.9,4.6,47.2,0.3,0,2.3
52901101,41.6,226,96,543,0,0,20,273,250,46,3.7,50.3,0,0,17.7
53001001,42.8,118,17,276,0,0,0,172,104,37.7,0,62.3,0,0,6.2
53001041,47.9,114,19,238,0,0,2,137,99,41.6,0.8,57.6,0,0,8
53001101,53.4,118,25,221,0,1,1,132,87,39.4,0.5,59.7,0,0.5,11.3
53001102,52.2,120,39,230,0,2,3,137,88,38.3,1.3,59.6,0,0.9,17
54901001,58.4,97,6,166,0,1,15,74,76,45.8,9,44.6,0,0.6,3.6
54901041,69.4,100,8,144,0,1,12,80,51,35.4,8.3,55.6,0,0.7,5.6
54901101,77.1,195,46,253,0,0,17,156,80,31.6,6.7,61.7,0,0,18.2
54901200,44.4,4,0,9,0,0,1,6,2,22.2,11.1,66.7,0,0,0
54901300,77.8,7,1,9,0,0,0,8,1,11.1,0,88.9,0,0,11.1
54902001,75.1,145,18,193,0,1,14,126,52,26.9,7.3,65.3,0,0.5,9.3
54902102,75.4,184,32,244,0,0,20,153,71,29.1,8.2,62.7,0,0,13.1
54903001,55.6,105,11,189,0,0,3,122,64,33.9,1.6,64.6,0,0,5.8
54903002,36.4,4,3,11,0,0,0,8,3,27.3,0,72.7,0,0,27.3
54903041,74.2,135,6,182,0,0,2,121,59,32.4,1.1,66.5,0,0,3.3
54903102,84.6,318,57,376,0,0,4,263,109,29,1.1,69.9,0,0,15.2
55901001,75.8,147,10,194,0,0,0,153,41,21.1,0,78.9,0,0,5.2
55901041,76.1,102,5,134,0,1,0,104,29,21.6,0,77.6,0,0.7,3.7
55901102,82.6,385,87,466,2,4,0,371,89,19.1,0,79.6,0.4,0.9,18.7
56901001,31.8,143,8,449,1,6,12,110,320,71.3,2.7,24.5,0.2,1.3,1.8
56901042,47.1,157,11,333,1,3,7,80,242,72.7,2.1,24,0.3,0.9,3.3
56901104,60.3,339,61,562,1,1,15,182,363,64.6,2.7,32.4,0.2,0.2,10.9
56901105,55.3,121,16,219,3,0,4,59,153,69.9,1.8,26.9,1.4,0,7.3
56902001,41.6,77,2,185,0,0,0,47,138,74.6,0,25.4,0,0,1.1
57903001,32.6,711,146,2178,13,246,143,748,1028,47.2,6.6,34.3,0.6,11.3,6.7
57903002,7,188,37,2700,6,386,221,224,1863,69,8.2,8.3,0.2,14.3,1.4
57903003,2.2,6,0,276,2,10,31,78,155,56.2,11.2,28.3,0.7,3.6,0
57903041,42.4,375,32,885,9,62,67,322,425,48,7.6,36.4,1,7,3.6
57903042,51.9,376,99,725,2,70,36,326,291,40.1,5,45,0.3,9.7,13.7
57903044,13.6,108,0,796,2,83,78,74,559,70.2,9.8,9.3,0.3,10.4,0
57903045,9.5,75,27,786,4,110,57,69,546,69.5,7.3,8.8,0.5,14,3.4
57903101,73.2,292,160,399,0,14,23,285,77,19.3,5.8,71.4,0,3.5,40.1
57903102,72.7,633,438,871,3,189,52,442,185,21.2,6,50.7,0.3,21.7,50.3
57903103,72.1,367,342,509,0,17,20,393,79,15.5,3.9,77.2,0,3.3,67.2
57903105,33.1,199,47,602,3,37,60,162,340,56.5,10,26.9,0.5,6.1,7.8
57903106,41.5,225,14,542,3,57,71,113,298,55,13.1,20.8,0.6,10.5,2.6
57903107,62.5,425,297,680,13,12,29,405,221,32.5,4.3,59.6,1.9,1.8,43.7
57903108,42.8,298,211,697,5,50,26,255,361,51.8,3.7,36.6,0.7,7.2,30.3
57903109,66.9,451,316,674,2,31,20,399,222,32.9,3,59.2,0.3,4.6,46.9
57903110,23.3,103,24,443,2,28,46,63,304,68.6,10.4,14.2,0.5,6.3,5.4
57903111,21.4,109,32,509,1,67,40,71,330,64.8,7.9,13.9,0.2,13.2,6.3
57903112,4.5,21,14,464,0,30,21,34,379,81.7,4.5,7.3,0,6.5,3
57903113,29.4,179,15,608,2,72,100,87,347,57.1,16.4,14.3,0.3,11.8,2.5
57903114,2.1,9,0,436,3,56,15,15,347,79.6,3.4,3.4,0.7,12.8,0
57903116,17.1,108,48,630,1,78,33,66,452,71.7,5.2,10.5,0.2,12.4,7.6
57903117,2.9,1,0,35,0,0,1,1,33,94.3,2.9,2.9,0,0,0
57903118,4.4,21,0,477,5,46,14,17,395,82.8,2.9,3.6,1,9.6,0
57903119,14.8,70,17,474,4,37,64,35,334,70.5,13.5,7.4,0.8,7.8,3.6
57903120,9.8,70,62,716,7,138,90,58,423,59.1,12.6,8.1,1,19.3,8.7
57903122,7.2,57,111,797,4,184,24,30,555,69.6,3,3.8,0.5,23.1,13.9
57903124,15.6,90,73,578,4,101,70,53,350,60.6,12.1,9.2,0.7,17.5,12.6
57903125,18.1,68,23,375,4,27,41,33,270,72,10.9,8.8,1.1,7.2,6.1
57903126,7.1,34,0,481,5,32,35,33,376,78.2,7.3,6.9,1,6.7,0
57904001,13,198,11,1521,10,38,422,158,893,58.7,27.7,10.4,0.7,2.5,0.7
57904041,21.4,214,5,1002,7,18,316,105,556,55.5,31.5,10.5,0.7,1.8,0.5
57904101,18.5,58,0,314,2,4,16,22,270,86,5.1,7,0.6,1.3,0
57904102,23.3,94,0,403,3,7,77,41,275,68.2,19.1,10.2,0.7,1.7,0
57904103,22.6,104,1,461,4,11,123,52,271,58.8,26.7,11.3,0.9,2.4,0.2
57904104,21.9,111,16,508,0,9,192,61,246,48.4,37.8,12,0,1.8,3.1
57904105,27.8,116,15,418,1,10,161,65,181,43.3,38.5,15.6,0.2,2.4,3.6
57904106,20,94,3,470,6,6,135,59,264,56.2,28.7,12.6,1.3,1.3,0.6
57904107,26.3,136,14,518,5,14,158,54,287,55.4,30.5,10.4,1,2.7,2.7
57905001,33.1,632,158,1911,8,99,525,460,819,42.9,27.5,24.1,0.4,5.2,8.3
57905002,70.6,1058,573,1498,16,8,132,1294,48,3.2,8.8,86.4,1.1,0.5,38.3
57905003,58.5,569,8,973,0,0,948,23,2,0.2,97.4,2.4,0,0,0.8
57905006,38.2,501,311,1311,7,38,450,446,370,28.2,34.3,34,0.5,2.9,23.7
57905007,47.3,635,515,1343,3,34,239,986,81,6,17.8,73.4,0.2,2.5,38.3
57905008,51.5,910,145,1767,4,23,1350,365,25,1.4,76.4,20.7,0.2,1.3,8.2
57905009,52.9,710,2,1342,0,3,1324,9,6,0.4,98.7,0.7,0,0.2,0.1
57905012,74.8,618,106,826,4,21,521,278,2,0.2,63.1,33.7,0.5,2.5,12.8
57905013,57.3,571,24,997,0,0,911,80,6,0.6,91.4,8,0,0,2.4
57905014,57.9,733,115,1266,5,7,779,365,110,8.7,61.5,28.8,0.4,0.6,9.1
57905015,31.2,312,28,1000,5,1,126,140,728,72.8,12.6,14,0.5,0.1,2.8
57905016,48.1,627,64,1303,2,1,1177,121,2,0.2,90.3,9.3,0.2,0.1,4.9
57905017,56,891,269,1591,10,6,789,611,175,11,49.6,38.4,0.6,0.4,16.9
57905018,55.8,1292,566,2316,28,2,144,2020,122,5.3,6.2,87.2,1.2,0.1,24.4
57905019,90.2,148,161,164,0,5,0,159,0,0,0,97,0,3,98.2
57905020,43.9,76,5,173,2,1,113,48,9,5.2,65.3,27.7,1.2,0.6,2.9
57905021,24.3,364,235,1498,5,77,326,536,554,37,21.8,35.8,0.3,5.1,15.7
57905022,49.9,805,524,1614,15,19,219,1068,293,18.2,13.6,66.2,0.9,1.2,32.5
57905023,31.3,580,14,1854,0,1,1767,66,20,1.1,95.3,3.6,0,0.1,0.8
57905024,73.5,1129,785,1536,5,144,169,1195,23,1.5,11,77.8,0.3,9.4,51.1
57905025,40.9,1465,375,3584,7,106,1622,1552,297,8.3,45.3,43.3,0.2,3,10.5
57905026,36.9,65,11,176,0,5,89,50,32,18.2,50.6,28.4,0,2.8,6.3
57905027,18.4,35,3,190,1,0,147,28,14,7.4,77.4,14.7,0.5,0,1.6
57905029,0,0,0,1,0,1,0,0,0,0,0,0,0,100,0
57905030,100,6,0,6,0,0,4,2,0,0,66.7,33.3,0,0,0
57905032,71.3,483,3,677,1,2,658,13,3,0.4,97.2,1.9,0.1,0.3,0.4
57905033,50.9,340,48,668,2,8,335,301,22,3.3,50.1,45.1,0.3,1.2,7.2
57905034,14.8,98,6,663,5,10,187,126,335,50.5,28.2,19,0.8,1.5,0.9
57905036,42.9,274,19,638,3,39,367,180,49,7.7,57.5,28.2,0.5,6.1,3
57905037,50.3,77,3,153,0,1,91,48,13,8.5,59.5,31.4,0,0.7,2
57905038,48.8,183,16,375,3,3,227,97,45,12,60.5,25.9,0.8,0.8,4.3
57905039,17.9,27,1,151,0,11,51,28,61,40.4,33.8,18.5,0,7.3,0.7
57905041,44.4,4,0,9,0,0,7,2,0,0,77.8,22.2,0,0,0
57905042,41.2,360,18,874,1,15,729,110,19,2.2,83.4,12.6,0.1,1.7,2.1
57905043,68.1,693,84,1018,2,12,807,177,20,2,79.3,17.4,0.2,1.2,8.3
57905044,84.7,1048,586,1238,5,17,253,891,72,5.8,20.4,72,0.4,1.4,47.3
57905045,78.3,691,218,883,2,2,389,407,83,9.4,44.1,46.1,0.2,0.2,24.7
57905046,77.1,700,125,908,3,2,513,305,85,9.4,56.5,33.6,0.3,0.2,13.8
57905047,54.9,457,178,833,6,20,312,288,207,24.8,37.5,34.6,0.7,2.4,21.4
57905048,65.9,567,101,861,2,35,407,228,189,22,47.3,26.5,0.2,4.1,11.7
57905049,73.9,1562,573,2114,16,5,227,1671,195,9.2,10.7,79,0.8,0.2,27.1
57905050,49.5,326,67,658,3,40,192,180,243,36.9,29.2,27.4,0.5,6.1,10.2
57905051,73.6,715,53,971,0,0,853,111,7,0.7,87.8,11.4,0,0,5.5
57905052,70.4,677,228,962,0,5,436,451,70,7.3,45.3,46.9,0,0.5,23.7
57905053,68.6,833,428,1215,10,10,195,805,195,16,16,66.3,0.8,0.8,35.2
57905054,42.5,353,184,830,4,45,191,334,256,30.8,23,40.2,0.5,5.4,22.2
57905055,89.9,664,412,739,7,51,107,552,22,3,14.5,74.7,0.9,6.9,55.8
57905058,81.3,666,318,819,5,73,113,557,71,8.7,13.8,68,0.6,8.9,38.8
57905059,86.2,951,490,1103,11,3,44,1010,35,3.2,4,91.6,1,0.3,44.4
57905060,78.4,563,185,718,4,2,409,297,6,0.8,57,41.4,0.6,0.3,25.8
57905063,66.5,451,30,678,2,1,595,64,16,2.4,87.8,9.4,0.3,0.1,4.4
57905064,43.4,157,2,362,4,6,137,83,132,36.5,37.8,22.9,1.1,1.7,0.6
57905065,83.5,893,39,1069,2,0,997,69,1,0.1,93.3,6.5,0.2,0,3.6
57905069,44.5,314,31,706,7,1,127,129,442,62.6,18,18.3,1,0.1,4.4
57905071,53.7,79,9,147,0,3,43,58,43,29.3,29.3,39.5,0,2,6.1
57905072,73.3,573,17,782,0,1,743,38,0,0,95,4.9,0,0.1,2.2
57905073,51.1,186,19,364,5,15,144,135,65,17.9,39.6,37.1,1.4,4.1,5.2
57905074,86.7,719,195,829,8,10,382,421,8,1,46.1,50.8,1,1.2,23.5
57905090,21.6,24,3,111,2,1,52,35,21,18.9,46.8,31.5,1.8,0.9,2.7
57905091,4.8,1,0,21,0,0,9,8,4,19,42.9,38.1,0,0,0
57905095,25,52,17,208,2,0,105,66,35,16.8,50.5,31.7,1,0,8.2
57905097,7.2,6,1,83,0,1,53,21,8,9.6,63.9,25.3,0,1.2,1.2
57905101,86.3,891,430,1032,2,1,288,594,147,14.2,27.9,57.6,0.2,0.1,41.7
57905103,91.8,491,273,535,0,39,38,455,3,0.6,7.1,85,0,7.3,51
57905104,81.4,729,282,896,13,0,316,395,172,19.2,35.3,44.1,1.5,0,31.5
57905105,93.2,552,266,592,5,2,4,494,87,14.7,0.7,83.4,0.8,0.3,44.9
57905106,94.8,199,36,210,0,0,149,60,1,0.5,71,28.6,0,0,17.1
57905108,86.5,575,40,665,4,0,522,71,68,10.2,78.5,10.7,0.6,0,6
57905109,91.8,639,145,696,3,1,364,268,60,8.6,52.3,38.5,0.4,0.1,20.8
57905110,81.6,647,203,793,3,5,369,284,132,16.6,46.5,35.8,0.4,0.6,25.6
57905111,96.6,649,539,672,3,6,19,635,9,1.3,2.8,94.5,0.4,0.9,80.2
57905112,98.4,1027,703,1044,9,2,95,919,19,1.8,9.1,88,0.9,0.2,67.3
57905113,97.7,293,2,300,1,0,293,5,1,0.3,97.7,1.7,0.3,0,0.7
57905114,93.3,685,8,734,0,3,720,9,2,0.3,98.1,1.2,0,0.4,1.1
57905115,94.4,747,247,791,2,1,388,398,2,0.3,49.1,50.3,0.3,0.1,31.2
57905116,96.1,1539,1022,1602,5,6,353,1204,34,2.1,22,75.2,0.3,0.4,63.8
57905117,97.2,456,161,469,1,3,205,239,21,4.5,43.7,51,0.2,0.6,34.3
57905118,92.8,632,12,681,0,1,654,23,3,0.4,96,3.4,0,0.1,1.8
