DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
"110907",1,2.1,0,0,0,0,36,75,12,25,48,100,1,2.1,23,47.9,0,0,673,0,0,3,0.4,9,1.2,185,27.5,422,62.7,5,0.7,16,2.4,488,72.5,0,0,143,21.2,6,0.9,237,35.2,5,10.4,23,47.9
"110908",1,7.1,0,0,0,0,12,85.7,2,14.3,14,100,0,0,6,42.9,0,0,174,0,0,0,0,0,0,67,38.5,54,31,2,1.1,7,4,107,61.5,0,0,64,36.8,4,2.3,114,65.5,0,0,7,50
"111901",7,1.8,3,0.8,1,0.3,326,82.1,71,17.9,397,100,2,0.5,76,19.1,0,0,6625,35,0.5,45,0.7,58,0.8,3180,48,1481,22.4,50,0.8,437,6.6,3445,52,3,0,2622,39.6,101,1.5,4910,74.1,35,8.8,308,77.6
"111902",0,0,0,0,0,0,11,73.3,4,26.7,15,100,0,0,1,6.7,0,0,324,0,0,4,1.2,0,0,164,50.6,35,10.8,0,0,9,2.8,160,49.4,0,0,117,36.1,5,1.5,280,86.4,0,0,14,93.3
"111903",0,0,0,0,0,0,52,91.2,5,8.8,57,100,0,0,4,7,0,0,672,0,0,8,1.2,0,0,165,24.6,42,6.3,3,0.4,15,2.2,507,75.4,0,0,196,29.2,6,0.9,613,91.2,6,10.5,53,93
"112901",3,1.3,1,0.4,0,0,173,73,64,27,237,100,28,11.8,52,21.9,0,0,4245,33,0.8,474,11.2,50,1.1,2611,61.5,1108,26.1,18,0.4,422,9.9,1634,38.5,1,0,1913,45.1,136,3.2,2475,58.3,18,7.6,153,64.6
"112905",0,0,0,0,0,0,35,77.8,10,22.2,45,100,0,0,4,8.9,0,0,388,1,0.3,4,1,3,0.7,227,58.5,28,7.2,6,1.5,7,1.8,161,41.5,1,0.3,215,55.4,3,0.8,345,88.9,5,11.1,41,91.1
"112906",1,3.2,0,0,0,0,19,61.3,12,38.7,31,100,0,0,6,19.4,0,0,496,0,0,5,1,0,0,322,64.9,115,23.2,5,1,51,10.3,174,35.1,0,0,232,46.8,22,4.4,349,70.4,5,16.1,24,77.4
"112907",0,0,0,0,0,0,17,94.4,1,5.6,18,100,0,0,1,5.6,0,0,255,0,0,0,0,2,0.7,151,59.2,56,22,0,0,19,7.5,104,40.8,0,0,96,37.6,3,1.2,196,76.9,1,5.6,17,94.4
"112908",0,0,0,0,0,0,40,78.4,11,21.6,51,100,1,2,19,37.3,0,0,764,2,0.3,28,3.7,6,0.7,549,71.9,315,41.2,4,0.5,165,21.6,215,28.1,0,0,439,57.5,15,2,400,52.4,7,13.7,31,60.8
"112909",0,0,0,0,0,0,15,68.2,7,31.8,22,100,1,4.5,3,13.6,1,4.5,257,0,0,8,3.1,1,0.3,170,66.1,61,23.7,2,0.8,25,9.7,87,33.9,0,0,98,38.1,5,1.9,181,70.4,5,22.7,17,77.3
"112910",0,0,0,0,0,0,17,94.4,1,5.6,18,100,0,0,1,5.6,0,0,232,0,0,6,2.6,2,0.8,102,44,24,10.3,0,0,6,2.6,130,56,1,0.4,85,36.6,12,5.2,189,81.5,1,5.6,17,94.4
"113901",2,2.4,0,0,0,0,55,66.3,28,33.7,83,100,40,48.2,19,22.9,0,0,1295,11,0.8,674,52,92,6.6,1113,85.9,368,28.4,5,0.4,205,15.8,182,14.1,0,0,793,61.2,23,1.8,214,16.5,12,14.5,22,26.5
"113902",0,0,0,0,0,0,33,94.3,2,5.7,35,100,12,34.3,5,14.3,0,0,485,2,0.4,119,24.5,4,0.8,304,62.7,47,9.7,3,0.6,9,1.9,181,37.3,2,0.4,241,49.7,12,2.5,300,61.9,1,2.9,18,51.4
"113903",1,3.3,0,0,0,0,25,83.3,5,16.7,30,100,1,3.3,1,3.3,0,0,502,2,0.4,30,6,6,1.2,182,36.3,37,7.4,0,0,4,0.8,320,63.7,0,0,150,29.9,25,5,408,81.3,3,10,27,90
"113905",1,2.9,1,2.9,0,0,31,91.2,3,8.8,34,100,0,0,4,11.8,0,0,492,1,0.2,15,3,3,0.6,241,49,40,8.1,1,0.2,4,0.8,251,51,0,0,226,45.9,6,1.2,429,87.2,3,8.8,28,82.4
"113906",0,0,0,0,0,0,21,87.5,3,12.5,24,100,5,20.8,0,0,0,0,307,0,0,50,16.3,2,0.6,198,64.5,24,7.8,3,1,1,0.3,109,35.5,0,0,139,45.3,12,3.9,218,71,2,8.3,19,79.2
"114901",2,0.8,1,0.4,0,0,194,82.2,42,17.8,236,100,17,7.2,132,55.9,2,0.8,4134,23,0.6,247,6,103,2.3,2696,65.2,2569,62.1,8,0.2,86,2.1,1438,34.8,4,0.1,2069,50,94,2.3,1189,28.8,24,10.2,82,34.7
"114902",1,1.8,0,0,0,0,49,86,8,14,57,100,0,0,21,36.8,0,0,875,4,0.5,3,0.3,10,1.1,306,35,280,32,5,0.6,15,1.7,569,65,1,0.1,315,36,14,1.6,568,64.9,8,14,35,61.4
"114904",0,0,0,0,0,0,33,91.7,3,8.3,36,100,0,0,8,22.2,1,2.8,709,7,1,8,1.1,2,0.3,192,27.1,185,26.1,2,0.3,1,0.1,517,72.9,0,0,143,20.2,16,2.3,491,69.3,2,5.6,27,75
"115901",0,0,0,0,0,0,33,97.1,1,2.9,34,100,0,0,32,94.1,0,0,476,0,0,0,0,0,0,443,93.1,466,97.9,0,0,231,48.5,33,6.9,0,0,339,71.2,1,0.2,9,1.9,1,2.9,2,5.9
"115902",0,0,0,0,0,0,11,73.3,4,26.7,15,100,0,0,10,66.7,0,0,124,1,0.8,0,0,0,0,80,64.5,87,70.2,1,0.8,1,0.8,44,35.5,0,0,68,54.8,1,0.8,34,27.4,3,20,5,33.3
"115903",0,0,0,0,0,0,3,75,1,25,4,100,0,0,3,75,0,0,71,0,0,2,2.8,0,0,62,87.3,41,57.7,0,0,14,19.7,9,12.7,0,0,55,77.5,1,1.4,27,38,1,25,1,25
"116801",0,0,0,0,0,0,14,93.3,1,6.7,15,100,3,20,3,20,0,0,658,7,1.1,110,16.7,0,0,460,69.9,221,33.6,9,1.4,57,8.7,198,30.1,0,0,224,34,25,3.8,286,43.5,1,6.7,9,60
"116901",6,5.8,0,0,0,0,70,68,33,32,103,100,0,0,11,10.7,2,1.9,1546,3,0.2,24,1.6,34,2.1,571,36.9,227,14.7,16,1,36,2.3,975,63.1,0,0,547,35.4,46,3,1230,79.6,13,12.6,84,81.6
"116902",1,2,1,2,0,0,33,67.3,16,32.7,49,100,2,4.1,5,10.2,0,0,451,0,0,9,2,12,2.3,211,46.8,49,10.9,2,0.4,8,1.8,240,53.2,0,0,211,46.8,10,2.2,381,84.5,12,24.5,40,81.6
"116903",2,1.7,1,0.9,1,0.9,103,88.8,13,11.2,116,100,21,18.1,17,14.7,1,0.9,1503,33,2.2,268,17.8,19,1.1,1004,66.8,326,21.7,10,0.7,157,10.4,499,33.2,9,0.6,895,59.5,58,3.9,799,53.2,12,10.3,73,62.9
"116905",8,2.8,4,1.4,0,0,196,69.8,85,30.2,281,100,47,16.7,100,35.6,1,0.4,4788,38,0.8,859,17.9,63,1.1,3302,69,1792,37.4,42,0.9,865,18.1,1486,31,7,0.1,2880,60.2,139,2.9,1911,39.9,23,8.2,121,43.1
"116906",2,3.4,0,0,0,0,45,76.3,14,23.7,59,100,2,3.4,5,8.5,1,1.7,964,7,0.7,18,1.9,6,0.6,403,41.8,89,9.2,9,0.9,9,0.9,561,58.2,0,0,249,25.8,20,2.1,821,85.2,8,13.6,49,83.1
"116908",2,1.4,0,0,0,0,107,74.3,37,25.7,144,100,2,1.4,23,16,2,1.4,2587,15,0.6,19,0.7,81,2.8,1788,69.1,548,21.2,16,0.6,213,8.2,799,30.9,0,0,1130,43.7,40,1.5,1949,75.3,8,5.6,115,79.9
"116909",0,0,0,0,0,0,32,97,1,3,33,100,0,0,2,6.1,0,0,610,2,0.3,31,5.1,7,1,312,51.1,79,13,10,1.6,36,5.9,298,48.9,0,0,269,44.1,3,0.5,485,79.5,2,6.1,31,93.9
"116910",1,5.3,0,0,0,0,15,78.9,4,21.1,19,100,0,0,4,21.1,0,0,356,2,0.6,6,1.7,0,0,228,64,57,16,2,0.6,20,5.6,128,36,0,0,136,38.2,2,0.6,287,80.6,3,15.8,14,73.7
"116915",0,0,0,0,0,0,27,84.4,5,15.6,32,100,1,3.1,13,40.6,0,0,599,0,0,10,1.7,9,1.3,314,52.4,192,32.1,4,0.7,66,11,285,47.6,1,0.2,175,29.2,21,3.5,371,61.9,3,9.4,18,56.3
"116916",0,0,0,0,0,0,22,59.5,15,40.5,37,100,2,5.4,5,13.5,0,0,520,5,1,12,2.3,5,0.9,260,50,61,11.7,3,0.6,3,0.6,260,50,1,0.2,157,30.2,15,2.9,423,81.3,2,5.4,30,81.1
"117901",0,0,1,0.6,0,0,128,81,30,19,158,100,9,5.7,44,27.8,3,1.9,2791,15,0.5,92,3.3,29,1,1494,53.5,1199,43,31,1.1,247,8.8,1297,46.5,2,0.1,1200,43,97,3.5,1355,48.5,18,11.4,101,63.9
"117903",2,3.9,0,0,0,0,24,47.1,27,52.9,51,100,1,2,3,5.9,2,3.9,836,1,0.1,3,0.4,7,0.8,343,41,83,9.9,9,1.1,0,0,493,59,0,0,432,51.7,33,3.9,707,84.6,4,7.8,43,84.3
"117904",0,0,1,2.4,0,0,32,76.2,10,23.8,42,100,0,0,7,16.7,2,4.8,639,1,0.2,3,0.5,3,0.4,271,42.4,133,20.8,12,1.9,5,0.8,368,57.6,0,0,229,35.8,13,2,477,74.6,5,11.9,32,76.2
"117907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,1,1,1,1,0,0,58,58,27,27,3,3,7,7,42,42,0,0,47,47,0,0,68,68,.,.,.,.
"118902",0,0,0,0,0,0,22,91.7,2,8.3,24,100,1,4.2,9,37.5,1,4.2,322,0,0,8,2.5,8,2.4,115,35.7,97,30.1,2,0.6,0,0,207,64.3,1,0.3,115,35.7,2,0.6,212,65.8,3,12.5,13,54.2
"119901",1,6.7,0,0,0,0,15,100,0,0,15,100,0,0,2,13.3,0,0,246,0,0,0,0,2,0.7,122,49.6,33,13.4,0,0,4,1.6,124,50.4,0,0,122,49.6,2,0.8,211,85.8,0,0,12,80
"119902",0,0,0,0,0,0,44,75.9,14,24.1,58,100,0,0,11,19,0,0,990,3,0.3,16,1.6,33,3,511,51.6,279,28.2,4,0.4,109,11,479,48.4,0,0,454,45.9,33,3.3,655,66.2,4,6.9,47,81
"119903",1,3.8,0,0,0,0,21,80.8,5,19.2,26,100,0,0,2,7.7,0,0,327,1,0.3,0,0,7,1.7,175,53.5,61,18.7,2,0.6,20,6.1,152,46.5,0,0,162,49.5,3,0.9,260,79.5,7,26.9,23,88.5
"120901",2,1.9,1,1,0,0,79,76.7,24,23.3,103,100,20,19.4,36,35,0,0,1558,3,0.2,257,16.5,32,1.9,955,61.3,664,42.6,5,0.3,129,8.3,603,38.7,4,0.3,522,33.5,5,0.3,620,39.8,10,9.7,44,42.7
"120902",0,0,0,0,0,0,32,84.2,6,15.8,38,100,0,0,21,55.3,0,0,746,2,0.3,13,1.7,5,0.7,394,52.8,394,52.8,1,0.1,98,13.1,352,47.2,0,0,288,38.6,7,0.9,329,44.1,0,0,17,44.7
"120905",1,1.3,0,0,0,0,64,84.2,12,15.8,76,100,0,0,24,31.6,0,0,1204,3,0.2,13,1.1,10,0.8,367,30.5,341,28.3,2,0.2,35,2.9,837,69.5,0,0,325,27,5,0.4,840,69.8,6,7.9,51,67.1
"121902",0,0,0,0,0,0,17,89.5,2,10.5,19,100,0,0,1,5.3,0,0,417,0,0,20,4.8,0,0,238,57.1,22,5.3,0,0,0,0,179,42.9,0,0,153,36.7,9,2.2,366,87.8,2,10.5,18,94.7
"121903",0,0,1,1,1,1,76,75.2,25,24.8,101,100,3,3,5,5,0,0,1527,4,0.3,61,4,8,0.5,662,43.4,47,3.1,18,1.2,4,0.3,865,56.6,0,0,754,49.4,22,1.4,1375,90,8,7.9,91,90.1
"121904",1,0.6,1,0.6,0,0,120,75,40,25,160,100,75,46.9,15,9.4,0,0,2616,13,0.5,1048,40.1,89,3.1,1996,76.3,422,16.1,7,0.3,185,7.1,620,23.7,17,0.6,1542,58.9,58,2.2,1051,40.2,26,16.3,68,42.5
"121905",3,3.4,0,0,0,0,53,59.6,36,40.4,89,100,15,16.9,2,2.2,0,0,1427,5,0.4,152,10.7,23,1.4,831,58.2,105,7.4,6,0.4,34,2.4,596,41.8,0,0,538,37.7,49,3.4,1110,77.8,8,9,69,77.5
"121906",0,0,0,0,0,0,29,96.7,1,3.3,30,100,0,0,1,3.3,0,0,472,0,0,1,0.2,0,0,163,34.5,9,1.9,0,0,2,0.4,309,65.5,0,0,200,42.4,13,2.8,449,95.1,0,0,29,96.7
"122901",0,0,0,0,0,0,13,86.7,2,13.3,15,100,0,0,8,53.3,0,0,239,0,0,0,0,3,0.9,108,45.2,138,57.7,0,0,27,11.3,131,54.8,0,0,98,41,2,0.8,99,41.4,2,13.3,7,46.7
"122902",0,0,0,0,0,0,2,100,0,0,2,100,0,0,0,0,0,0,31,1,3.2,0,0,1,2.3,27,87.1,20,64.5,1,3.2,12,38.7,4,12.9,0,0,19,61.3,1,3.2,8,25.8,0,0,2,100
"123803",0,0,1,5,0,0,19,95,1,5,20,100,15,75,3,15,0,0,405,0,0,350,86.4,0,0,348,85.9,32,7.9,0,0,0,0,57,14.1,0,0,206,50.9,4,1,19,4.7,3,15,1,5
"123805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,274,0,0,117,42.7,0,0,241,88,116,42.3,1,0.4,68,24.8,33,12,0,0,114,41.6,11,4,29,10.6,.,.,.,.
"123807",0,0,0,0,0,0,13,86.7,2,13.3,15,100,1,6.7,14,93.3,0,0,246,0,0,9,3.7,0,0,228,92.7,230,93.5,0,0,20,8.1,18,7.3,0,0,85,34.6,0,0,7,2.8,0,0,0,0
"123905",1,0.3,11,3.4,0,0,269,82,59,18,328,100,20,6.1,21,6.4,3,0.9,5019,326,6.5,366,7.3,119,2.2,2221,44.3,1010,20.1,27,0.5,297,5.9,2798,55.7,1,0,1866,37.2,86,1.7,3203,63.8,28,8.5,272,82.9
"123907",2,0.5,38,8.9,1,0.2,382,89.3,46,10.7,428,100,230,53.7,150,35,2,0.5,8982,406,4.5,4035,44.9,238,2.4,7908,88,4060,45.2,178,2,2081,23.2,1074,12,5,0.1,6249,69.6,52,0.6,246,2.7,46,10.7,5,1.2
"123908",1,0.3,17,5.4,0,0,252,79.7,64,20.3,316,100,2,0.6,39,12.3,1,0.3,4847,270,5.6,127,2.6,61,1.2,1953,40.3,893,18.4,28,0.6,186,3.8,2894,59.7,2,0,1945,40.1,105,2.2,3422,70.6,40,12.7,256,81
"123910",19,1.6,41,3.4,1,0.1,904,74.9,303,25.1,1207,100,764,63.3,175,14.5,3,0.2,19832,583,2.9,12011,60.6,539,2.6,14617,73.7,4199,21.2,39,0.2,1804,9.1,5215,26.3,19,0.1,6135,30.9,431,2.2,2550,12.9,91,7.5,204,16.9
"123913",0,0,0,0,0,0,27,96.4,1,3.6,28,100,9,32.1,6,21.4,0,0,381,9,2.4,77,20.2,1,0.3,221,58,126,33.1,4,1,7,1.8,160,42,0,0,27,7.1,11,2.9,154,40.4,0,0,13,46.4
"123914",2,1.7,0,0,0,0,102,86.4,16,13.6,118,100,9,7.6,15,12.7,0,0,1729,23,1.3,71,4.1,17,1,611,35.3,267,15.4,15,0.9,74,4.3,1118,64.7,1,0.1,577,33.4,11,0.6,1341,77.6,10,8.5,92,78
"124901",0,0,0,0,0,0,52,75.4,17,24.6,69,100,0,0,65,94.2,1,1.4,1097,2,0.2,5,0.5,35,3,874,79.7,1056,96.3,3,0.3,92,8.4,223,20.3,0,0,599,54.6,0,0,31,2.8,10,14.5,3,4.3
"125901",0,0,0,0,1,0.4,234,84.2,44,15.8,278,100,1,0.4,252,90.6,0,0,5406,24,0.4,21,0.4,92,1.6,4141,76.6,5085,94.1,3,0.1,209,3.9,1265,23.4,0,0,2542,47,12,0.2,261,4.8,25,9,24,8.6
"125902",0,0,0,0,0,0,37,75.5,12,24.5,49,100,1,2,41,83.7,0,0,604,0,0,1,0.2,10,1.5,452,74.8,537,88.9,7,1.2,38,6.3,152,25.2,0,0,309,51.2,1,0.2,58,9.6,8,16.3,7,14.3
"125903",0,0,0,0,0,0,99,72.8,37,27.2,136,100,0,0,77,56.6,1,0.7,1894,10,0.5,0,0,22,1.1,1061,56,1128,59.6,2,0.1,31,1.6,833,44,1,0.1,843,44.5,12,0.6,741,39.1,7,5.1,58,42.6
"125905",0,0,0,0,0,0,31,83.8,6,16.2,37,100,0,0,36,97.3,0,0,550,0,0,1,0.2,38,6.1,433,78.7,530,96.4,0,0,52,9.5,117,21.3,0,0,395,71.8,0,0,19,3.5,6,16.2,1,2.7
"125906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,120,3,2.5,2,1.7,0,0,56,46.7,110,91.7,0,0,1,0.8,64,53.3,0,0,8,6.7,1,0.8,4,3.3,.,.,.,.
"126901",13,5.5,0,0,0,0,193,81.4,44,18.6,237,100,6,2.5,64,27,2,0.8,3458,12,0.3,90,2.6,56,1.5,2072,59.9,1104,31.9,32,0.9,394,11.4,1386,40.1,1,0,1700,49.2,82,2.4,2137,61.8,18,7.6,152,64.1
"126902",15,2.2,6,0.9,0,0,518,75.8,165,24.2,683,100,35,5.1,110,16.1,4,0.6,10711,77,0.7,546,5.1,217,1.9,3617,33.8,1988,18.6,74,0.7,413,3.9,7094,66.2,20,0.2,4828,45.1,259,2.4,7747,72.3,45,6.6,513,75.1
"126903",12,3,4,1,1,0.2,322,79.5,83,20.5,405,100,17,4.2,151,37.3,3,0.7,6566,22,0.3,261,4,146,2,4336,66,2802,42.7,28,0.4,1248,19,2230,34,85,1.3,3814,58.1,164,2.5,3204,48.8,39,9.6,217,53.6
"126904",3,3.3,0,0,0,0,82,91.1,8,8.9,90,100,3,3.3,17,18.9,0,0,1096,6,0.5,27,2.5,12,1,353,32.2,167,15.2,12,1.1,30,2.7,743,67.8,4,0.4,341,31.1,18,1.6,862,78.6,8,8.9,67,74.4
"126905",10,3.3,0,0,1,0.3,263,86.2,42,13.8,305,100,1,0.3,67,22,3,1,4989,29,0.6,53,1.1,83,1.5,2442,48.9,1129,22.6,32,0.6,345,6.9,2547,51.1,2,0,2013,40.3,109,2.2,3635,72.9,16,5.2,223,73.1
"126906",1,1.6,2,3.3,10,16.4,40,65.6,21,34.4,61,100,2,3.3,22,36.1,0,0,895,6,0.7,29,3.2,7,0.7,716,80,327,36.5,4,0.4,177,19.8,179,20,157,17.5,489,54.6,26,2.9,346,38.7,7,11.5,24,39.3
"126907",0,0,0,0,0,0,38,80.9,9,19.1,47,100,0,0,6,12.8,0,0,775,1,0.1,1,0.1,10,1.1,369,47.6,127,16.4,5,0.6,39,5,406,52.4,0,0,354,45.7,19,2.5,622,80.3,7,14.9,41,87.2
"126908",0,0,3,2.6,0,0,92,80,23,20,115,100,7,6.1,44,38.3,1,0.9,1928,20,1,50,2.6,74,3.6,1357,70.4,963,49.9,24,1.2,427,22.1,571,29.6,2,0.1,1032,53.5,26,1.3,843,43.7,12,10.4,60,52.2
"126911",1,1.2,0,0,0,0,74,90.2,8,9.8,82,100,0,0,12,14.6,1,1.2,1727,6,0.3,20,1.2,16,0.9,931,53.9,354,20.5,41,2.4,121,7,796,46.1,2,0.1,774,44.8,39,2.3,1265,73.2,9,11,68,82.9
"127901",2,3.8,1,1.9,0,0,40,75.5,13,24.5,53,100,3,5.7,23,43.4,0,0,722,6,0.8,10,1.4,6,0.8,481,66.6,366,50.7,1,0.1,18,2.5,241,33.4,0,0,341,47.2,13,1.8,326,45.2,7,13.2,24,45.3
"127903",0,0,0,0,0,0,9,39.1,14,60.9,23,100,0,0,9,39.1,0,0,469,6,1.3,22,4.7,4,0.8,281,59.9,179,38.2,0,0,30,6.4,188,40.1,0,0,283,60.3,12,2.6,250,53.3,3,13,14,60.9
"127904",1,2,0,0,0,0,38,77.6,11,22.4,49,100,0,0,5,10.2,0,0,701,0,0,3,0.4,12,1.5,356,50.8,110,15.7,0,0,0,0,345,49.2,0,0,316,45.1,8,1.1,580,82.7,4,8.2,43,87.8
"127905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125,0,0,5,4,2,1.5,96,76.8,23,18.4,1,0.8,0,0,29,23.2,0,0,47,37.6,13,10.4,83,66.4,.,.,.,.
"127906",2,3.5,0,0,0,0,48,84.2,9,15.8,57,100,4,7,22,38.6,0,0,680,4,0.6,65,9.6,20,2.6,489,71.9,327,48.1,2,0.3,18,2.6,191,28.1,0,0,302,44.4,22,3.2,260,38.2,4,7,29,50.9
"128901",1,1.5,0,0,0,0,61,93.8,4,6.2,65,100,3,4.6,36,55.4,0,0,1055,1,0.1,20,1.9,27,2.3,669,63.4,737,69.9,2,0.2,31,2.9,386,36.6,1,0.1,483,45.8,6,0.6,288,27.3,5,7.7,25,38.5
"128902",0,0,0,0,0,0,31,73.8,11,26.2,42,100,1,2.4,31,73.8,0,0,717,1,0.1,22,3.1,8,1,527,73.5,599,83.5,5,0.7,18,2.5,190,26.5,0,0,370,51.6,6,0.8,84,11.7,4,9.5,10,23.8
"128903",0,0,0,0,0,0,21,87.5,3,12.5,24,100,0,0,21,87.5,0,0,317,1,0.3,2,0.6,7,2,256,80.8,279,88,0,0,0,0,61,19.2,0,0,192,60.6,0,0,35,11,2,8.3,3,12.5
"128904",1,2.9,0,0,0,0,31,91.2,3,8.8,34,100,0,0,3,8.8,0,0,357,1,0.3,3,0.8,0,0,83,23.2,68,19,0,0,3,0.8,274,76.8,0,0,66,18.5,2,0.6,283,79.3,2,5.9,30,88.2
"129901",2,1.1,0,0,0,0,154,81.1,36,18.9,190,100,25,13.2,30,15.8,1,0.5,3164,25,0.8,314,9.9,45,1.4,1311,41.4,601,19,18,0.6,166,5.2,1853,58.6,1,0,1150,36.3,66,2.1,2139,67.6,11,5.8,132,69.5
"129902",9,1.6,8,1.5,1,0.2,487,89.2,59,10.8,546,100,71,13,102,18.7,4,0.7,8633,127,1.5,912,10.6,100,1.1,2314,26.8,2019,23.4,53,0.6,498,5.8,6319,73.2,5,0.1,2735,31.7,218,2.5,5299,61.4,42,7.7,351,64.3
"129903",2,0.9,2,0.9,0,0,179,78.5,49,21.5,228,100,14,6.1,87,38.2,0,0,3848,27,0.7,197,5.1,68,1.7,2537,65.9,1616,42,25,0.6,613,15.9,1311,34.1,1,0,1732,45,74,1.9,1908,49.6,17,7.5,123,53.9
"129904",1,1.2,0,0,0,0,63,75.9,20,24.1,83,100,0,0,11,13.3,1,1.2,1435,3,0.2,36,2.5,32,1.9,965,67.2,278,19.4,11,0.8,83,5.8,470,32.8,0,0,869,60.6,32,2.2,1075,74.9,12,14.5,70,84.3
"129905",10,4.2,4,1.7,0,0,219,92.8,17,7.2,236,100,5,2.1,28,11.9,1,0.4,3392,26,0.8,63,1.9,71,1.9,2073,61.1,478,14.1,17,0.5,96,2.8,1319,38.9,1,0,1509,44.5,121,3.6,2686,79.2,8,3.4,188,79.7
"129906",0,0,2,0.9,0,0,195,87.8,27,12.2,222,100,71,32,76,34.2,1,0.5,4191,41,1,1002,23.9,147,3.1,2944,70.2,1836,43.8,20,0.5,882,21,1247,29.8,2,0,2162,51.6,100,2.4,1190,28.4,18,8.1,72,32.4
"129910",0,0,0,0,0,0,38,63.3,22,36.7,60,100,1,1.7,4,6.7,1,1.7,975,1,0.1,33,3.4,9,0.8,450,46.2,121,12.4,6,0.6,18,1.8,525,53.8,1,0.1,343,35.2,14,1.4,799,81.9,8,13.3,54,90
"130801",0,0,0,0,0,0,3,21.4,11,78.6,14,100,0,0,7,50,0,0,97,1,1,9,9.3,0,0,86,88.7,40,41.2,0,0,0,0,11,11.3,0,0,91,93.8,3,3.1,44,45.4,4,28.6,7,50
"130901",8,1.4,3,0.5,3,0.5,497,87.3,72,12.7,569,100,3,0.5,143,25.1,3,0.5,7205,66,0.9,31,0.4,106,1.4,1384,19.2,2027,28.1,32,0.4,281,3.9,5821,80.8,10,0.1,2245,31.2,126,1.7,4913,68.2,37,6.5,406,71.4
"130902",2,2.6,1,1.3,0,0,69,89.6,8,10.4,77,100,0,0,36,46.8,0,0,1115,2,0.2,4,0.4,3,0.3,629,56.4,621,55.7,1,0.1,174,15.6,486,43.6,0,0,582,52.2,17,1.5,470,42.2,12,15.6,38,49.4
"131001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,0,0,1,1.2,0,0,58,70.7,73,89,0,0,7,8.5,24,29.3,0,0,46,56.1,2,2.4,6,7.3,.,.,.,.
"132902",0,0,0,0,0,0,9,100,0,0,9,100,0,0,3,33.3,0,0,136,0,0,2,1.5,0,0,54,39.7,33,24.3,0,0,0,0,82,60.3,0,0,53,39,0,0,101,74.3,1,11.1,6,66.7
"133901",1,2.1,1,2.1,0,0,41,85.4,7,14.6,48,100,0,0,19,39.6,0,0,579,0,0,8,1.4,10,1.4,416,71.8,307,53,1,0.2,94,16.2,163,28.2,0,0,320,55.3,10,1.7,253,43.7,7,14.6,27,56.3
"133902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,199,0,0,0,0,0,0,60,30.2,55,27.6,0,0,24,12.1,139,69.8,1,0.5,55,27.6,1,0.5,142,71.4,.,.,.,.
"133903",2,0.6,0,0,1,0.3,232,69.3,103,30.7,335,100,13,3.9,131,39.1,0,0,4991,61,1.2,96,1.9,94,1.7,2872,57.5,2288,45.8,15,0.3,331,6.6,2119,42.5,9,0.2,2562,51.3,88,1.8,2434,48.8,20,6,188,56.1
"133904",1,1.2,0,0,0,0,70,85.4,12,14.6,82,100,1,1.2,26,31.7,0,0,1005,8,0.8,8,0.8,37,3.4,689,68.6,430,42.8,3,0.3,121,12,316,31.4,1,0.1,633,63,25,2.5,530,52.7,3,3.7,54,65.9
"133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,0,0,0,0,0,0,0,0,7,53.8,0,0,4,30.8,13,100,0,0,4,30.8,0,0,6,46.2,.,.,.,.
"134901",0,0,1,2,0,0,40,80,10,20,50,100,0,0,17,34,0,0,665,4,0.6,1,0.2,6,0.8,404,60.8,269,40.5,0,0,31,4.7,261,39.2,0,0,270,40.6,9,1.4,382,57.4,1,2,32,64
"135001",0,0,0,0,0,0,4,100,0,0,4,100,0,0,2,50,0,0,106,0,0,0,0,0,0,23,21.7,14,13.2,0,0,2,1.9,83,78.3,0,0,16,15.1,0,0,92,86.8,0,0,2,50
"136901",0,0,0,0,0,0,30,78.9,8,21.1,38,100,0,0,33,86.8,0,0,640,1,0.2,5,0.8,10,1.5,364,56.9,436,68.1,1,0.2,33,5.2,276,43.1,0,0,286,44.7,5,0.8,192,30,1,2.6,5,13.2
