DISTRICT,D20GR14N,D20GR14R,D30GR14N,D30GR14R,D40GR14N,D40GR14R,DA0GF14N,DA0GF14P,DA0GH14N,DA0GH14P,DA0GM14N,DA0GM14P,DA0GR14N,DA0GR14R,DB0GR14N,DB0GR14R,DH0GR14N,DH0GR14R,DI0GR14N,DI0GR14R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DS0GR14N,DS0GR14R,DW0GR14N,DW0GR14R
"237904",10,2.8,2,0.6,1,0.3,1,0.3,265,75.5,85,24.2,351,100,33,9.4,156,44.4,2,0.6,6234,24,0.4,684,11,85,1.3,3981,63.9,3171,50.9,28,0.4,1609,25.8,2253,36.1,5,0.1,3342,53.6,137,2.2,2185,35,24,6.8,147,41.9
"237905",2,1.9,0,0,0,0,0,0,96,88.9,12,11.1,108,100,23,21.3,68,63,0,0,2200,3,0.1,377,17.1,70,3,1760,80,1556,70.7,4,0.2,807,36.7,440,20,0,0,1568,71.3,40,1.8,220,10,10,9.3,15,13.9
"238902",1,0.7,0,0,2,1.4,0,0,120,83.9,23,16.1,143,100,13,9.1,78,54.5,0,0,2263,14,0.6,95,4.2,6,0.2,1087,48,1343,59.3,9,0.4,195,8.6,1176,52,0,0,1182,52.2,15,0.7,787,34.8,12,8.4,49,34.3
"238904",0,0,0,0,0,0,0,0,15,100,0,0,15,100,0,0,8,53.3,0,0,143,0,0,4,2.8,0,0,99,69.2,99,69.2,0,0,0,0,44,30.8,0,0,32,22.4,1,0.7,39,27.3,3,20,7,46.7
"239901",1,0.3,4,1.3,0,0,0,0,219,71.8,86,28.2,305,100,60,19.7,70,23,1,0.3,4866,77,1.6,1065,21.9,125,2.4,2648,54.4,1613,33.1,4,0.1,631,13,2218,45.6,3,0.1,2393,49.2,83,1.7,2021,41.5,29,9.5,169,55.4
"239903",0,0,0,0,1,3.7,0,0,23,85.2,4,14.8,27,100,3,11.1,2,7.4,0,0,387,0,0,65,16.8,2,0.5,213,55,75,19.4,1,0.3,20,5.2,174,45,0,0,137,35.4,4,1,242,62.5,4,14.8,21,77.8
"240801",0,0,0,0,0,0,0,0,111,83.5,22,16.5,133,100,0,0,133,100,0,0,347,0,0,2,0.6,0,0,324,93.4,344,99.1,0,0,29,8.4,23,6.6,0,0,295,85,0,0,1,0.3,23,17.3,0,0
"240901",0,0,1,0.1,0,0,0,0,921,85.4,158,14.6,1079,100,2,0.2,1071,99.3,0,0,24659,28,0.1,19,0.1,519,1.9,22621,91.7,24388,98.9,9,0,14605,59.2,2038,8.3,6,0,18222,73.9,19,0.1,190,0.8,89,8.2,5,0.5
"240903",5,0.2,6,0.2,0,0,0,0,2601,91.7,236,8.3,2837,100,4,0.1,2777,97.9,1,0,43297,138,0.3,58,0.1,722,1.6,33205,76.7,42714,98.7,12,0,17326,40,10092,23.3,2,0,27884,64.4,18,0,355,0.8,183,6.5,44,1.6
"240904",0,0,0,0,0,0,0,0,25,89.3,3,10.7,28,100,0,0,27,96.4,0,0,323,0,0,0,0,4,1.1,202,62.5,298,92.3,0,0,16,5,121,37.5,0,0,122,37.8,0,0,25,7.7,3,10.7,1,3.6
"241901",1,1.5,0,0,0,0,0,0,56,83.6,11,16.4,67,100,8,11.9,33,49.3,0,0,1114,4,0.4,108,9.7,12,1,569,51.1,591,53.1,1,0.1,58,5.2,545,48.9,0,0,430,38.6,14,1.3,396,35.5,6,9,25,37.3
"241902",0,0,0,0,0,0,0,0,73,86.9,11,13.1,84,100,7,8.3,23,27.4,0,0,974,0,0,55,5.6,0,0,324,33.3,288,29.6,0,0,58,6,650,66.7,0,0,342,35.1,9,0.9,622,63.9,6,7.1,54,64.3
"241903",1,0.4,0,0,0,0,0,0,148,65.2,79,34.8,227,100,30,13.2,118,52,0,0,3599,9,0.3,410,11.4,32,0.8,2357,65.5,2178,60.5,5,0.1,409,11.4,1242,34.5,3,0.1,1765,49,35,1,959,26.6,18,7.9,78,34.4
"241904",0,0,1,0.9,0,0,0,0,94,81,22,19,116,100,41,35.3,49,42.2,1,0.9,2200,10,0.5,592,26.9,64,2.8,1759,80,1239,56.3,1,0,222,10.1,441,20,0,0,1161,52.8,26,1.2,332,15.1,13,11.2,24,20.7
"241906",1,2.6,0,0,0,0,0,0,35,92.1,3,7.9,38,100,0,0,20,52.6,0,0,474,1,0.2,20,4.2,7,1.3,287,60.5,263,55.5,1,0.2,75,15.8,187,39.5,0,0,170,35.9,4,0.8,185,39,5,13.2,17,44.7
"242902",1,4.2,0,0,0,0,0,0,15,62.5,9,37.5,24,100,2,8.3,4,16.7,0,0,444,4,0.9,36,8.1,10,2,215,48.4,121,27.3,11,2.5,12,2.7,229,51.6,0,0,181,40.8,17,3.8,255,57.4,3,12.5,17,70.8
"242903",0,0,0,0,0,0,0,0,20,80,5,20,25,100,0,0,12,48,0,0,486,0,0,0,0,0,0,218,44.9,297,61.1,4,0.8,114,23.5,268,55.1,0,0,265,54.5,6,1.2,179,36.8,2,8,13,52
"242905",0,0,0,0,0,0,0,0,8,100,0,0,8,100,0,0,1,12.5,0,0,120,0,0,0,0,0,0,52,43.3,39,32.5,0,0,9,7.5,68,56.7,0,0,64,53.3,5,4.2,76,63.3,0,0,7,87.5
"242906",1,9.1,0,0,0,0,0,0,7,63.6,4,36.4,11,100,0,0,0,0,0,0,167,0,0,0,0,0,0,27,16.2,14,8.4,2,1.2,0,0,140,83.8,0,0,39,23.4,6,3.6,145,86.8,3,27.3,10,90.9
"243801",0,0,0,0,0,0,0,0,10,100,0,0,10,100,0,0,3,30,0,0,115,2,1.7,3,2.6,0,0,60,52.2,28,24.3,0,0,0,0,55,47.8,0,0,48,41.7,4,3.5,78,67.8,0,0,7,70
"243901",8,3.7,2,0.9,0,0,0,0,155,71.1,63,28.9,218,100,17,7.8,20,9.2,3,1.4,3354,39,1.2,221,6.6,40,1.1,1614,48.1,507,15.1,22,0.7,44,1.3,1740,51.9,18,0.5,1474,43.9,181,5.4,2366,70.5,14,6.4,168,77.1
"243902",2,7.7,0,0,0,0,0,0,19,73.1,7,26.9,26,100,2,7.7,3,11.5,0,0,409,3,0.7,38,9.3,8,1.6,279,68.2,61,14.9,2,0.5,3,0.7,130,31.8,0,0,208,50.9,21,5.1,284,69.4,2,7.7,19,73.1
"243903",2,1.6,0,0,0,0,0,0,120,95.2,6,4.8,126,100,0,0,12,9.5,4,3.2,1710,11,0.6,8,0.5,24,1.3,727,42.5,146,8.5,24,1.4,6,0.4,983,57.5,3,0.2,721,42.2,37,2.2,1481,86.6,11,8.7,108,85.7
"243905",29,3.1,22,2.4,1,0.1,0,0,771,82.6,162,17.4,933,100,141,15.1,272,29.2,12,1.3,14081,332,2.4,2026,14.4,328,2.1,9578,68,4778,33.9,141,1,914,6.5,4503,32,20,0.1,7658,54.4,611,4.3,6173,43.8,134,14.4,456,48.9
"243906",4,8.7,1,2.2,0,0,0,0,41,89.1,5,10.9,46,100,6,13,8,17.4,0,0,1042,14,1.3,95,9.1,18,1.7,637,61.1,285,27.4,11,1.1,18,1.7,405,38.9,0,0,431,41.4,52,5,585,56.1,4,8.7,27,58.7
"244901",0,0,0,0,0,0,0,0,6,85.7,1,14.3,7,100,0,0,2,28.6,0,0,117,2,1.7,1,0.9,0,0,65,55.6,47,40.2,1,0.9,0,0,52,44.4,0,0,37,31.6,3,2.6,63,53.8,2,28.6,5,71.4
"244903",1,0.8,5,4,0,0,0,0,104,83.2,21,16.8,125,100,7,5.6,48,38.4,2,1.6,2134,57,2.7,212,9.9,37,1.5,1298,60.8,880,41.2,12,0.6,157,7.4,836,39.2,3,0.1,1163,54.5,69,3.2,901,42.2,8,6.4,62,49.6
"244905",0,0,0,0,0,0,0,0,11,100,0,0,11,100,0,0,3,27.3,0,0,201,2,1,7,3.5,0,0,84,41.8,54,26.9,0,0,1,0.5,117,58.2,0,0,80,39.8,2,1,136,67.7,0,0,8,72.7
"245901",0,0,0,0,0,0,0,0,30,96.8,1,3.2,31,100,0,0,29,93.5,0,0,475,1,0.2,0,0,1,0.2,350,73.7,462,97.3,3,0.6,59,12.4,125,26.3,2,0.4,297,62.5,0,0,7,1.5,2,6.5,2,6.5
"245902",0,0,1,1,0,0,0,0,95,92.2,8,7.8,103,100,0,0,100,97.1,0,0,1552,1,0.1,1,0.1,66,3.8,1231,79.3,1510,97.3,0,0,165,10.6,321,20.7,0,0,821,52.9,2,0.1,38,2.4,10,9.7,2,1.9
"245903",0,0,0,0,0,0,0,0,115,92,10,8,125,100,0,0,123,98.4,0,0,2107,2,0.1,4,0.2,56,2.4,1857,88.1,2085,99,0,0,186,8.8,250,11.9,0,0,1274,60.5,0,0,16,0.8,6,4.8,2,1.6
"245904",0,0,0,0,0,0,0,0,16,88.9,2,11.1,18,100,0,0,17,94.4,0,0,281,0,0,1,0.4,1,0.3,193,68.7,251,89.3,1,0.4,25,8.9,88,31.3,0,0,142,50.5,0,0,28,10,2,11.1,1,5.6
"246801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1064,202,19,53,5,0,0,68,6.4,218,20.5,4,0.4,30,2.8,996,93.6,5,0.5,33,3.1,38,3.6,544,51.1,.,.,.,.
"246902",1,1.4,2,2.8,0,0,0,0,56,77.8,16,22.2,72,100,1,1.4,14,19.4,0,0,995,3,0.3,19,1.9,9,0.8,611,61.4,433,43.5,5,0.5,178,17.9,384,38.6,3,0.3,567,57,23,2.3,509,51.2,8,11.1,54,75
"246904",12,1.5,5,0.6,0,0,1,0.1,700,88.5,90,11.4,791,100,27,3.4,233,29.5,1,0.1,10625,122,1.1,386,3.6,124,1.1,4697,44.2,4442,41.8,32,0.3,1406,13.2,5928,55.8,6,0.1,4729,44.5,250,2.4,5387,50.7,43,5.4,513,64.9
"246905",0,0,0,0,0,0,0,0,33,84.6,6,15.4,39,100,1,2.6,15,38.5,0,0,425,1,0.2,9,2.1,1,0.2,249,58.6,187,44,1,0.2,27,6.4,176,41.4,0,0,172,40.5,10,2.4,217,51.1,2,5.1,23,59
"246906",11,3.5,4,1.3,0,0,0,0,291,91.8,26,8.2,317,100,44,13.9,120,37.9,1,0.3,6177,63,1,755,12.2,71,1.1,2815,45.6,2583,41.8,13,0.2,609,9.9,3362,54.4,15,0.2,2612,42.3,290,4.7,2458,39.8,21,6.6,137,43.2
"246907",1,1.6,1,1.6,1,1.6,0,0,60,93.8,4,6.3,64,100,4,6.3,19,29.7,0,0,1263,10,0.8,48,3.8,32,2.5,738,58.4,580,45.9,0,0,180,14.3,525,41.6,3,0.2,615,48.7,51,4,571,45.2,4,6.3,38,59.4
"246908",5,2.5,2,1,0,0,2,1,166,82.2,34,16.8,202,100,4,2,26,12.9,2,1,3210,10,0.3,30,0.9,40,1.2,800,24.9,601,18.7,8,0.2,87,2.7,2410,75.1,7,0.2,978,30.5,64,2,2490,77.6,15,7.4,163,80.7
"246909",107,3.5,381,12.5,6,0.2,0,0,2589,84.8,465,15.2,3054,100,310,10.2,846,27.7,18,0.6,47098,6379,13.5,4044,8.6,460,0.9,12623,26.8,14290,30.3,186,0.4,4134,8.8,34475,73.2,79,0.2,14667,31.1,2027,4.3,20093,42.7,214,7,1386,45.4
"246911",2,0.9,2,0.9,0,0,0,0,195,83.7,38,16.3,233,100,24,10.3,137,58.8,1,0.4,3206,17,0.5,330,10.3,124,3.5,2250,70.2,1950,60.8,7,0.2,448,14,956,29.8,2,0.1,1606,50.1,69,2.2,831,25.9,25,10.7,67,28.8
"246912",1,2.2,0,0,0,0,0,0,41,91.1,4,8.9,45,100,0,0,10,22.2,0,0,654,1,0.2,16,2.4,5,0.7,214,32.7,184,28.1,3,0.5,20,3.1,440,67.3,1,0.2,241,36.9,18,2.8,431,65.9,2,4.4,34,75.6
"246913",72,3.5,112,5.5,2,0.1,132,6.5,1680,82.5,225,11,2037,100,100,4.9,458,22.5,4,0.2,36105,2117,5.9,1376,3.8,371,1,7118,19.7,8742,24.2,106,0.3,1826,5.1,28987,80.3,57,0.2,11474,31.8,1411,3.9,22296,61.8,150,7.4,1289,63.3
"246914",0,0,0,0,0,0,0,0,12,100,0,0,12,100,0,0,3,25,0,0,142,1,0.7,1,0.7,0,0,48,33.8,39,27.5,3,2.1,4,2.8,94,66.2,0,0,48,33.8,7,4.9,91,64.1,0,0,9,75
"247901",4,1.6,1,0.4,0,0,0,0,201,78.8,54,21.2,255,100,2,0.8,144,56.5,2,0.8,3935,10,0.3,51,1.3,122,3,2010,51.1,2562,65.1,16,0.4,165,4.2,1925,48.9,1,0,1698,43.2,51,1.3,1244,31.6,25,9.8,102,40
"247903",4,1.9,0,0,0,0,1,0.5,195,90.3,20,9.3,216,100,4,1.9,43,19.9,1,0.5,3181,2,0.1,29,0.9,34,1,751,23.6,869,27.3,15,0.5,97,3,2430,76.4,1,0,1020,32.1,58,1.8,2207,69.4,17,7.9,164,75.9
"247904",1,1.9,0,0,0,0,0,0,48,92.3,4,7.7,52,100,0,0,27,51.9,0,0,823,1,0.1,4,0.5,8,0.9,303,36.8,378,45.9,2,0.2,35,4.3,520,63.2,0,0,313,38,4,0.5,434,52.7,2,3.8,24,46.2
"247906",1,2.2,0,0,0,0,0,0,31,68.9,14,31.1,45,100,1,2.2,13,28.9,0,0,832,1,0.1,7,0.8,3,0.3,427,51.3,390,46.9,1,0.1,36,4.3,405,48.7,0,0,358,43,9,1.1,424,51,2,4.4,30,66.7
"248901",0,0,0,0,0,0,1,1.3,68,90.7,6,8,75,100,1,1.3,55,73.3,0,0,1451,7,0.5,28,1.9,25,1.6,945,65.1,1123,77.4,3,0.2,270,18.6,506,34.9,0,0,981,67.6,10,0.7,280,19.3,7,9.3,19,25.3
"248902",0,0,0,0,0,0,0,0,17,73.9,6,26.1,23,100,0,0,5,21.7,3,13,407,0,0,10,2.5,3,0.7,159,39.1,144,35.4,2,0.5,14,3.4,248,60.9,0,0,99,24.3,4,1,247,60.7,4,17.4,15,65.2
"249901",0,0,1,2.3,0,0,0,0,36,81.8,8,18.2,44,100,1,2.3,4,9.1,0,0,692,0,0,4,0.6,6,0.8,222,32.1,100,14.5,1,0.1,30,4.3,470,67.9,0,0,328,47.4,8,1.2,579,83.7,4,9.1,38,86.4
"249902",1,1.2,0,0,0,0,0,0,71,85.5,12,14.5,83,100,1,1.2,12,14.5,0,0,1153,3,0.3,10,0.9,8,0.6,536,46.5,165,14.3,14,1.2,36,3.1,617,53.5,1,0.1,510,44.2,34,2.9,926,80.3,9,10.8,69,83.1
"249903",1,0.7,0,0,0,0,0,0,123,91.8,11,8.2,134,100,2,1.5,50,37.3,0,0,2080,7,0.3,14,0.7,47,2.1,1170,56.3,1043,50.1,13,0.6,480,23.1,910,43.8,1,0,1176,56.5,33,1.6,969,46.6,5,3.7,81,60.4
"249904",0,0,0,0,0,0,0,0,36,85.7,6,14.3,42,100,0,0,12,28.6,1,2.4,604,0,0,6,1,0,0,349,57.8,144,23.8,6,1,52,8.6,255,42.2,0,0,238,39.4,13,2.2,435,72,3,7.1,29,69
"249905",9,4.4,1,0.5,0,0,0,0,175,86.2,28,13.8,203,100,0,0,56,27.6,1,0.5,2999,24,0.8,39,1.3,45,1.4,1332,44.4,1008,33.6,18,0.6,419,14,1667,55.6,2,0.1,1233,41.1,40,1.3,1868,62.3,17,8.4,136,67
"249906",1,1.4,0,0,0,0,0,0,64,92.8,5,7.2,69,100,0,0,7,10.1,0,0,1127,2,0.2,6,0.5,5,0.4,330,29.3,134,11.9,5,0.4,36,3.2,797,70.7,0,0,433,38.4,14,1.2,966,85.7,4,5.8,61,88.4
"249908",0,0,0,0,0,0,0,0,12,85.7,2,14.3,14,100,0,0,2,14.3,0,0,249,0,0,2,0.8,2,0.7,121,48.6,67,26.9,2,0.8,25,10,128,51.4,0,0,93,37.3,0,0,178,71.5,3,21.4,12,85.7
"250902",3,5.6,0,0,0,0,0,0,45,83.3,9,16.7,54,100,5,9.3,2,3.7,1,1.9,736,0,0,77,10.5,12,1.5,431,58.6,35,4.8,2,0.3,10,1.4,305,41.4,4,0.5,382,51.9,28,3.8,590,80.2,7,13,43,79.6
"250903",4,4,0,0,0,0,0,0,84,84.8,15,15.2,99,100,9,9.1,24,24.2,0,0,1587,20,1.3,114,7.2,31,1.8,904,57,454,28.6,7,0.4,159,10,683,43,1,0.1,640,40.3,52,3.3,939,59.2,10,10.1,62,62.6
"250904",1,1.2,0,0,0,0,0,0,70,84.3,13,15.7,83,100,3,3.6,10,12,0,0,1098,2,0.2,26,2.4,15,1.2,580,52.8,186,16.9,6,0.5,53,4.8,518,47.2,2,0.2,435,39.6,35,3.2,841,76.6,13,15.7,69,83.1
"250905",1,4.3,0,0,0,0,0,0,21,91.3,2,8.7,23,100,0,0,4,17.4,0,0,349,0,0,3,0.9,4,1,204,58.5,83,23.8,1,0.3,46,13.2,145,41.5,0,0,172,49.3,11,3.2,251,71.9,1,4.3,18,78.3
"250906",0,0,1,1.7,0,0,0,0,51,85,9,15,60,100,1,1.7,5,8.3,1,1.7,853,5,0.6,3,0.4,8,0.9,431,50.5,98,11.5,2,0.2,16,1.9,422,49.5,0,0,291,34.1,9,1.1,736,86.3,4,6.7,52,86.7
"250907",2,2.2,0,0,0,0,0,0,71,77.2,21,22.8,92,100,0,0,18,19.6,0,0,1448,19,1.3,25,1.7,10,0.6,760,52.5,206,14.2,6,0.4,75,5.2,688,47.5,1,0.1,535,36.9,42,2.9,1149,79.4,10,10.9,72,78.3
